GEOID,margin,change_2008,change_2012,margin_2008,margin_2012,flips
01121,-0.25422815577573565,0.02532017054260216,-0.09439454313508444,-0.18515378318325337,-0.1598336126406512,RRR
01123,-0.41440008211023294,0.042862085009688244,-0.09202991607129607,-0.3652322510486251,-0.32237016603893687,RRR
01125,-0.1929987908101572,-0.014134082945105264,-0.01907912392344613,-0.1597855839416058,-0.17391966688671107,RRR
01127,-0.6707722584147666,-0.06377839680137692,-0.1427330770259263,-0.4642607845874634,-0.5280391813888403,RRR
01129,-0.4298605414273995,-0.02213067283739867,-0.11291505377518601,-0.2948148148148148,-0.3169454876522135,RRR
01131,0.42413849420218847,0.06395496917062671,-0.06236036163305175,0.4225438866646135,0.4864988558352402,DDD
01133,-0.8102395035392224,-0.08960624613041679,-0.08799443774974869,-0.6326388196590569,-0.7222450657894737,RRR
04001,0.31969198510538305,0.06140705823270304,-0.023596204114048225,0.28188113098672823,0.3432881892194313,DDD
04003,-0.21277616714985503,-0.01604256960268513,0.009800609744923583,-0.20653420729209349,-0.22257677689477862,RRR
04005,0.18894687541817212,-0.015486058125808944,0.03427615450673682,0.17015677903724424,0.1546707209114353,DDD
04007,-0.3188540972684877,0.011472833164000884,-0.05221830194549626,-0.2781086284869923,-0.2666357953229914,RRR
04009,-0.3846592297044215,0.03195864990837094,-0.00943873411433327,-0.4071791454984592,-0.37522049559008824,RRR
04011,-0.24242424242424243,0.09333819869771026,-0.14798351904848894,-0.18777892207346375,-0.09444072337575349,RRR
04012,-0.40799865568811966,-0.03520862593559437,-0.08820789718768379,-0.2845821325648415,-0.31979075850043587,RRR
04013,-0.02835376704421516,-0.0011760323419314211,0.0785263068754305,-0.10570404157771424,-0.10688007391964566,RRR
04015,-0.5107013747294948,-0.09239812152485227,-0.08931871064122271,-0.32898454256341986,-0.42138266408827213,RRR
04017,-0.10219883853675488,0.03836909234466135,-0.02375228842331567,-0.11681564245810055,-0.0784465501134392,RRR
04019,0.13573901906839958,0.00847036783664512,0.06665273167341085,0.06061591955834361,0.06908628739498873,DDD
04021,-0.19241813718679085,-0.018923385119800462,-0.028885997550052445,-0.14460875451693794,-0.1635321396367384,RRR
04023,0.4742286861802471,0.0643837925155078,0.09675762011741912,0.3130872735473202,0.377471066062828,DDD
04025,-0.3122761031017912,-0.05958732882932877,-0.008800286796547263,-0.24388848747591518,-0.30347581630524395,RRR
04027,-0.010564044519901894,0.012174904539346887,0.11524110367490237,-0.13798005273415115,-0.12580514819480426,RRR
05001,-0.3037669027688345,0.0023684803566279,-0.08171577865426721,-0.2244196044711952,-0.2220511241145673,RRR
05003,-0.3624891748113324,0.027681565363074923,-0.10898582927415279,-0.28118491090025455,-0.2535033455371796,RRR
05005,-0.5318729130830719,-0.12440353679084226,-0.09151922364721687,-0.3159501526450128,-0.44035368943585507,RRR
05007,-0.33944063455341644,-0.03852955478688691,0.06443536378111553,-0.36534644354764506,-0.40387599833453197,RRR
05009,-0.577803984855068,-0.08316119509640929,-0.0978481665196772,-0.3967946232389815,-0.4799558183353908,RRR
05011,-0.2318642211880646,-0.04354469914482806,-0.04429576554731973,-0.1440237564959168,-0.18756845564074487,RRR
05013,-0.4041427941824592,-0.01929806434264958,-0.03707747679515461,-0.347767253044655,-0.3670653173873046,RRR
05015,-0.3201338538761852,-0.05789392058963094,-0.08159904095268528,-0.18064089233386899,-0.23853481292349993,RRR
05017,0.15181992337164751,0.04707044107965774,-0.07266987254671986,0.17741935483870963,0.22448979591836737,DDD
05019,-0.09195402298850575,-0.025768297882061753,-0.02868847417176179,-0.0374972509346822,-0.06326554881674396,RRR
05021,-0.49653846153846154,-0.14801128928764073,-0.20554041848562393,-0.14298675376519687,-0.2909980430528376,RRR
05023,-0.6087712039718659,-0.07945675215760345,-0.08734937860911163,-0.4419650732051508,-0.5214218253627543,RRR
05025,-0.5184853905784138,-0.010107160359664635,-0.0690059049691058,-0.43937232524964337,-0.449479485609308,RRR
05027,-0.26060537864296157,0.005197149214752728,-0.024434040726515283,-0.24136848713119902,-0.2361713379164463,RRR
05029,-0.2766494260123628,-0.005732009002532956,-0.08143597193733043,-0.18948144507249942,-0.19521345407503238,RRR
05031,-0.34728586287352764,-0.06487898365831174,-0.037412045838827346,-0.24499483337638855,-0.3098738170347003,RRR
05033,-0.5433407572383073,-0.0382130458737413,-0.04487055180875077,-0.46025715955581525,-0.49847020542955656,RRR
05035,0.09064694082246738,0.002090164796671956,-0.0582523173732733,0.14680909339906872,0.14889925819574068,DDD
05037,-0.3760546988652895,-0.04358190199626205,-0.07819509700927996,-0.2542776998597475,-0.29785960185600957,RRR
05039,-0.12414290869722122,-0.020158878701951155,-0.017787526077247207,-0.08619650391802286,-0.10635538261997401,RRR
05041,0.07258632840028195,0.0019087129705041006,-0.05116932770831539,0.12184694313809324,0.12375565610859734,DDD
05043,-0.24306292645943894,0.001415833772958952,-0.05355591605690618,-0.1909228441754917,-0.18950701040253276,RRR
05045,-0.30965556420560947,-0.06326541295179855,0.006335752726373156,-0.2527259039801841,-0.3159913169319826,RRR
05047,-0.5410635155096011,-0.05160272985961062,-0.09687391306311788,-0.3925868725868726,-0.4441896024464832,RRR
05049,-0.5037720033528919,-0.1422115962678801,-0.1727237945957047,-0.18883661248930705,-0.33104820875718716,RRR
05051,-0.3376056855777478,-0.04987952874644347,-0.03781193189477783,-0.24991422493652649,-0.29979375368296995,RRR
05053,-0.5845533915379449,-0.009257825512299034,-0.0658004975728268,-0.5094950684528191,-0.5187528939651181,RRR
05055,-0.5239041095890411,-0.07192864574047492,-0.1553989137457158,-0.2965765501028504,-0.3685051958433253,RRR
05057,-0.28713292665626333,-0.07134342718866221,-0.024743098596734348,-0.19104640087086677,-0.262389828059529,RRR
05059,-0.42054588077695915,-0.045809180816457296,-0.13040378486221665,-0.2443329150982852,-0.2901420959147425,RRR
05061,-0.386392811296534,-0.06857023301089055,-0.06792575616430635,-0.24989682212133713,-0.31846705513222767,RRR
05063,-0.5182165417952108,-0.06804949276058625,-0.07883604651409443,-0.37133100252053014,-0.4393804952811164,RRR
05065,-0.5376284875183555,-0.12010048871840284,-0.14903432306212205,-0.26849367573783056,-0.3885941644562334,RRR
05067,-0.3266097750193949,-0.019516128848524994,-0.14389049317911068,-0.16320315299175925,-0.18271928184028424,RRR
05069,0.251873020777014,0.027265722004672366,-0.038453093965709506,0.26306039273805115,0.2903261147427235,DDD
05071,-0.40210711150131695,-0.04889184506905325,-0.12240842046649353,-0.23080684596577017,-0.2796986910348234,RRR
05073,-0.2538461538461539,0.005850381848945596,-0.06948288993355572,-0.19021364576154376,-0.18436326391259816,RRR
05075,-0.4927000879507476,-0.106432556613062,-0.1771766222467765,-0.2090909090909091,-0.3155234657039711,RRR
05077,0.1672174487772637,0.026542332375490862,-0.07431292505451204,0.21498804145628486,0.24153037383177572,DDD
05079,-0.31442760062728703,-0.025477993338026084,-0.10669813202825323,-0.1822514752610077,-0.2077294685990338,RRR
05081,-0.4224220394107519,-0.07291396390358712,-0.05952360345747537,-0.2899844720496894,-0.36289843595327653,RRR
05083,-0.5089003913647266,-0.03126486587868932,-0.09013078285292742,-0.3875047426331099,-0.41876960851179923,RRR
05085,-0.5274538745387454,-0.0333363084046705,-0.01924287677810843,-0.47487468935596644,-0.5082109977606369,RRR
05087,-0.4882327145154218,-0.040601406505279436,-0.15875646603795524,-0.2888748419721871,-0.32947624847746654,RRR
05089,-0.549036161530885,-0.08937267241648011,-0.16086427101890088,-0.29879921809550397,-0.3881718905119841,RRR
05091,-0.4363308681871854,-0.06333923755900517,-0.03813137702663999,-0.33486025360154026,-0.3981994911605454,RRR
05093,-0.10534686458648901,0.011887450219135842,-0.09517864028742357,-0.022055674518201285,-0.010168224299065443,RRR
05095,-0.06137309292649096,0.0396823416308581,-0.06075389788005131,-0.040301536677297745,-6.191950464396467e-4,RRR
05097,-0.5324529362180388,-0.07421239571985017,-0.10677726054236314,-0.3514632799558255,-0.42567567567567566,RRR
05099,-0.2597042513863216,-0.03977598277841199,-0.058167608360316814,-0.16176066024759278,-0.20153664302600477,RRR
05101,-0.5798028244071409,-0.05877085523357034,-0.16598146412306553,-0.35505050505050506,-0.4138213602840754,RRR
05103,-0.10367388022143936,0.022445915508860492,-0.017585659184115088,-0.10853413654618477,-0.08608822103732428,RRR
05105,-0.4549465861588481,-0.028910843002267816,-0.1009597908312706,-0.32507595232530967,-0.3539867953275775,RRR
05107,0.26808571839493744,0.03870886647956662,-0.06028754768324668,0.2896643995986175,0.3283732660781841,DDD
05109,-0.6191911580005024,-0.11391654831644482,-0.09226401966892905,-0.4130105900151285,-0.5269271383315733,RRR
05111,-0.4690494690494691,-0.06922073796443118,-0.12725052725052732,-0.2725782038345106,-0.34179894179894177,RRR
05113,-0.6567853237759689,-0.11162323578124256,-0.08740919123649171,-0.4577528967582346,-0.5693761325394772,RRR
05115,-0.49873720590190085,-0.03823818663642958,-0.02723664325206482,-0.43326237601340645,-0.47150056264983603,RRR
05117,-0.49099883855981413,-0.0577546246271442,-0.08571389745825408,-0.34753031647441585,-0.40528494110156005,RRR
05119,0.17722937111956744,-9.493308091371166e-4,0.06263603816269053,0.11554266376601402,0.1145933329568769,DDD
05121,-0.483461357579558,-0.09651324461889699,-0.20559030318063254,-0.18135780978002847,-0.27787105439892545,RRR
05123,0.11251682368775234,0.019334629327506847,-0.07188882089488335,0.16507101525512885,0.1844056445826357,DDD
05125,-0.433915547024952,-0.017455321049192063,-0.0069468674108258965,-0.40951335856493404,-0.4269686796141261,RRR
05127,-0.6065527065527065,-0.04132982161768145,-0.1301790801790802,-0.4350438047559449,-0.47637362637362635,RRR
05129,-0.6314377682403434,-0.05148788760787737,-0.12115081642659131,-0.4587990642058747,-0.510286951813752,RRR
05131,-0.3769742590227838,-0.024469722234422286,-0.006211840315159645,-0.3462926964732019,-0.37076241870762416,RRR
05133,-0.483779044278825,-0.08316609013987919,-1.762729162383958e-4,-0.4004366812227074,-0.4836027713625866,RRR
05135,-0.5428334942750724,-0.09900143357215602,-0.15439466412266273,-0.2894373965802537,-0.3884388301524097,RRR
05137,-0.521785906401291,-0.08836214215369981,-0.06978740061122751,-0.36363636363636365,-0.45199850579006345,RRR
05139,-0.2723452113176275,-9.618898514290319e-4,-0.010192332468002996,-0.2611909889981955,-0.2621528788496245,RRR
05141,-0.522278239542172,-0.07691245232920702,-0.1283435583602125,-0.3170222288527525,-0.3939346811819595,RRR
05143,-0.09907037539243352,-0.031762702242407015,0.0634615576192043,-0.1307692307692308,-0.16253193301163782,RRR
05145,-0.5681274331226116,-0.06484695835242743,-0.03082638461993381,-0.47245409015025036,-0.5373010485026778,RRR
05147,-0.08907040062232596,-0.032524987235753144,-0.1311560617024004,0.07461064831582759,0.042085661080074444,DDR
05149,-0.48578971890045036,-0.08931041582221882,-0.09744020433734357,-0.29903909874088797,-0.3883495145631068,RRR
06001,0.6351670778099381,0.011849145718534349,0.02825554370052341,0.5950623883908803,0.6069115341094147,DDD
06003,0.19435215946843853,-0.011361523957899966,-0.03995105645805458,0.24566473988439308,0.2343032159264931,DDD
06005,-0.24945721761398432,-0.04944265381206797,-0.053922059814675516,-0.14609250398724083,-0.1955351577993088,RRR
06007,-0.03687552833962182,-0.0434074693732861,-0.016931064305771293,0.023463005339435572,-0.01994446403385053,DRR
06009,-0.23658153074667465,-0.03993815267519302,-0.0669771976887476,-0.12966618038273403,-0.16960433305792705,RRR
06011,-0.13289532626549194,-0.032236752661964796,0.080396022756715535,-0.18105459636024268,-0.21329134902220748,RRR
06013,0.42986254106643773,-0.025491367240568386,0.07774514045579389,0.3776087678512122,0.35211740061064384,DDD
06015,-0.17252563297761037,-0.02627365996597314,-0.07868298759562636,-0.06756898541601086,-0.093842645381984,RRR
06017,-0.13497777170543046,-0.0727600511796141,0.043081119411337965,-0.10529883993715433,-0.17805889111676843,RRR
06019,0.060237858023702184,-0.0029774184861908193,0.04231468926619236,0.02090058724370064,0.017923168757509822,DDD
06021,-0.2875395987328406,-0.03280177609722529,-0.03447261360636139,-0.2202652090292539,-0.2530669851264792,RRR
06023,0.24705901956210213,-0.010122531738960883,-0.02494376449914726,0.2821253158002103,0.2720027840612494,DDD
06025,0.41510885612692605,0.05890572751878592,0.09463692561998971,0.2615662029881504,0.32047193050693634,DDD
06027,-0.1336349186942169,-0.022826117581629224,-0.01939898041646676,-0.09140982069612091,-0.11423593827775014,RRR
06029,-0.12653432338233067,0.00990262684047033,0.041085059654802636,-0.17752200987760364,-0.1676193830371333,RRR
06031,-0.1304575925386185,-0.007977350292116825,0.018883549481879314,-0.14136379172838098,-0.1493411420204978,RRR
06033,0.03633932912007776,-0.02316062486342646,-0.13308480836870001,0.19258476235220423,0.16942413748877777,DDD
06035,-0.5000467333395645,-0.05494070847643251,-0.10287365461635939,-0.3422323702467726,-0.3971730787232051,RRR
06037,0.4934388528926351,0.014937070331122348,0.07484660067034615,0.4036551818911666,0.41859225222228896,DDD
06039,-0.145447858965224,-0.0384765673778259,0.025976412343660826,-0.13294770393105892,-0.17142427130888482,RRR
06041,0.617956682754846,-0.06423286212933832,0.10488760547035947,0.5773019394138249,0.5130690772844866,DDD
06043,-0.23239833277007999,-0.05831223016613135,-0.04995388832563552,-0.12413221427831311,-0.18244444444444446,RRR
06045,0.295160226823157,-0.04135230421067998,-0.0913663174267787,0.4278788484606157,0.3865265442499357,DDD
06047,0.12137478986848244,0.003918686633809287,0.03397127374620773,0.08348482948846542,0.0874035161222747,DDD
06049,-0.47332812906583394,-0.04058730443429831,-0.05536525902067585,-0.3773755656108598,-0.4179628700451581,RRR
06051,0.12535504639272865,-0.046181436105599716,0.038885252916565693,0.13265122958176268,0.08646979347616296,DDD
06053,0.4062200167905973,-0.013997648592997514,0.03760977374909724,0.3826078916344976,0.3686102430415001,DDD
06055,0.3550153164309457,-0.03778939329809461,0.06811740883369805,0.32468730089534226,0.28689790759724765,DDD
06057,0.048930554291435335,-0.05933510649459228,0.05518103807500996,0.05308462271101766,-0.006250483783574623,DRD
06059,0.08585486183540836,-0.03668009792726795,0.14811035412873924,-0.02557539436606293,-0.06225549229333088,RRD
06061,-0.11626994366318327,-0.08037167416661545,0.07695100869553301,-0.11284927819210083,-0.19322095235871628,RRR
06063,-0.19908629441624365,-0.04901175573823713,-0.030379217676918424,-0.1196953210010881,-0.16870707673932522,RRR
06065,0.05383615188363977,-0.006614181035506206,0.03731419336076569,0.023136139558380286,0.01652195852287408,DDD
06067,0.2422863850182736,-6.064342019274083e-4,0.05268248880129589,0.19021033041890512,0.1896038962169777,DDD
06069,0.21155410903173305,-0.021440706949240385,0.005032369901298239,0.2279624460796752,0.2065217391304348,DDD
06071,0.10641408109996747,0.01033004077997779,0.03289774365841375,0.06318629666157594,0.07351633744155373,DDD
06073,0.19726729944886717,-0.026306301968305412,0.12158805578000359,0.101985545637169,0.07567924366886358,DDD
06075,0.7524238693301284,-3.614970093612779e-5,0.04743866685732179,0.7050213521737427,0.7049852024728066,DDD
06077,0.1417961075232817,0.03019107791662029,0.004764299533912053,0.10684073007274936,0.13703180798936965,DDD
06079,0.07975831256104138,-0.043405855816864236,0.06948275898648587,0.05368140939141974,0.010275553574555507,DDD
06081,0.5723987225813019,-0.020574772294433163,0.10575655542464496,0.48721693945109007,0.4666421671566569,DDD
06083,0.2838638625208242,-0.04808440505100925,0.10309604473978079,0.22885222283205264,0.1807678177810434,DDD
06085,0.5213206026923061,0.02017424300292492,0.09218226923716516,0.408964090452216,0.4291383334551409,DDD
06087,0.5600329200381503,-0.0206787077197782,0.004156322344657681,0.5765553054132708,0.5558765976934926,DDD
06089,-0.3638057859399684,-0.033696211906237894,-0.07235363424022384,-0.25775593979350664,-0.29145215169974453,RRR
06091,-0.24058127018299247,-0.016074563950031373,-0.016068735364050957,-0.20843797086891014,-0.2245125348189415,RRR
06093,-0.20040989606207,-0.04846235165838264,-0.04817483830215036,-0.103772706101537,-0.15223505775991963,RRR
06095,0.29997026464466253,0.0070284492622491035,0.006806873497749555,0.2861349418846639,0.293163391146913,DDD
06097,0.46731932294055367,-0.03802496621051493,0.009331627335772363,0.49601266181529624,0.4579876956047813,DDD
06099,0.018078506473401146,0.010172885105349083,-0.009372271995920223,0.017277893363972285,0.02745077846932137,DDD
06101,-0.15078051087984867,-0.024195197118117406,0.040349509103391246,-0.1669348228651225,-0.19113001998323992,RRR
06103,-0.3632675255144721,-0.032865553604733866,-0.08903677302285001,-0.24136519888688823,-0.2742307524916221,RRR
06105,-0.1033886583679115,-0.053370180386724864,-0.09598647296079132,0.04596799497960469,-0.0074021854071201765,DRR
06107,-0.09389844174510525,0.0029420002954779756,0.05648731493145259,-0.15332775697203582,-0.15038575667655785,RRR
06109,-0.20963194685822428,-0.030101114509637206,-0.052383192453071825,-0.12714763989551525,-0.15724875440515246,RRR
06111,0.17432681750148132,-0.052607213869402314,0.10407352519077773,0.12286050618010591,0.0702532923107036,DDD
06113,0.4143379217931539,-0.021994435032361204,0.07399552501571177,0.3623368318098033,0.3403423967774421,DDD
06115,-0.228715540481781,-0.03414486300630665,-0.04780183489802464,-0.1467688425774497,-0.18091370558375636,RRR
08001,0.08506947133629705,-0.015207081691990088,-0.0833297796425374,0.18360633267082455,0.16839925097883446,DDD
08003,0.020608156794927224,0.02375774363197386,-0.14409772555801392,0.1409481387209673,0.16470588235294115,DDD
08005,0.1413373458989995,-0.02990386263758904,0.04215901613814549,0.12908219239844304,0.099178329760854,DDD
08007,-0.24035972203297457,-0.05610407338709228,-0.06319904487229744,-0.12105660377358485,-0.17716067716067713,RRR
08009,-0.6827682303762193,-0.04219667943805877,-0.16424971185770076,-0.4763218390804597,-0.5185185185185185,RRR
08011,-0.3103269330565646,0.01090907140405084,-0.1764443377939488,-0.14479166666666665,-0.1338825952626158,RRR
08013,0.4833399771452869,-0.04297823591675809,0.06489753456900516,0.46142067849303986,0.41844244257628177,DDD
08014,0.142318917484744,-0.05607462138307856,0.08258190677601529,0.11581163209180728,0.05973701070872872,DDD
08015,-0.044711111111111146,0.002638103491295618,-0.04624045540474525,-0.001108759197661513,0.001529344293634105,RDR
08017,-0.7196007259528131,-0.03313039446671118,-0.0636080452574791,-0.6228622862286228,-0.655992680695334,RRR
08019,0.026252983293556076,-0.05897705369170869,-0.09371915670296138,0.17894919368822615,0.11997213999651746,DDD
08021,-0.0355544505221283,-0.03715105561847809,-0.1277270913414406,0.1293236964377904,0.09217264081931231,DDR
08023,0.29058441558441556,-0.002435371395741681,-0.19607862197682563,0.48909840895698287,0.4866630375612412,DDD
08025,-0.48461034708578915,0.013155758090624525,-0.22562233110709407,-0.2721437740693196,-0.2589880159786951,RRR
08027,-0.41226353555120676,-0.04977489357618353,-0.07340534033942037,-0.28908330163560286,-0.3388581952117864,RRR
08029,-0.45074449076831447,-0.07230621134728943,-0.05557965560347933,-0.3228586238175457,-0.39516483516483514,RRR
08031,0.5480183937417884,-0.030547130606575768,0.05444875032826346,0.5241167740201007,0.49356964341352494,DDD
08033,-0.5593625498007968,-0.052746730554098065,-0.13767580281284497,-0.36894001643385377,-0.42168674698795183,RRR
08035,-0.18088533333333334,-0.08539573167541736,0.07674180547821324,-0.17223140713612922,-0.2576271388115466,RRR
08037,0.20255322523094,-0.08217030754965993,0.053400234230410626,0.2313232985501893,0.14915299100052937,DDD
08039,-0.5363579474342929,-0.06945367617496989,-0.06640449842879143,-0.40049977283053156,-0.46995344900550146,RRR
08041,-0.22327631611948534,-0.015556596689281443,-0.01949239262504232,-0.18822732680516158,-0.20378392349444302,RRR
08043,-0.44713967141491834,-0.024524151378915338,-0.130231364204887,-0.292384155831116,-0.3169083072100313,RRR
08045,-0.07030600680015109,-0.050306666063456185,-0.019912693132501158,-8.664760419374584e-5,-0.05039331366764993,RRR
08047,0.01901565995525728,-0.04628355564898362,-0.1445553406439039,0.2098545562481448,0.1635710005991612,DDD
08049,-0.13227759664648353,-0.05854844772606288,-0.06277716913946024,-0.010951979780960408,-0.06950042750702329,RRR
08051,0.19538886527836802,-0.07698292658211414,-0.0011035773199936094,0.27347536918047577,0.19649244259836163,DDD
08053,-0.24108658743633277,-0.03304396215915417,-0.034419920769666046,-0.17362270450751255,-0.20666666666666672,RRR
08055,-0.06608511763150937,-0.029609902423499812,-0.14874532226263487,0.11227010705462531,0.0826602046311255,DDR
08057,-0.5319396051103368,-0.07318029808843557,-0.07910941643109154,-0.37964989059080967,-0.45283018867924524,RRR
08059,0.06871440603497292,-0.041369755104826156,0.020172683107616662,0.08991147803218241,0.04854172292735626,DDD
08061,-0.7450292397660819,-0.1268863689649059,-0.06415226047253753,-0.5539906103286385,-0.6808769792935444,RRR
08063,-0.6566720691518098,-0.07764604838504624,-0.13074014046461357,-0.44828588030214994,-0.5259319286871962,RRR
08065,0.10815879962488278,-0.01640989340439708,-0.13559120037511724,0.2601598934043971,0.24375000000000002,DDD
08067,0.09431781701444625,-0.07041981022695276,0.0019726964004111447,0.16276493084098786,0.0923451206140351,DDD
