GEOID,years_of_potential_life_lost_rate,percent_fair_poor,physically_unhealthy_days,mentally_unhealthy_days,pcp_rate,dentist_rate,mhp_rate,years_of_potential_life_lost_rate_ch,percent_fair_poor_ch,physically_unhealthy_days_ch,mentally_unhealthy_days_ch,pcp_rate_ch,dentist_rate_ch,mhp_rate_ch
04011,8055,20,3.7,3.5,44,21,21,6.707586065344251,5.555555555555558,-0.45948203842940377,3.4065315315315314,-0.24470899470899368,-4.353315766359241,-4.545454545454541
04012,13905,22,4.4,4,34,44,114,3.318080554343794,-1.4492753623188397,-5.0193517174649225,-4.914529914529912,-6.688311688311692,4.273504273504273,0.8849557522123908
04013,6082,15,3.5,3.4,71,64,114,-0.8754631211361885,0,4.2002688172043,3.1586021505376336,1.954095070864163,1.613183025134372,3.6363636363636376
04015,10589,19,4.1,4,47,39,66,2.554957828009511,-1.666666666666668,-0.685425685425689,-2.2551092318534174,-1.8518518518518492,2.7290448343079956,3.125
04017,12609,22,4.7,4.6,71,59,64,2.1265257196440532,9.368191721132902,6.58745048988952,9.034034034034029,7.688666109718745,1.2462851116863183,3.2258064516129004
04019,7155,16,3.5,3.7,83,58,150,-1.0579548300870563,2.539682539682538,-1.8018018018018018,2.8851540616246543,1.2346933654521737,3.719993456835565,5.633802816901401
04021,6425,18,3.9,3.6,15,30,32,-0.8253534789835778,1.9607843137254906,2.8835978835978846,1.9327731092437055,5.785391079508721,9.565217391304344,10.344827586206895
04023,4806,25,4.1,3.8,38,26,39,-2.1356702369360603,11.20857699805068,16.710758377425037,14.190981432360742,4.28921568627451,4.517598343685303,2.6315789473684292
04025,8236,14,3.6,3.6,65,61,147,3.800231605718215,-7.407407407407407,-3.0952380952380953,-4.065040650406501,1.6126365420720286,2.9062415926822682,2.7972027972027913
04027,5951,24,4.1,3.9,43,29,51,0.6150820438454238,1.4492753623188397,2.587719298245609,9.713261648745522,0.07562866326337907,1.2786596119929494,10.869565217391308
05001,10678,21,4.6,4.2,53,38,70,-1.1167897604774768,-9.195402298850574,0.8440999138673503,-1.363636363636363,0.32756813417191094,1.5294364131573406,-6.666666666666665
05003,10591,24,5.1,4.5,28,43,72,0.6839908515173465,-2.615384615384616,4.244306418219461,11.111111111111109,-8.671171171171169,5.298155298155294,9.090909090909083
05005,10540,18,4.7,4.2,85,47,259,2.9212615793261065,1.9607843137254906,12.945241892610317,4.416611733684898,4.983921032113805,0.7246376811594235,6.1475409836065475
05007,6172,17,4,3.9,57,44,139,-1.7103721145470023,10.256410256410257,8.333333333333334,12.380952380952381,1.8185826519159825,0.017618040873856877,18.803418803418804
05009,8079,19,4.5,4.3,70,54,91,-0.7581794177828378,3.921568627450981,7.992202729044839,1.6869918699187008,-2.6315789473684217,1.9361203600937256,9.63855421686748
05011,11278,30,5.6,4.7,53,36,9,5.743519043124601,21.15009746588694,19.999999999999996,2.487269878574228,1.6899766899766917,0.952380952380949,0
05013,9055,22,4.7,4.2,19,NA,NA,-1.6210200528512628,1.587301587301589,15.183080808080803,NA,0,NA,NA
05015,9846,22,4.6,4.2,61,25,54,1.9805314655813033,4.074074074074078,1.1020776874435405,0.8130081300813016,1.971706454465072,0,14.893617021276606
05017,10022,30,5.6,4.8,88,45,385,-4.293586328689069,5.384615384615384,-5.44662309368192,6.85897435897436,-1.7407048020258904,22.66233766233766,18.09815950920246
05019,9988,22,4.7,4.4,44,44,199,7.419752446867603,0,2.1296296296296293,17.700578990901572,-10.25991312876559,8.571428571428571,5.291005291005302
05021,11592,21,4.8,4.4,26,46,20,11.106294039722371,-7.098765432098768,4.155681104833644,13.029728020240354,2.8252688172043,1.498316498316495,-37.5
05023,9212,19,4.4,4.1,74,35,59,-2.0624376580932857,-6.9444444444444455,-6.0493827160493865,-5.68405139833712,8.522665074389213,4.301075268817208,7.272727272727275
05025,7974,18,4.3,4,12,NA,NA,0.2586922942860448,-6.060606060606059,-6.0148656375071505,-8.045525902668764,3.0303030303030276,NA,NA
05027,10699,25,4.9,4.4,54,42,188,0.17216287453982368,12.5,15.899122807017545,0.8763060330299982,0.6289308176100628,4.416611733684905,16.770186335403725
05029,10403,22,4.7,4.2,71,24,209,-2.6209869891046864,-2.838164251207727,-0.6660997732426269,-9.057772917805725,2.799422799422802,-3.860028860028859,13.586956521739136
05031,8698,22,4.6,4.3,102,73,350,-0.5532857223215504,4.074074074074078,6.860098965362127,5.817245817245813,0.6802721088435382,5.079753885632636,3.857566765578646
05033,9819,20,4.6,4.3,50,16,39,0.08472652549692168,3.7037037037037055,7.784707784707782,2.5757575757575757,1.3888888888888913,-3.7037037037037055,-4.878048780487809
05035,12332,26,5.2,4.6,46,48,180,-1.9373068730851057,6.421356421356424,5.878787878787876,0.9523809523809487,2.6133427296217966,3.890798786653179,0.5586592178770999
05037,12408,24,4.9,4.4,51,58,41,5.21549954005284,0.5952380952380931,9.051036682615628,-4.074074074074071,4.444444444444444,5.173030615755077,-10.869565217391308
05039,9126,24,4.9,4.3,63,26,193,-5.846445594907542,2.1739130434782594,7.210098416773651,NA,0.5376344086021501,1.3333333333333346,-14.977973568281943
05041,12095,30,5.5,4.6,48,16,49,-0.558045433921517,14.285714285714286,1.716457023060802,15.002560163850488,2.3658949745906206,2.222222222222222,22.500000000000007
05043,8278,26,5.2,4.6,64,32,580,-4.868897645111177,12.280701754385966,7.566137566137569,0.015417823003390415,10.204081632653057,0.964506172839504,10.056925996204935
05045,7438,19,4.3,4,50,37,94,0.6679913578484705,2.0697167755991286,0.9126984126984095,4.76190476190476,2.18933086648165,0.9788359788359791,11.904761904761907
05047,10884,21,4.8,4.4,33,17,NA,9.115605395633102,-9.615384615384615,12.380952380952381,-1.1014492753623095,5.952380952380953,-7.575757575757577,NA
05049,10168,20,4.7,4.2,49,16,16,-4.406054530532677,-6.888888888888889,5.211590577444244,15.043290043290051,-12.336020230757072,-12,0
05051,10492,20,4.7,4.3,78,57,195,1.751425986573348,3.6062378167641316,3.968253968253969,-6.289308176100628,3.1865445875823926,0.6840193704600465,14.035087719298245
05053,8661,18,4.2,4,17,28,61,-1.470072514448395,-9.666666666666668,-4.90664350846722,-10.760233918128655,0,9.09090909090909,21.999999999999996
05055,10079,19,4.5,4.1,53,27,142,-0.2098041182054254,6.022408963585435,4.94505494505495,2.9526029526029522,-2.220239865199717,-1.19047619047619,2.158273381294973
05057,10130,29,5.3,4.6,31,40,63,2.337932734462652,-1.6666666666666663,14.414414414414408,2.1950271950271922,4.938271604938271,14.814814814814815,8.62068965517242
05059,10096,19,4.4,4,21,18,162,0.6723371757346754,-9.479717813051147,-0.5101405997262608,-7.20017349815658,-4.166666666666667,6.666666666666665,-1.2195121951219523
05061,11102,26,5.2,4.7,52,22,59,3.503493522943524,10.614035087719298,3.490474203865945,17.204301075268816,0.6666666666666635,0,0
05063,8774,21,4.7,4.3,92,35,149,-6.260279314815802,-1.5151515151515138,-1.8717948717948705,-0.7575757575757606,2.3141762452107266,0,0
05065,10071,21,4.9,4.3,30,37,44,-2.5243187796596587,-10.306513409961685,-8.507462686567164,-6.414141414141416,17.24137931034483,0,-2.2222222222222254
05067,11401,24,5.1,4.4,45,29,97,5.315878787369854,-8.620689655172415,-0.3682487725040951,9.300911854103349,0.5228758169934622,9.952004517221912,6.593406593406592
05069,10708,26,5,4.5,72,32,163,-0.3011975667730595,16.775599128540303,15.993265993265997,3.2520325203252063,-2.546200046200046,-1.9271821631878572,21.641791044776127
05071,8596,24,5,4.5,62,35,231,-0.8254464568064002,1.5652173913043448,3.6091410559495682,10.784313725490195,-3.9249639249639237,9.239346873755478,1.3157894736842035
05073,15267,26,5.2,4.5,14,NA,56,4.183314514621661,30.555555555555554,2.3100775193798495,-0.941080196399346,-13.437796771130106,NA,1.8181818181818077
05075,9758,21,5,4.5,35,24,189,-2.0756710816278945,-8.000000000000002,6.746031746031744,NA,0.9803921568627416,1.4492753623188397,3.8461538461538547
05077,12295,32,5.7,4.7,30,30,NA,1.6918979016363966,3.3333333333333326,1.8058132343846645,2.803030303030303,1.1494252873563242,18.421052631578945,NA
05079,8159,27,5.1,4.4,14,7,72,-2.4874731243224404,2.8095238095238138,2.2143605870020995,10.000000000000002,33.333333333333336,-16.666666666666668,12.5
05081,7917,21,4.6,4.2,55,32,8,-11.179317689312818,5.99128540305011,5.598141695702673,1.666666666666668,2.0118696766222133,-5.065082059988683,NA
05083,10247,20,4.5,4.2,32,36,27,-0.32117794646796166,-4.347826086956522,0.4629629629629613,10.902124695228144,3.215850258861012,5.376344086021508,0
05085,8838,18,4.1,3.9,17,25,36,-0.6767847748659647,1.9607843137254906,6.176046176046175,-0.833333333333334,0.4127966976264202,-1.1870845204178506,-2.7027027027026973
05087,8155,23,5.1,4.5,32,19,127,1.2481905465796455,3.102453102453103,0.05335467520341345,35.196687370600415,22.807017543859644,0,10.43478260869566
05089,10488,21,4.8,4.4,18,12,24,1.6656502434066205,10.784313725490195,-4.155844155844157,2.4003097173828905,6.11111111111111,0,0
05091,10041,23,5,4.3,41,37,166,1.5308774285216005,-1.2777777777777741,2.854185152321801,7.460317460317456,14.9447895100069,9.791666666666664,5.73248407643312
05093,12678,27,5.3,4.7,38,29,75,-2.4776637065343645,1.2820512820512848,-1.2233445566778893,0.7548309178743976,-0.8119658119658165,3.846153846153847,-1.3157894736842146
05095,10455,30,5.7,4.7,52,26,NA,-1.1888226223752814,3.57142857142857,6.77104241937642,NA,5.102942077731988,1.3333333333333346,NA
05097,8821,22,4.8,4.3,22,22,11,-2.3525742676291514,5.000000000000004,NA,4.8436308161708626,31.890331890331897,1.587301587301589,0
05099,12426,29,5.7,4.9,34,11,103,9.575004330472684,-2.3148148148148144,-18.333333333333336,-25.742574257425744,1.0101010101010093,0,0.9803921568627416
05101,9876,22,4.8,4.4,12,NA,25,-6.62197626330181,9.184726522187825,4.603174603174602,10.346710346710353,-16.666666666666668,NA,108.33333333333334
05103,11193,26,5,4.5,60,36,137,-7.028684801427805,4.347826086956519,-0.8884390463337812,-9.801370457108161,6.314253647586983,10.828924162257492,-2.1428571428571463
05105,10296,19,4.4,4.1,10,NA,10,3.670668063380615,-20.3125,-7.007101086048447,6.8627450980392135,14.210526315789467,NA,0
05107,15138,32,5.9,4.9,34,35,50,2.1254958974111595,18.04347826086956,13.622402890695577,-3.135802469135803,2.051767676767676,-1.7223105458399595,2.0408163265306145
05109,9901,23,4.9,4.4,36,36,18,8.60202829075907,0.06587615283267419,23.827160493827165,12.93682795698925,-6.060606060606059,11.111111111111109,100
05111,11571,25,5,4.5,12,12,231,-5.260920608696459,-2.4691358024691357,3.25244354566903,-12.055335968379447,-14.999999999999998,0,11.594202898550732
05113,9795,23,5,4.6,64,35,64,-3.6178262945347504,0.060386473429952105,4.354110207768747,1.969696969696966,6.8017703237829,6.727518593644348,8.47457627118644
05115,7809,21,4.6,4.1,64,41,190,-2.853343818621168,2.2222222222222254,1.5151515151515065,10.450268817204293,0.62386480296928,4.576719576719579,13.095238095238093
05117,11010,22,4.8,4.3,NA,24,24,-1.018895365258321,3.4547152194211037,2.1739130434782594,6.762874929258629,NA,1.4492753623188397,0
05119,9288,18,3.9,3.8,111,71,339,-0.29647577772405526,6.666666666666665,7.291666666666667,4.070112893642308,2.8867102396514133,2.994841191772135,5.937499999999996
05121,8921,21,4.9,4.2,68,40,63,-4.833638863560519,-0.7878787878787854,1.6429539295392999,-4.369440083725795,4.410616705698671,0.8547008547008517,23.529411764705888
05123,10507,32,5.6,4.7,44,30,190,-1.1634549370858875,24.171539961013643,5.022434505717177,0.02306007148622058,6.9717749950308106,12.776112776112775,20.253164556962023
05125,7644,15,3.9,3.6,37,24,118,1.5663854155320271,-5.773420479302834,-0.833333333333334,-5.537098560354373,-2.5438596491228074,-6.063660477453581,10.280373831775691
05127,8247,23,4.8,4.3,27,19,9,-3.162146982441042,18.78306878306878,7.3504273504273545,-3.373015873015872,16.666666666666668,1.8518518518518527,0
05129,10579,23,5,4.5,37,25,214,9.305400164745695,3.174603174603178,-3.57142857142857,-6.904761904761902,-7.986394557823129,1.3888888888888913,7.537688442211055
05131,8467,23,5,4.3,115,70,274,-1.6309725444695962,7.017543859649122,4.461279461279462,3.1481481481481484,0.2923976608187144,3.6466073127216467,5.384615384615388
05133,9189,29,5.3,4.5,46,34,40,1.1735999313674155,11.992945326278665,20.558115719406047,13.658820110433014,-3.184905092461954,16.438923395445137,0
