GEOID,years_of_potential_life_lost_rate,percent_fair_poor,physically_unhealthy_days,mentally_unhealthy_days,pcp_rate,dentist_rate,mhp_rate,years_of_potential_life_lost_rate_ch,percent_fair_poor_ch,physically_unhealthy_days_ch,mentally_unhealthy_days_ch,pcp_rate_ch,dentist_rate_ch,mhp_rate_ch
17089,4647,16,3.5,3.3,43,60,154,-1.5308570142335738,8.547008547008547,5.412186379928315,3.3333333333333286,0.8297258297258322,4.90400404193508,13.235294117647056
17091,7581,16,3.6,3.6,43,42,97,1.381540359794542,-3.7037037037037055,-2.5641025641025625,1.9327731092437055,-3.5081254724111868,4.454426065316593,1.041666666666674
17093,4577,12,3,3.1,34,35,67,0.8822954972318405,0.25252525252524843,0.03584229390681074,4.42857142857143,0.433749257278667,0.9803921568627416,9.836065573770503
17095,8197,16,3.8,3.7,71,35,73,0.11158388899610665,2.222222222222222,3.921568627450981,14.102564102564104,1.6850490196078427,0.9803921568627416,12.307692307692308
17097,4650,13,3.3,3.2,106,107,205,-0.9729250286049096,-2.38095238095238,-0.9803921568627453,1.0752688172043001,3.0045757759523672,3.6986461251167078,6.217616580310881
17099,6878,14,3.5,3.4,40,49,74,-4.123570765187856,-6.143790849673203,-6.50754793961648,3.4336419753086367,-3.0519480519480537,5.312049062049058,12.12121212121211
17101,7014,15,3.7,3.5,24,12,182,-11.501671341980316,NA,11.66453810131971,NA,-4.444444444444446,0,15.923566878980889
17103,6733,13,3.4,3.4,77,37,282,-2.1556360610270184,NA,14.224664224664219,NA,6.51398401826484,3.951277480689241,5.617977528089879
17105,7623,13,3.3,3.4,55,34,77,-2.8840861770950057,-2.38095238095238,0.2380952380952408,1.780538302277434,3.1464115436835023,7.14285714285714,1.3157894736842035
17107,6540,14,3.5,3.5,33,50,57,-4.817646030216242,-5.882352941176472,-2.3611111111111094,-0.24841915085817412,5.0075075075075075,11.630060292850994,0
17109,6360,16,4,3.9,65,38,141,2.8928449161246115,18.48484848484849,32.29665071770334,38.888888888888886,0.5208333333333334,0.9009009009008991,9.302325581395344
17111,4760,12,2.9,3.1,56,61,138,-2.063901820592821,-2.5641025641025625,-6.042884990253409,-0.9785353535353591,-0.4402634732697159,4.862982929020662,10.40000000000001
17113,5507,13,3.3,3.3,62,61,199,-2.4360063384918695,2.777777777777775,-0.9803921568627453,7.0370370370370265,-1.0010938135938081,3.585858585858581,8.15217391304348
17115,7323,15,3.8,3.7,89,53,116,-2.6482543689688756,-7.017543859649122,4.289215686274506,6.702508960573476,4.058599842499899,3.4188034188034138,3.571428571428581
17117,7525,13,3.4,3.5,26,34,28,2.515114529463384,NA,2.6221264367816026,6.617903169627308,1.5652173913043483,5.856058898655244,7.692307692307687
17119,7214,14,3.6,3.4,50,75,129,-2.020197634975507,-6.143790849673203,-4.19341035515618,-5.106837606837607,1.3747165532879801,5.1340530814215,41.758241758241766
17121,8904,15,3.7,3.7,47,36,153,-1.119723921210462,-3.095975232198141,7.592592592592595,0.35157108327839737,-5.519526651240203,-1.6869095816464192,5.517241379310356
17123,7524,13,3.3,3.4,NA,33,NA,0.8090993110242861,NA,-25,NA,0,156.25,NA
17125,9676,14,3.6,3.6,28,36,29,2.420208734421814,NA,NA,NA,-5.686274509803924,10.758377425044092,3.571428571428581
17127,10106,15,3.8,3.7,20,40,181,5.398764095820437,-27.27272727272727,-13.549783549783548,NA,4.588394062078275,0.8547008547008517,9.036144578313255
17129,5721,12,3.2,3.3,32,16,24,-3.243082501847742,-4.761904761904764,-1.7429193899782112,NA,11.111111111111109,0,50
17131,7806,12,3.2,3.3,19,13,6,9.480645876568582,NA,12.560386473429956,NA,-13.148148148148145,2.777777777777775,NA
17133,5334,10,2.8,3,39,71,101,0.602979662145812,-10.277777777777779,-6.666666666666669,-7.233687721492595,10.303030303030306,3.609006734006733,20.238095238095234
17135,6980,14,3.6,3.5,47,65,65,-6.064256803352441,-9.16179337231969,-2.9233696592285034,11.538461538461535,-1.777499652343214,1.0499338624338606,6.557377049180335
17137,8055,14,3.5,3.5,34,46,74,10.431071659038448,0.1831501831501825,-1.826826826826829,12.54320987654321,0.2384737678855308,-3.1808278867102433,4.225352112676051
17139,6406,14,3.6,3.7,34,13,34,-0.007689175969231392,NA,-16.0377358490566,NA,0.029708853238263888,0,-15.000000000000002
17141,5798,13,3.3,3.3,59,36,96,1.545491047643899,-7.843137254901962,1.0416666666666592,10.074074074074073,0.9000216872695734,4.275599128540304,14.28571428571428
17143,7626,15,3.6,3.6,114,72,190,0.06395988796589573,11.111111111111112,2.9708853238265,10.439560439560443,0.3528163512773001,4.573218176159351,3.825136612021862
17145,6850,15,3.6,3.5,46,32,51,-1.7035800650331057,NA,8.045977011494253,NA,-5.06676744771983,1.0752688172043001,2.0000000000000018
17147,6071,11,3,3.2,49,37,30,3.5509767935019587,-5.3418803418803416,NA,NA,18.703703703703702,7.592592592592588,0
17149,6453,14,3.6,3.6,43,44,81,6.325985952850358,25.925925925925927,21.11111111111111,NA,-3.1910946196660497,0.7751937984496138,19.11764705882353
17151,10817,14,3.6,3.5,NA,NA,23,16.73051368355359,NA,NA,NA,NA,NA,0
17153,9203,19,4.3,4,NA,NA,NA,-1.6076227725360583,NA,NA,NA,NA,NA,NA
17155,5717,12,3.2,3.2,17,34,NA,-7.118467013273973,NA,NA,NA,0,1.0101010101010093,NA
17157,7998,14,3.5,3.5,46,33,70,5.176325410153974,12.222222222222223,3.2407407407407405,NA,-3.1925590749120194,3.333333333333336,14.754098360655732
17159,6896,14,3.6,3.6,43,25,249,-2.7716540691910243,28.042328042328045,17.523056653491437,NA,-17.738095238095237,0,0.809716599190291
17161,6959,15,3.6,3.5,53,60,96,0.16820747282774903,-5.773420479302834,3.156565656565661,1.0348583877995643,-1.153414486747817,5.6013920719803005,7.86516853932584
17163,8787,17,3.9,3.7,62,69,76,1.7663825972735414,2.0833333333333335,0.9210526315789447,1.9047619047619053,0.56466302367942,4.779040404040402,7.042253521126751
17165,10309,17,4.1,3.9,80,41,122,-0.5924187972480288,3.125,-1.8660968660968666,NA,-2.9425837320574204,4.537037037037035,12.962962962962955
17167,7161,14,3.6,3.5,111,71,178,-0.6767017989611582,-6.920077972709553,2.0402755696873367,-1.8018018018018018,3.303011285684554,8.515719720724112,5.3254437869822535
17169,7171,13,3.4,3.4,13,14,68,18.023841442011303,NA,NA,NA,-17.283950617283953,2.5641025641025625,25.92592592592593
17171,7846,13,3.5,3.5,19,19,NA,3.206580373200574,NA,NA,NA,-15.765765765765767,0,NA
17173,5360,13,3.4,3.5,32,27,23,-5.933779204402504,6.481481481481481,NA,21.666666666666664,25.925925925925924,7.575757575757577,27.777777777777768
17175,9077,12,3.3,3.3,17,17,NA,19.554859300825278,NA,NA,NA,0.10893246187363796,NA,NA
17177,5981,16,3.8,3.6,43,52,138,-6.389692697541035,NA,16.518518518518515,NA,-6.096866096866094,0.24599583423113117,7.8125
17179,6445,12,3.2,3.3,48,46,138,2.2391324580414893,0.25252525252524843,-2.914862914862911,6.216931216931218,2.949009054466963,5.709148732404549,9.523809523809534
17181,8836,15,3.7,3.7,68,40,103,3.821001053597032,NA,NA,NA,0.20489869402037217,0.8547008547008517,0.9803921568627416
17183,8549,16,3.8,3.8,52,30,194,-2.5492135767021327,-3.7037037037037055,-3.770260747004935,0.9471009471009428,2.0136054421768725,3.7037037037037055,6.593406593406592
17185,8454,13,3.5,3.5,43,35,277,3.3076074989597752,NA,NA,NA,-1.6209150326797406,12.871794871794878,4.135338345864659
17187,6091,16,3.7,3.6,45,34,22,-1.9047654678490975,NA,6.702508960573476,-0.3378378378378362,-7.017543859649122,7.14285714285714,29.41176470588236
17189,6465,12,3.2,3.3,28,28,56,0.2183066708078183,-27.77777777777778,NA,29.41666666666666,2.4950721029152336,1.234567901234566,33.33333333333333
17191,8715,14,3.6,3.6,48,24,54,3.886518897015908,-2.222222222222222,39.70588235294118,NA,4.76190476190476,0,28.57142857142858
17193,9166,13,3.5,3.5,27,42,90,5.439761941942608,NA,-3.484848484848484,NA,0,16.48511256354394,9.756097560975618
17195,6962,15,3.4,3.4,68,40,95,1.5305611567600463,7.9365079365079385,14.604236343366782,19.76911976911976,5.470965815793405,1.8518518518518488,6.741573033707859
17197,5070,14,3.4,3.4,54,51,80,-2.734314226600117,2.5641025641025625,3.1586021505376336,1.0732323232323278,4.755110554860242,3.5048309178743984,9.589041095890405
17199,8070,14,3.6,3.6,85,48,176,-1.574934396470906,-11.528326745718049,1.1255411255411294,0.25252525252525554,4.378671354281112,7.3504273504273465,3.529411764705892
17201,7823,17,4.2,3.8,75,70,127,0.5761157610301382,4.444444444444444,6.365914786967419,1.9312169312169278,0.02435312024353653,4.72982825564181,6.72268907563025
17203,5304,11,3.1,3.2,61,18,23,1.836366904819105,12.5,16.746031746031747,19.126984126984127,8.216619981325868,4.583333333333332,0
18001,6410,17,3.8,4,38,40,14,-1.8432842926971933,5.8119658119658135,10.881720430107526,13.136288998357962,3.124999999999996,1.8185708172871202,0
18003,6988,15,3.5,3.8,65,60,142,-0.23307835343109687,5.128205128205125,3.259408602150534,5.050505050505053,2.7066527886200045,4.249943879434004,6.766917293233088
18005,7265,16,3.5,3.7,83,65,131,0.6281475440383896,4.603174603174602,-2.631578947368418,5.694444444444446,0.08988004847411861,9.893484852433946,2.34375
18007,7191,17,3.9,4,23,34,11,-5.384248251286908,0.10893246187363796,-11.351909184726525,12.57237386269644,5.157715260017047,15.942028985507243,0
18009,8415,17,3.9,4,56,24,24,-5.374921715959139,-12.773029439696108,-8.962264150943392,-4.539007092198581,4.41558441558441,0,50
18011,6015,12,3,3.4,202,42,78,1.8990046112557057,-2.0979020979021006,3.8936372269705553,9.70695970695971,5.119334901301098,0.05717166806219476,9.859154929577475
18013,7032,16,3.6,3.9,27,13,40,1.265350198495389,19.865319865319865,20.355731225296434,17.384615384615383,15.606060606060604,0,21.212121212121215
18015,6556,15,3.4,3.7,20,40,60,-1.9572057348592573,-9.920634920634923,-3.583959899749371,-0.34556087187665696,-12.22222222222222,0,19.999999999999996
18017,6839,18,3.9,4,47,23,169,-6.431034294661116,1.9607843137254906,7.291666666666667,3.7037037037037055,5.211590577444233,0,8.333333333333325
18019,8632,18,3.8,4,45,32,170,4.2153335159386645,4.166666666666667,0.0877192982456106,-4.846335697399529,-4.485937189425556,0.1225490196078427,3.0303030303030276
18021,9085,16,3.8,3.9,49,23,53,5.669616628759118,-1.9607843137254906,-1.5990990990990994,19.342251950947606,-4.166666666666667,1.5151515151515138,8.163265306122458
18023,8927,17,3.7,3.9,21,37,21,10.273008104889417,2.3611111111111103,-3.3354179695643063,-1.6260162601625996,-16.296296296296294,3.95622895622895,0
18025,9834,17,3.9,4.1,NA,9,38,-2.27955189839385,-4.682539682539681,-10.129844384973733,2.715121136173767,NA,0,0
18027,8121,17,3.7,3.9,49,27,82,2.8436366268978164,-13.1358024691358,-5.530303030303029,1.778093883357042,11.941188892408405,2.666666666666669,-1.2048192771084376
18029,6645,15,3.4,3.8,46,16,125,-1.4972174396382096,9.343434343434339,-4.412104412104411,2.0697167755991286,0,-3.7037037037037055,-0.7936507936507908
18031,8570,16,3.6,3.9,42,23,38,8.533613426478988,-1.3415892672858625,-3.4146341463414593,-4.9491211840888045,0.4651162790697659,0,26.66666666666666
18033,7318,16,3.6,3.9,57,42,47,1.857912250034814,7.692307692307694,6.9348659003831425,4.901960784313723,-3.748292349726775,-2.222222222222222,9.302325581395344
18035,9289,19,4.2,4.3,94,53,216,3.1697554028185193,0.0877192982456106,-0.5729693292888453,-3.3871882086167795,5.966490801507152,1.402257872846106,10.769230769230775
18037,6589,14,3.3,3.6,78,57,102,2.007557133150321,8.585858585858587,22.556390977443606,40,1.8593154558066833,0,13.33333333333333
18039,6739,18,4,3.9,49,35,106,2.4046565276789464,6.666666666666665,9.677419354838708,4.738562091503265,1.4332151300236389,3.061868686868685,2.9126213592232997
18041,11385,19,4.1,4.3,46,34,55,1.6312917638804454,-5.709876543209876,5.5189255189255215,-12.906482082341915,12.148512148512143,1.0101010101010093,1.85185185185186
18043,7345,14,3.5,3.8,59,63,105,-2.5961445505740053,-8.771929824561406,0.5952380952380931,-1.5990990990990994,2.998995806013357,4.73663841479934,7.14285714285714
18045,9287,15,3.7,3.8,24,24,48,4.9522410530295975,2.38095238095238,-1.6452991452991395,8.366013071895425,32.00483091787439,13.071895424836601,2.127659574468077
18047,7034,15,3.7,3.9,17,57,22,5.899538044429131,-14.857142857142858,-7.910628019323669,10.901001112347057,54.002501563477175,0.5952380952380931,0
18049,8818,18,4.1,4.2,59,44,63,2.3152509580452674,-1.5479876160990704,6.8627450980392135,0.8536585365853703,3.7193667317284724,0.7751937984496138,-1.5625
18051,7705,15,3.6,3.8,36,41,27,3.643800635583679,-3.095975232198141,-4.065040650406501,-0.6105006105006083,-4.285714285714286,1.770451770451768,0
18053,9316,19,4.1,4.2,51,54,174,2.1349253954345166,3.921568627450981,-1.4125753660637397,2.6436096203538115,2.8233888374961436,3.2956567242281576,4.819277108433728
18055,9081,16,3.7,3.9,27,37,55,-1.0611229254681276,0.1225490196078427,-0.8771929824561356,10.649087221095328,0,3.951277480689241,0
18057,3802,11,2.5,3.1,141,73,116,-2.04930948826905,19.047619047619047,2.838164251207731,9.722222222222225,1.7280718848443104,-0.45045045045044957,4.504504504504503
18059,6200,13,3.3,3.5,84,38,51,0.10528767930076215,-2.592592592592594,0.932400932400934,8.477011494252878,5.877934272300471,1.8518518518518527,2.0000000000000018
18061,8447,16,3.7,3.9,54,43,20,7.27089877053817,10.47008547008547,1.9047619047619053,11.81034482758621,9.01871809415769,6.255645889792231,0
18063,5125,13,3.1,3.4,61,45,80,0.36014721345951256,0.932400932400934,4.42857142857143,3.4336419753086367,2.956064403432823,-1.2864918357248865,6.666666666666665
18065,8811,18,4.1,4.1,39,33,76,-1.7677809077527251,2.5490196078431393,0.08338544923911122,4.4871794871794854,-0.6196581196581215,-0.9191176470588239,16.92307692307693
18067,8148,17,3.8,4.1,66,80,151,0.5352911187723371,-3.245614035087722,-8.49673202614379,-5.442176870748305,3.310969868173256,2.2038619816397618,2.7210884353741527
18069,6952,15,3.5,3.8,68,33,54,2.6139404114993936,-1.7857142857142867,4.166666666666663,8.888888888888888,12.065029401591143,3.2638888888888884,10.20408163265305
18071,8744,16,3.8,4,53,55,71,1.4217958772607415,-6.960784313725491,-3.2356532356532393,0.8963935793204129,-1.7857142857142867,-0.12516500853215037,2.898550724637672
18073,7957,16,3.5,3.6,51,27,42,-0.21827110002217523,7.3504273504273465,NA,-7.246376811594202,0.1225490196078427,0,39.99999999999999
18075,9665,17,3.9,4.1,28,28,71,8.20032088336921,0.8823529411764716,3.9285714285714257,1.6880341880341894,-14.979583064689447,1.2939958592132517,16.393442622950815
18077,7853,18,3.8,4,71,62,80,2.065990059309719,0.4629629629629613,-2.249952732085459,-4.1062801932367154,4.853850359591197,3.4893267651888347,0
18079,9172,16,3.9,3.9,50,14,71,-3.3689354839252172,-4.912280701754387,-6.6047471620227025,-7.176470588235292,6.349206349206349,0,5.970149253731338
18081,6033,14,3.4,3.6,89,62,61,-2.1003956513430677,0,0.02801120448179632,3.156565656565661,6.410245945129667,4.0787182166492535,5.1724137931034475
18083,7874,16,3.9,4,92,53,142,-3.478621785875746,-8.253968253968255,-4.3317230273752,-5.45501219355667,2.3276657368691076,13.862433862433866,0
18085,6943,15,3.4,3.8,44,29,136,-0.15484905240970756,-5.5555555555555545,2.0833333333333335,4.289215686274506,2.4390243902439046,-2.186379928315411,10.569105691056912
18087,5826,17,4,4.1,34,29,29,-0.20456842138971698,2.976190476190473,10.035842293906805,4.529529529529526,4.6360153256704955,9.65423465423465,11.538461538461542
18089,8608,21,4.1,4.2,59,55,145,-0.7300059867329697,5.555555555555558,3.6036036036035966,6.666666666666665,1.2221842485000356,5.413551126942862,9.022556390977442
18091,8647,17,3.8,3.9,43,49,67,0.45169221634010864,2.0833333333333335,2.857142857142854,4.78991596638656,0.43758225704928133,3.0072463768115973,0
18093,9128,18,4.2,4.1,35,39,53,-0.24979579172707744,-3.0952380952380953,3.421052631578947,-0.7539682539682587,-4.475695207402523,3.8095238095238106,-7.017543859649122
18095,8870,18,4.2,4.2,51,49,96,-0.3467338803356627,-1.7543859649122826,1.666666666666668,-4.166666666666663,-0.420295113691342,2.1732706341864527,6.666666666666665
18097,8795,19,4.1,4.2,80,80,224,-0.883252884657467,3.921568627450981,4.629629629629628,3.508771929824565,1.3200790978568744,3.6025566088857244,4.672897196261672
18099,6667,18,3.8,3.9,55,38,74,-2.1537565226307085,18.434343434343436,6.805555555555554,5.660974067046176,-6.64828431372549,1.8518518518518527,8.823529411764696
18101,6869,16,3.8,4,30,20,20,-7.752393124653386,-4.427736006683372,-5.994729907773385,NA,-4.745063365753018,1.7543859649122788,0
18103,7028,18,4.1,4.1,22,19,45,-2.0758321369109156,4.166666666666667,-0.7936507936507983,0.020325203252032537,6.25,-4.545454545454545,2.2727272727272707
18105,5924,17,4.1,4,58,46,203,2.06298609511402,4.920634920634918,4.788359788359782,0.8996851102114234,-1.6009970280893462,0.060386473429952105,5.729166666666674
18107,8362,16,3.7,3.9,45,45,81,5.426740142870767,0,-1.5140415140415124,-0.833333333333334,-3.3700838168923295,0.016835016835015093,0
18109,7954,15,3.6,3.9,43,40,42,2.550584321437732,-3.594771241830064,1.1027568922305753,14.814814814814815,-5.354740930188503,0.9340659340659307,0
18111,8786,18,3.9,4,7,14,7,5.730177546057554,-6.884057971014494,-3.176403857061827,-1.240310077519376,0,33.333333333333336,0
18113,7394,17,3.6,3.8,29,25,78,2.1643124251599533,0.5228758169934622,5.376344086021508,6.436965811965811,-4.7930283224400885,0.23188405797101375,9.859154929577475
18115,6437,14,3.4,3.7,NA,33,17,-2.4800824842532467,-18.181818181818183,-22.580645161290324,NA,NA,0,0
18117,8071,18,4,4.1,61,31,46,-3.2480807385959563,-10.670194003527337,-7.037037037037038,-8.366345972458026,0.13451029844472698,7.77777777777778,0
18119,7231,17,3.9,4,19,14,67,-2.951761093598907,6.845238095238093,-2.307124400147657,2.8028028028028027,0,0,-10.666666666666668
18121,7282,19,4.2,4.2,29,23,58,-2.9681685964041007,6.805555555555554,3.2478632478632474,12.287581699346406,4.780466909402448,0,0
18123,7978,16,3.6,3.7,31,36,62,2.5595554535641587,-3.7037037037037055,-5.615428247305728,-4.651162790697671,-12.949989428972302,0,10.71428571428572
18125,9461,15,3.6,3.9,16,8,40,8.934001021139268,-9.018759018759019,-5.116279069767438,NA,0,0,25
18127,6304,14,3.5,3.7,62,53,130,-1.503183857744439,6.3131313131313105,2.8561476837338895,1.988795518207287,2.8654970760233933,1.9738562091503302,2.3622047244094446
18129,6803,13,3.2,3.6,31,23,16,2.684063488414923,-6.527777777777777,-1.5633280339162632,14.99442586399108,-3.8095238095238106,6.7543859649122755,0
18131,8963,16,3.8,4,38,23,31,0.3037570854094618,-14.05508072174739,0.9471009471009428,13.49206349206349,-5.185185185185185,1.5151515151515138,0
18133,7802,15,3.5,3.7,37,29,66,6.594578722625529,5.128205128205125,9.567901234567898,11.948853615520285,-6.203703703703704,0,-1.4925373134328401
18135,8329,18,4,4.1,27,24,20,6.441470262227981,-7.681159420289855,-6.666666666666665,7.659932659932663,5.797101449275366,8.421052631578945,25
18137,7283,14,3.3,3.6,60,11,35,1.0929794347747694,-5.882352941176472,3.4865900383141786,0.3703703703703726,147.39574926015604,3.333333333333336,0
18139,7905,17,3.8,4,41,36,71,-4.728289077829724,0.1225490196078427,9.279171644763036,11.111111111111109,2.7432712215320922,2.134646962233166,51.06382978723405
18141,7557,17,3.9,4.1,94,56,190,0.8095341425041166,4.920634920634918,3.8095238095238106,7.872846108140223,2.6759822703027605,2.574545337703227,4.972375690607733
18143,14622,18,4.1,4.1,38,25,34,9.86929609323628,-7.478632478632481,-8.484848484848488,-4.722222222222224,-5.396825396825396,0,3.0303030303030276
18145,7547,15,3.6,3.9,20,34,76,0.09605233938538478,-10.07905138339921,-8.635265700483092,-3.6868686868686864,-9.1358024691358,8.641975308641976,0
18147,7411,14,3.4,3.7,29,34,14,7.840449254224173,-6.127450980392157,-1.8518518518518527,7.430555555555555,1.197318007662832,1.541733120680492,0
18149,11082,19,4.2,4.2,34,9,13,0.38639858963801527,-1.666666666666668,-2.2558922558922556,-4.846938775510205,0.5228758169934622,0,0
18151,6493,15,3.4,3.7,35,38,67,-0.06633459013907217,-1.1217948717948751,2.9761904761904767,-7.092198581560282,-4.711751662971175,9.753694581280785,21.818181818181827
18153,10305,18,4.1,4.1,42,33,29,1.1936091112790814,-4.9289891395154575,-3.411835748792273,1.6880341880341894,16.666666666666668,12.957211870255351,3.571428571428581
18155,9072,19,4.2,4.2,NA,10,19,-0.33259918292211826,-6.9444444444444455,-6.615384615384616,0.536250536250534,5.555555555555558,3.7037037037037055,0
18157,6682,18,4,4.1,69,45,121,4.747546490150982,6.388888888888888,8.333333333333334,4.4871794871794854,1.50029708853238,1.5503875968992276,-1.6260162601625994
18159,7580,13,3.2,3.7,38,52,26,0.2318393885299382,-2.38095238095238,-6.23428858722976,0.10296010296010365,-7.830065359477123,1.320261437908495,0
18161,7655,16,3.6,3.9,69,NA,14,-5.04890604890605,-7.301587301587301,1.9047619047619022,-0.3575989782886353,114.38746438746439,NA,0
18163,8423,17,4.1,4.1,95,66,170,1.7037499422018747,-5.000000000000001,-3.530681467776749,-1.5688445921004084,0.7205008488964363,2.1417493796526057,6.91823899371069
18165,7699,16,3.7,3.8,31,25,45,-7.1540668361720945,-6.111111111111112,-7.383160574649935,-2.9100529100529107,1.5483870967741922,10.526315789473687,18.421052631578938
18167,8870,19,4,4.2,87,56,133,1.340682121127812,1.8518518518518527,0.9933009933009901,1.1664899257688284,-1.7359452142060805,4.584587154218782,4.724409448818889
18169,8345,16,3.7,3.9,46,43,183,-0.916664346038909,2.222222222222222,0.10296010296010365,9.343715239154616,2.610346464167065,2.4999999999999987,15.822784810126578
18171,7043,13,3.2,3.6,12,12,NA,5.067085866756853,-15.789473684210526,-7.479674796747963,1.0038610038610025,-16.666666666666668,0,NA
18173,5751,13,3.3,3.7,131,39,29,0.2694134730440297,3.1746031746031784,3.3333333333333286,-4.802420117224426,0.32192419289193897,-0.7926829268292727,3.571428571428581
18175,10958,18,3.9,4,36,22,29,7.41663577606555,-12.169312169312171,-5.357142857142857,-2.933177933177933,-2.0075531703438645,1.587301587301589,0
18177,8842,19,4.2,4.5,56,55,467,3.1659921096902632,6.018518518518519,3.421052631578947,0.016103059581322004,-4.73735754985755,3.925595395390865,-2.096436058700213
18179,6366,15,3.5,3.7,54,32,29,8.638276851130463,2.38095238095238,8.333333333333334,2.9411764705882395,-6.884057971014494,-1.0101010101010093,-19.444444444444443
18181,7807,17,3.7,3.8,45,29,41,0.09310619180848967,7.14285714285714,-3.252032520325199,6.092171717171713,3.3536585365853653,1.7477732994974426,0
18183,6041,13,3.3,3.6,57,36,57,0.509786944864147,6.060606060606062,1.0416666666666592,28.421052631578945,6.004901960784315,-2.5641025641025625,26.66666666666666
19001,6153,11,2.7,2.8,40,27,NA,-1.776790206287212,16.931216931216937,7.575757575757577,NA,0.8547008547008517,1.2820512820512848,NA
19003,6976,11,2.9,2.9,26,52,NA,-10.427980032527376,NA,-4.520697167755994,-26.22950819672131,-26.556085497261964,1.320261437908495,NA
19005,5872,12,2.9,2.9,49,28,21,-0.1325289867203039,-8.333333333333334,11.706349206349202,9.444444444444443,-7.870370370370372,0,50
19007,8065,13,3.2,3.1,63,24,55,-4.450139747054364,-18.338907469342253,-16.405105670642396,-7.148407148407147,-6.3237044249702485,-7.526881720430108,17.021276595744684
19009,6755,11,2.9,2.8,34,17,NA,1.5820287131483313,11.574074074074078,10.452349582784363,8.624708624708617,1.0101010101010093,2.0833333333333335,NA
19011,4781,11,2.7,2.8,16,23,4,-4.475184747934772,13.888888888888888,9.015873015873018,11.111111111111109,-4.7953216374269,0,0
19013,6326,14,3.1,3,97,68,106,0.8451852638374188,2.991452991452996,1.349206349206348,-1.075268817204304,1.1148942664900148,2.588395400895401,8.163265306122458
19015,5816,12,3,2.9,42,45,72,-6.197188809345792,7.777777777777777,5.128205128205125,-0.9027777777777818,-4.9393670511682934,7.138560687432871,5.882352941176472
19017,4400,10,2.6,2.7,61,49,93,2.4465731090505725,4.629629629629628,2.9320987654321042,0,-0.4263997033741213,0.7638142976488833,9.411764705882364
19019,5872,11,2.7,2.8,48,33,109,1.665071172289197,-8.888888888888891,-13.839489284085728,14.619883040935674,4.279715762273903,0,9.000000000000007
19021,6338,13,2.9,2.7,44,58,29,3.996621150595925,2.777777777777775,8.231884057971017,19.940476190476193,-9.312639054366253,2.527370137433031,0
19023,5311,10,2.7,2.8,20,20,53,-3.506722913595476,1.6666666666666679,NA,6.666666666666665,17.948717948717952,0,32.49999999999999
19025,7376,13,3.1,3,60,51,20,4.866015345130422,2.777777777777775,3.055555555555556,5.128205128205125,1.8451344205975595,7.983739837398374,0
19027,5533,11,2.7,2.9,92,63,58,-5.593547221816298,7.037037037037042,4.166666666666674,0.3978779840848823,6.441456729157517,9.818007662835248,9.433962264150942
19029,7650,13,3,3,59,59,149,-3.231526029288031,6.96969696969697,25,-1.075268817204304,11.351426429967871,5.908045977011489,12.87878787878789
19031,4544,11,2.7,2.8,27,54,NA,-5.64425884985944,40.00000000000001,5.797101449275366,16.56862745098039,13.825757575757576,3.4013605442176833,NA
19033,5987,12,3.1,3,179,65,194,-0.6139230788729725,3.0303030303030276,1.9658119658119666,-2.1169354838709706,3.1956468294556637,2.1593513132381448,17.575757575757578
19035,6836,11,2.9,2.9,59,34,84,1.926018849781478,NA,NA,50.252525252525245,-3.535353535353536,1.0101010101010093,12.00000000000001
19037,4768,13,3,3,49,41,49,2.2913138799341017,21.164021164021168,49.65034965034964,23.21981424148607,96.78184281842817,23.61111111111111,19.512195121951216
19039,8407,15,3.3,3.1,43,22,11,11.375664657128818,13.636363636363635,NA,NA,1.4626298083954954,1.587301587301589,-47.61904761904761
19041,6266,12,2.9,2.8,67,91,194,5.34939166625515,10.37037037037037,11.68253968253968,18.894830659536535,3.8888888888888897,5.344394167923575,6.593406593406592
19043,5017,12,3,2.9,23,45,11,-8.50792093597849,-2.0979020979021006,8.756038647342994,1.4652014652014713,-18.36007130124777,0.7575757575757569,0
19045,6893,13,3.1,3.2,54,52,94,1.4169791210745353,-6.25,-7.67094017094017,2.8395061728395046,-2.9055947521603196,3.649682065311662,3.296703296703307
19047,5482,17,3.4,3.1,34,41,58,2.248439978811911,4.444444444444444,-1.76767676767677,7.1581196581196584,-5.813008130081302,12.49178981937602,26.086956521739136
19049,3781,11,2.6,2.6,55,28,32,-0.7347055901449092,3.333333333333336,-2.380952380952376,-2.2380952380952355,14.68682968682969,3.8499525166191852,0
19051,6392,16,3.6,3.4,57,23,11,12.302222745528994,3.247863247863251,17.21212121212121,9.530864197530857,7.971014492753621,36.36363636363636,0
19053,7332,15,3.5,3.4,49,73,230,6.849107348966733,-7.017543859649122,-4.979674796747965,13.27536231884058,22.916666666666664,16.486455063364726,-1.7094017094017144
19055,5432,11,2.8,2.8,40,57,92,-4.0675754383906435,19.444444444444443,13.33333333333333,6.898550724637683,-7.528653973666766,8.285497773988823,1.098901098901095
19057,7897,15,3.2,3.1,72,70,137,7.025160916621787,-4.044117647058824,-5.4580896686159805,3.4920634920634943,2.6741293532338304,1.5213786141754986,38.38383838383839
19059,6455,10,2.7,2.7,88,59,30,10.79635735405579,-8.119658119658117,12.368421052631582,4.408212560386474,4.174170101293228,3.1563009550430934,3.4482758620689724
