GEOID,year,force,employed,unemployed,rate
18011,2016,34859,33685,1174,3.4
18013,2016,7523,7221,302,4
18015,2016,10109,9681,428,4.2
18017,2016,18051,17214,837,4.6
18019,2016,60539,58023,2516,4.2
18021,2016,12386,11809,577,4.7
18023,2016,17153,16488,665,3.9
18025,2016,4999,4718,281,5.6
18027,2016,15975,15411,564,3.5
18029,2016,25600,24396,1204,4.7
18031,2016,14556,14039,517,3.6
18033,2016,22236,21366,870,3.9
18035,2016,55087,52268,2819,5.1
18037,2016,23397,22670,727,3.1
18039,2016,108476,104705,3771,3.5
18041,2016,9351,8814,537,5.7
18043,2016,40988,39313,1675,4.1
18045,2016,7980,7518,462,5.8
18047,2016,11479,10982,497,4.3
18049,2016,9889,9426,463,4.7
18051,2016,19200,18506,694,3.6
18053,2016,32144,30563,1581,4.9
18055,2016,13742,12846,896,6.5
18057,2016,174507,168927,5580,3.2
18059,2016,38689,37227,1462,3.8
18061,2016,19958,19121,837,4.2
18063,2016,85792,82802,2990,3.5
18065,2016,22117,21098,1019,4.6
18067,2016,38083,36313,1770,4.6
18069,2016,18688,17932,756,4
18071,2016,22348,21532,816,3.7
18073,2016,16571,15691,880,5.3
18075,2016,9946,9496,450,4.5
18077,2016,15287,14576,711,4.7
18079,2016,13267,12638,629,4.7
18081,2016,80261,77350,2911,3.6
18083,2016,19066,18235,831,4.4
18085,2016,41502,39951,1551,3.7
18087,2016,19425,18757,668,3.4
18089,2016,232251,217590,14661,6.3
18091,2016,48653,45798,2855,5.9
18093,2016,20596,19428,1168,5.7
18095,2016,58972,56005,2967,5
18097,2016,481513,460005,21508,4.5
18099,2016,24328,23418,910,3.7
18101,2016,5150,4940,210,4.1
18103,2016,16088,15330,758,4.7
18105,2016,67995,64840,3155,4.6
18107,2016,19160,18424,736,3.8
18109,2016,36042,34512,1530,4.2
18111,2016,7038,6645,393,5.6
18113,2016,23332,22387,945,4.1
18115,2016,3225,3067,158,4.9
18117,2016,8881,8431,450,5.1
18119,2016,9260,8746,514,5.6
18121,2016,7268,6890,378,5.2
18123,2016,9462,9031,431,4.6
18125,2016,6332,6057,275,4.3
18127,2016,86283,81870,4413,5.1
18129,2016,13453,12923,530,3.9
18131,2016,6380,6095,285,4.5
18133,2016,16606,15858,748,4.5
18135,2016,12670,12101,569,4.5
18137,2016,14067,13423,644,4.6
18139,2016,8979,8641,338,3.8
18141,2016,134142,128072,6070,4.5
18143,2016,10477,9970,507,4.8
18145,2016,22958,22043,915,4
18147,2016,10977,10528,449,4.1
18149,2016,10861,10274,587,5.4
18151,2016,20085,19351,734,3.7
18153,2016,8700,8190,510,5.9
18155,2016,4996,4753,243,4.9
18157,2016,94397,90572,3825,4.1
18159,2016,8529,8201,328,3.8
18161,2016,3638,3491,147,4
18163,2016,93237,89412,3825,4.1
18165,2016,7272,6794,478,6.6
18167,2016,49382,46726,2656,5.4
18169,2016,15481,14822,659,4.3
18171,2016,4112,3913,199,4.8
18173,2016,32487,31177,1310,4
18175,2016,13685,13060,625,4.6
18177,2016,30951,29472,1479,4.8
18179,2016,14170,13666,504,3.6
18181,2016,13644,13103,541,4
18183,2016,17237,16568,669,3.9
19001,2016,4232,4108,124,2.9
19003,2016,2215,2158,57,2.6
19005,2016,7668,7290,378,4.9
19007,2016,6157,5868,289,4.7
19009,2016,3275,3168,107,3.3
19011,2016,13596,13109,487,3.6
19013,2016,69257,66068,3189,4.6
19015,2016,15112,14693,419,2.8
19017,2016,13904,13410,494,3.6
19019,2016,11200,10742,458,4.1
19021,2016,11510,11108,402,3.5
19023,2016,8027,7680,347,4.3
19025,2016,4521,4351,170,3.8
19027,2016,11277,10990,287,2.5
19029,2016,7262,7027,235,3.2
19031,2016,10856,10498,358,3.3
19033,2016,23113,22288,825,3.6
19035,2016,6319,6091,228,3.6
19037,2016,6424,6142,282,4.4
19039,2016,4830,4668,162,3.4
19041,2016,8718,8384,334,3.8
19043,2016,10300,9865,435,4.2
19045,2016,23809,22641,1168,4.9
19047,2016,8435,7977,458,5.4
19049,2016,45815,44616,1199,2.6
19051,2016,4289,4108,181,4.2
19053,2016,4405,4264,141,3.2
19055,2016,10726,10357,369,3.4
19057,2016,20035,19052,983,4.9
19059,2016,10300,9860,440,4.3
19061,2016,54679,52745,1934,3.5
19063,2016,5595,5358,237,4.2
19065,2016,10710,10238,472,4.4
19067,2016,8689,8375,314,3.6
19069,2016,5944,5739,205,3.4
19071,2016,3987,3857,130,3.3
19073,2016,5666,5490,176,3.1
19075,2016,6634,6406,228,3.4
19077,2016,5623,5422,201,3.6
19079,2016,7141,6873,268,3.8
19081,2016,6390,6219,171,2.7
19083,2016,8571,8240,331,3.9
19085,2016,7449,7199,250,3.4
19087,2016,9562,9224,338,3.5
19089,2016,5328,5138,190,3.6
19091,2016,5387,5232,155,2.9
19093,2016,4024,3922,102,2.5
19095,2016,10557,10231,326,3.1
19097,2016,11062,10601,461,4.2
19099,2016,19246,18565,681,3.5
19101,2016,9184,8849,335,3.6
19103,2016,84310,82138,2172,2.6
19105,2016,10686,10232,454,4.2
19107,2016,5320,5093,227,4.3
19109,2016,8894,8663,231,2.6
19111,2016,17458,16411,1047,6
19113,2016,118783,114458,4325,3.6
19115,2016,6101,5864,237,3.9
19117,2016,4381,4243,138,3.1
19119,2016,7087,6944,143,2
19121,2016,8250,7959,291,3.5
19123,2016,11798,11363,435,3.7
19125,2016,17446,16923,523,3
19127,2016,19133,18202,931,4.9
19129,2016,7406,7138,268,3.6
19131,2016,5879,5726,153,2.6
19133,2016,4725,4533,192,4.1
19135,2016,3957,3776,181,4.6
19137,2016,5112,4933,179,3.5
19139,2016,22429,21581,848,3.8
19141,2016,8360,8130,230,2.8
19143,2016,3643,3547,96,2.6
19145,2016,6466,6143,323,5
19147,2016,4966,4813,153,3.1
19149,2016,15008,14627,381,2.5
19151,2016,4317,4195,122,2.8
19153,2016,257323,248455,8868,3.4
19155,2016,48263,46637,1626,3.4
19157,2016,10422,10067,355,3.4
19159,2016,2606,2516,90,3.5
19161,2016,5494,5330,164,3
19163,2016,86680,82794,3886,4.5
19165,2016,6823,6624,199,2.9
19167,2016,20685,20214,471,2.3
19169,2016,56963,55637,1326,2.3
19171,2016,9767,9361,406,4.2
19173,2016,3230,3135,95,2.9
19175,2016,6514,6268,246,3.8
19177,2016,3859,3719,140,3.6
19179,2016,17889,16859,1030,5.8
19181,2016,27108,26247,861,3.2
19183,2016,12355,11995,360,2.9
19185,2016,2841,2734,107,3.8
19187,2016,20430,19620,810,4
19189,2016,5198,5019,179,3.4
19191,2016,12061,11639,422,3.5
19193,2016,55748,53775,1973,3.5
19195,2016,4269,4124,145,3.4
19197,2016,6690,6417,273,4.1
20001,2016,6439,6080,359,5.6
20003,2016,4174,3996,178,4.3
20005,2016,7046,6608,438,6.2
20007,2016,2527,2434,93,3.7
20009,2016,14024,13396,628,4.5
20011,2016,7127,6782,345,4.8
20013,2016,5165,4978,187,3.6
20015,2016,32197,30854,1343,4.2
20017,2016,1407,1358,49,3.5
20019,2016,1541,1461,80,5.2
20021,2016,10290,9834,456,4.4
20023,2016,1345,1307,38,2.8
20025,2016,1116,1085,31,2.8
20027,2016,4035,3871,164,4.1
20029,2016,4256,4081,175,4.1
20031,2016,4283,4018,265,6.2
20033,2016,971,941,30,3.1
20035,2016,16909,16162,747,4.4
20037,2016,18918,18006,912,4.8
20039,2016,1293,1242,51,3.9
20041,2016,9167,8762,405,4.4
20043,2016,4274,4109,165,3.9
20045,2016,65276,62968,2308,3.5
20047,2016,1654,1604,50,3
20049,2016,1189,1130,59,5
20051,2016,17014,16489,525,3.1
20053,2016,2834,2725,109,3.8
20055,2016,20152,19531,621,3.1
20057,2016,17885,17320,565,3.2
20059,2016,14227,13631,596,4.2
20061,2016,12058,11379,679,5.6
20063,2016,1451,1416,35,2.4
20065,2016,1225,1171,54,4.4
20067,2016,3773,3639,134,3.6
20069,2016,3410,3333,77,2.3
20071,2016,912,893,19,2.1
20073,2016,3323,3161,162,4.9
20075,2016,1643,1599,44,2.7
20077,2016,2881,2778,103,3.6
20079,2016,17206,16479,727,4.2
20081,2016,2305,2245,60,2.6
20083,2016,1030,1003,27,2.6
20085,2016,7259,7009,250,3.4
20087,2016,10217,9820,397,3.9
20089,2016,1331,1274,57,4.3
20091,2016,328359,317670,10689,3.3
20093,2016,2058,1993,65,3.2
20095,2016,3528,3373,155,4.4
20097,2016,1420,1381,39,2.7
20099,2016,10734,10156,578,5.4
20101,2016,810,785,25,3.1
20103,2016,35787,34247,1540,4.3
20105,2016,1737,1678,59,3.4
20107,2016,4343,4064,279,6.4
20109,2016,1723,1679,44,2.6
20111,2016,16819,16132,687,4.1
20113,2016,16340,15825,515,3.2
20115,2016,6121,5880,241,3.9
20117,2016,5563,5395,168,3
20119,2016,2377,2313,64,2.7
20121,2016,17022,16315,707,4.2
20123,2016,3696,3574,122,3.3
20125,2016,15999,15020,979,6.1
20127,2016,3051,2934,117,3.8
20129,2016,1344,1292,52,3.9
20131,2016,5897,5739,158,2.7
20133,2016,6057,5623,434,7.2
20135,2016,1423,1374,49,3.4
20137,2016,2872,2802,70,2.4
20139,2016,8058,7703,355,4.4
20141,2016,2059,1989,70,3.4
20143,2016,3163,3043,120,3.8
20145,2016,3210,3104,106,3.3
20147,2016,2857,2767,90,3.2
20149,2016,12152,11728,424,3.5
20151,2016,5104,4897,207,4.1
20153,2016,1545,1508,37,2.4
20155,2016,30136,28813,1323,4.4
20157,2016,2544,2474,70,2.8
20159,2016,5305,5094,211,4
20161,2016,34889,33707,1182,3.4
20163,2016,2668,2543,125,4.7
20165,2016,1732,1663,69,4
20167,2016,3574,3424,150,4.2
20169,2016,30113,28991,1122,3.7
20171,2016,2887,2816,71,2.5
20173,2016,247301,235810,11491,4.6
20175,2016,10232,9787,445,4.3
20177,2016,91684,88015,3669,4
20179,2016,1449,1414,35,2.4
20181,2016,2942,2845,97,3.3
20183,2016,2034,1969,65,3.2
20185,2016,2095,2018,77,3.7
20187,2016,1071,1041,30,2.8
20189,2016,2908,2793,115,4
20191,2016,10933,10470,463,4.2
20193,2016,4352,4233,119,2.7
20195,2016,1476,1417,59,4
20197,2016,3706,3574,132,3.6
20199,2016,860,837,23,2.7
20201,2016,3084,2983,101,3.3
20203,2016,1206,1178,28,2.3
20205,2016,4116,3869,247,6
20207,2016,1617,1524,93,5.8
20209,2016,76434,72196,4238,5.5
21001,2016,7081,6610,471,6.7
21003,2016,8845,8461,384,4.3
21005,2016,11449,10985,464,4.1
21007,2016,3641,3314,327,9
21009,2016,18845,17952,893,4.7
21011,2016,4756,4403,353,7.4
21013,2016,8655,7855,800,9.2
21015,2016,67213,64634,2579,3.8
21017,2016,9872,9399,473,4.8
21019,2016,18539,17026,1513,8.2
21021,2016,12304,11690,614,5
21023,2016,3829,3597,232,6.1
21025,2016,3745,3374,371,9.9
21027,2016,7730,7242,488,6.3
21029,2016,40495,38800,1695,4.2
21031,2016,5158,4875,283,5.5
21033,2016,5351,5058,293,5.5
21035,2016,18678,17827,851,4.6
21037,2016,48680,46805,1875,3.9
21039,2016,2562,2396,166,6.5
21041,2016,5179,4921,258,5
21043,2016,9939,8883,1056,10.6
21045,2016,6684,6359,325,4.9
21047,2016,24878,23338,1540,6.2
21049,2016,17009,16185,824,4.8
21051,2016,5451,4895,556,10.2
21053,2016,3748,3464,284,7.6
21055,2016,4019,3807,212,5.3
21057,2016,2888,2722,166,5.7
21059,2016,46651,44552,2099,4.5
21061,2016,4802,4502,300,6.2
21063,2016,2098,1855,243,11.6
21065,2016,5238,4927,311,5.9
21067,2016,171309,165151,6158,3.6
21069,2016,5941,5569,372,6.3
21071,2016,11453,10150,1303,11.4
21073,2016,24424,23422,1002,4.1
21075,2016,2066,1922,144,7
21077,2016,3900,3710,190,4.9
21079,2016,7520,7152,368,4.9
21081,2016,11341,10785,556,4.9
21083,2016,15299,14340,959,6.3
21085,2016,10722,9997,725,6.8
21087,2016,4996,4770,226,4.5
21089,2016,13884,12674,1210,8.7
21091,2016,4037,3819,218,5.4
21093,2016,47758,45602,2156,4.5
21095,2016,6744,5851,893,13.2
21097,2016,8487,8084,403,4.7
21099,2016,7896,7520,376,4.8
21101,2016,21589,20556,1033,4.8
21103,2016,7920,7592,328,4.1
21105,2016,1920,1804,116,6
21107,2016,19624,18495,1129,5.8
21109,2016,4166,3834,332,8
21111,2016,386432,369244,17188,4.4
21113,2016,25643,24630,1013,4
21115,2016,7012,6285,727,10.4
21117,2016,84655,81154,3501,4.1
21119,2016,4559,4028,531,11.6
21121,2016,9894,9098,796,8
21123,2016,5895,5621,274,4.6
21125,2016,23901,22408,1493,6.2
21127,2016,5042,4488,554,11
21129,2016,1898,1711,187,9.9
21131,2016,2791,2412,379,13.6
21133,2016,6425,5623,802,12.5
21135,2016,4743,4273,470,9.9
21137,2016,9143,8583,560,6.1
21139,2016,3685,3418,267,7.2
21141,2016,11722,11204,518,4.4
21143,2016,2960,2784,176,5.9
21145,2016,28986,27303,1683,5.8
21147,2016,4601,4227,374,8.1
21149,2016,4329,4119,210,4.9
21151,2016,45073,43173,1900,4.2
21153,2016,3147,2520,627,19.9
21155,2016,9393,8993,400,4.3
21157,2016,14903,14032,871,5.8
21159,2016,3084,2764,320,10.4
21161,2016,7134,6675,459,6.4
21163,2016,12082,11455,627,5.2
21165,2016,2393,2184,209,8.7
21167,2016,9881,9400,481,4.9
21169,2016,4117,3927,190,4.6
21171,2016,4599,4403,196,4.3
21173,2016,11848,11080,768,6.5
21175,2016,4484,4122,362,8.1
21177,2016,11357,10520,837,7.4
21179,2016,21688,20693,995,4.6
21181,2016,3217,3031,186,5.8
21183,2016,9519,8877,642,6.7
21185,2016,31895,30804,1091,3.4
21187,2016,5484,5247,237,4.3
21189,2016,1120,1010,110,9.8
21191,2016,6845,6514,331,4.8
21193,2016,8553,7620,933,10.9
21195,2016,20235,18019,2216,11
21197,2016,4956,4598,358,7.2
21199,2016,25368,23976,1392,5.5
21201,2016,804,754,50,6.2
21203,2016,6679,6268,411,6.2
21205,2016,10567,9936,631,6
21207,2016,6136,5616,520,8.5
21209,2016,27963,26893,1070,3.8
21211,2016,23784,22929,855,3.6
21213,2016,8384,8006,378,4.5
21215,2016,9646,9276,370,3.8
21217,2016,12213,11601,612,5
21219,2016,5299,5061,238,4.5
21221,2016,5816,5487,329,5.7
21223,2016,3866,3656,210,5.4
21225,2016,6160,5738,422,6.9
21227,2016,61929,59489,2440,3.9
21229,2016,6076,5814,262,4.3
21231,2016,7258,6696,562,7.7
21233,2016,5829,5476,353,6.1
21235,2016,13344,12457,887,6.6
21237,2016,1918,1722,196,10.2
21239,2016,14745,14268,477,3.2
22001,2016,24508,22701,1807,7.4
22003,2016,8898,8328,570,6.4
22005,2016,61985,58960,3025,4.9
22007,2016,9206,8435,771,8.4
22009,2016,15683,14577,1106,7.1
22011,2016,15063,14154,909,6
22013,2016,5664,5234,430,7.6
22015,2016,57582,54526,3056,5.3
22017,2016,107033,99969,7064,6.6
22019,2016,102880,97972,4908,4.8
22021,2016,3983,3679,304,7.6
22023,2016,3818,3651,167,4.4
22025,2016,3423,3105,318,9.3
22027,2016,5950,5554,396,6.7
22029,2016,7250,6652,598,8.2
22031,2016,10889,10090,799,7.3
22033,2016,232123,220186,11937,5.1
22035,2016,2139,1892,247,11.5
22037,2016,8103,7637,466,5.8
22039,2016,12671,11734,937,7.4
22041,2016,7278,6620,658,9
22043,2016,8325,7744,581,7
22045,2016,30109,27287,2822,9.4
22047,2016,14108,13144,964,6.8
22049,2016,7083,6689,394,5.6
22051,2016,216487,205085,11402,5.3
22053,2016,13575,12760,815,6
22055,2016,114348,107348,7000,6.1
22057,2016,43292,40577,2715,6.3
22059,2016,6270,5856,414,6.6
22061,2016,21464,20133,1331,6.2
22063,2016,68676,65206,3470,5.1
22065,2016,3834,3491,343,8.9
22067,2016,10620,9593,1027,9.7
22069,2016,16711,15590,1121,6.7
22071,2016,179964,169433,10531,5.9
22073,2016,71554,67212,4342,6.1
22075,2016,10184,9641,543,5.3
22077,2016,9959,9315,644,6.5
22079,2016,57274,53751,3523,6.2
22081,2016,3809,3580,229,6
22083,2016,8445,7819,626,7.4
22085,2016,9138,8507,631,6.9
22087,2016,19546,18360,1186,6.1
22089,2016,25323,23980,1343,5.3
22091,2016,4390,4055,335,7.6
22093,2016,9606,8889,717,7.5
22095,2016,20055,18687,1368,6.8
22097,2016,32807,30164,2643,8.1
22099,2016,22962,21186,1776,7.7
22101,2016,21937,19883,2054,9.4
22103,2016,117490,111662,5828,5
22105,2016,54160,50516,3644,6.7
22107,2016,1626,1467,159,9.8
22109,2016,48950,45547,3403,7
22111,2016,9242,8638,604,6.5
22113,2016,24701,22825,1876,7.6
22115,2016,16928,15705,1223,7.2
22117,2016,16944,15757,1187,7
22119,2016,15198,13905,1293,8.5
22121,2016,13241,12537,704,5.3
22123,2016,4103,3614,489,11.9
22125,2016,5328,5053,275,5.2
22127,2016,5184,4783,401,7.7
23001,2016,55265,53284,1981,3.6
23003,2016,31428,29723,1705,5.4
23005,2016,161752,157049,4703,2.9
23007,2016,14427,13783,644,4.5
23009,2016,29139,27826,1313,4.5
23011,2016,62216,59952,2264,3.6
23013,2016,20683,19956,727,3.5
23015,2016,16992,16364,628,3.7
23017,2016,26532,25306,1226,4.6
23019,2016,76882,73553,3329,4.3
23021,2016,7466,7095,371,5
23023,2016,19165,18598,567,3
23025,2016,23453,22136,1317,5.6
23027,2016,20836,19962,874,4.2
23029,2016,13989,13214,775,5.5
23031,2016,111002,107258,3744,3.4
24001,2016,32431,30399,2032,6.3
24003,2016,303551,291922,11629,3.8
24005,2016,445314,424500,20814,4.7
24009,2016,48799,46903,1896,3.9
24011,2016,17669,16821,848,4.8
24013,2016,93109,89703,3406,3.7
24015,2016,52648,49884,2764,5.2
24017,2016,83915,80334,3581,4.3
24019,2016,15896,14903,993,6.2
24021,2016,128673,123623,5050,3.9
24023,2016,15511,14627,884,5.7
24025,2016,136366,130580,5786,4.2
24027,2016,179270,173325,5945,3.3
24029,2016,10246,9745,501,4.9
24031,2016,545139,526217,18922,3.5
24033,2016,500516,478131,22385,4.5
24035,2016,26594,25549,1045,3.9
24037,2016,54797,52456,2341,4.3
24039,2016,9242,8568,674,7.3
24041,2016,19541,18717,824,4.2
24043,2016,75424,71535,3889,5.2
24045,2016,50465,47306,3159,6.3
24047,2016,25244,22888,2356,9.3
24510,2016,289714,270515,19199,6.6
25001,2016,111689,106206,5483,4.9
25003,2016,64454,61553,2901,4.5
25005,2016,290092,275783,14309,4.9
25007,2016,9357,8873,484,5.2
25009,2016,410886,394525,16361,4
25011,2016,39568,38181,1387,3.5
25013,2016,222185,210509,11676,5.3
25015,2016,88113,84914,3199,3.6
25017,2016,874454,846752,27702,3.2
25019,2016,7053,6740,313,4.4
25021,2016,372849,360254,12595,3.4
25023,2016,271026,259990,11036,4.1
25025,2016,427583,412442,15141,3.5
25027,2016,430379,412716,17663,4.1
26001,2016,3829,3537,292,7.6
26003,2016,3264,2996,268,8.2
26005,2016,61308,58928,2380,3.9
26007,2016,13653,12845,808,5.9
26009,2016,10071,9362,709,7
26011,2016,6122,5617,505,8.2
26013,2016,3221,2957,264,8.2
26015,2016,30760,29532,1228,4
26017,2016,51898,49081,2817,5.4
26019,2016,8840,8261,579,6.5
26021,2016,73829,70173,3656,5
26023,2016,19110,18192,918,4.8
26025,2016,64433,61344,3089,4.8
26027,2016,24350,23213,1137,4.7
26029,2016,13057,12340,717,5.5
26031,2016,10817,9803,1014,9.4
26033,2016,16393,15139,1254,7.6
26035,2016,11958,11086,872,7.3
26037,2016,40517,39025,1492,3.7
26039,2016,5368,4963,405,7.5
26041,2016,17124,16005,1119,6.5
26043,2016,12508,11861,647,5.2
26045,2016,56913,54574,2339,4.1
26047,2016,17600,16459,1141,6.5
26049,2016,182592,172324,10268,5.6
26051,2016,9889,9200,689,7
26053,2016,6337,5950,387,6.1
26055,2016,49398,47286,2112,4.3
26057,2016,18175,17236,939,5.2
26059,2016,21183,20114,1069,5
26061,2016,16570,15558,1012,6.1
26063,2016,16002,15177,825,5.2
26065,2016,148976,142603,6373,4.3
26067,2016,29666,28418,1248,4.2
26069,2016,10112,9378,734,7.3
26071,2016,5217,4882,335,6.4
26073,2016,35364,33709,1655,4.7
26075,2016,74432,70838,3594,4.8
26077,2016,132066,126724,5342,4
26079,2016,7722,7169,553,7.2
26081,2016,350491,338188,12303,3.5
26083,2016,942,861,81,8.6
26085,2016,3754,3473,281,7.5
26087,2016,40747,38113,2634,6.5
26089,2016,10577,10065,512,4.8
26091,2016,47366,45198,2168,4.6
26093,2016,100082,95969,4113,4.1
26095,2016,2403,2241,162,6.7
26097,2016,5191,4680,511,9.8
26099,2016,436145,413316,22829,5.2
26101,2016,10536,9848,688,6.5
26103,2016,33331,31434,1897,5.7
26105,2016,14280,13451,829,5.8
26107,2016,19110,18039,1071,5.6
26109,2016,11253,10674,579,5.1
26111,2016,41039,39110,1929,4.7
26113,2016,7027,6610,417,5.9
26115,2016,76438,73147,3291,4.3
26117,2016,27926,26454,1472,5.3
26119,2016,3060,2750,310,10.1
26121,2016,77463,73253,4210,5.4
26123,2016,23332,22199,1133,4.9
26125,2016,653406,626153,27253,4.2
26127,2016,12326,11425,901,7.3
26129,2016,8238,7598,640,7.8
26131,2016,2203,2015,188,8.5
26133,2016,10436,9842,594,5.7
26135,2016,2907,2695,212,7.3
26137,2016,11690,10997,693,5.9
26139,2016,155450,150226,5224,3.4
26141,2016,5288,4784,504,9.5
26143,2016,7871,7206,665,8.4
26145,2016,88627,83913,4714,5.3
26147,2016,74741,70164,4577,6.1
26149,2016,29134,27935,1199,4.1
26151,2016,19418,18214,1204,6.2
26153,2016,3389,3081,308,9.1
26155,2016,33499,31740,1759,5.3
26157,2016,24228,22712,1516,6.3
26159,2016,35477,33443,2034,5.7
26161,2016,191582,184589,6993,3.7
26163,2016,780340,731188,49152,6.3
26165,2016,14703,13843,860,5.8
27001,2016,7047,6553,494,7
27003,2016,192442,185277,7165,3.7
27005,2016,18610,17760,850,4.6
27007,2016,23742,22504,1238,5.2
27009,2016,21838,20875,963,4.4
27011,2016,2711,2581,130,4.8
27013,2016,39730,38456,1274,3.2
27015,2016,14561,13951,610,4.2
27017,2016,17790,16849,941,5.3
27019,2016,56485,54623,1862,3.3
27021,2016,14195,13229,966,6.8
27023,2016,6985,6671,314,4.5
27025,2016,29227,27965,1262,4.3
27027,2016,35713,34487,1226,3.4
27029,2016,4728,4275,453,9.6
27031,2016,3102,2962,140,4.5
27033,2016,5548,5151,397,7.2
27035,2016,31924,30302,1622,5.1
27037,2016,235749,227759,7990,3.4
27039,2016,11589,11159,430,3.7
27041,2016,20287,19581,706,3.5
27043,2016,7341,7019,322,4.4
27045,2016,11530,11066,464,4
27047,2016,16331,15708,623,3.8
27049,2016,26922,25922,1000,3.7
27051,2016,3296,3142,154,4.7
27053,2016,687472,664578,22894,3.3
27055,2016,10629,10214,415,3.9
27057,2016,9821,9185,636,6.5
27059,2016,20731,19765,966,4.7
27061,2016,22086,20201,1885,8.5
27063,2016,6115,5839,276,4.5
27065,2016,9016,8431,585,6.5
27067,2016,24256,23336,920,3.8
27069,2016,2411,2301,110,4.6
27071,2016,6180,5656,524,8.5
27073,2016,3629,3474,155,4.3
27075,2016,5432,5087,345,6.4
27077,2016,2389,2274,115,4.8
27079,2016,15602,14841,761,4.9
27081,2016,3393,3269,124,3.7
27083,2016,15229,14688,541,3.6
27085,2016,19831,18957,874,4.4
27087,2016,2395,2257,138,5.8
27089,2016,5632,5221,411,7.3
27091,2016,10491,10060,431,4.1
27093,2016,13298,12702,596,4.5
27095,2016,12758,11999,759,5.9
27097,2016,17914,16911,1003,5.6
27099,2016,20576,19926,650,3.2
27101,2016,4970,4735,235,4.7
27103,2016,20413,19835,578,2.8
27105,2016,11488,11055,433,3.8
27107,2016,3452,3287,165,4.8
27109,2016,85455,82912,2543,3
27111,2016,31381,30017,1364,4.3
27113,2016,9068,8547,521,5.7
27115,2016,14878,14011,867,5.8
27117,2016,4915,4728,187,3.8
27119,2016,17194,16448,746,4.3
27121,2016,6320,6096,224,3.5
27123,2016,283182,272995,10187,3.6
27125,2016,2296,2128,168,7.3
27127,2016,8343,8001,342,4.1
27129,2016,8439,7996,443,5.2
27131,2016,36206,34938,1268,3.5
27133,2016,5927,5790,137,2.3
27135,2016,8272,7849,423,5.1
27137,2016,102893,97020,5873,5.7
27139,2016,80937,78337,2600,3.2
27141,2016,50837,48770,2067,4.1
27143,2016,8517,8153,364,4.3
27145,2016,89193,85836,3357,3.8
27147,2016,21250,20493,757,3.6
27149,2016,5667,5497,170,3
27151,2016,5060,4789,271,5.4
27153,2016,12943,12334,609,4.7
27155,2016,1712,1645,67,3.9
27157,2016,12048,11604,444,3.7
27159,2016,6266,5895,371,5.9
27161,2016,9494,9087,407,4.3
27163,2016,139211,134566,4645,3.3
27165,2016,6596,6275,321,4.9
27167,2016,3730,3609,121,3.2
27169,2016,29347,28309,1038,3.5
27171,2016,73309,70485,2824,3.9
27173,2016,5493,5283,210,3.8
28001,2016,11266,10338,928,8.2
28003,2016,15843,15022,821,5.2
28005,2016,4514,4184,330,7.3
28007,2016,7024,6555,469,6.7
28009,2016,3053,2848,205,6.7
28011,2016,13420,12452,968,7.2
28013,2016,6194,5863,331,5.3
28015,2016,3569,3310,259,7.3
28017,2016,7103,6637,466,6.6
28019,2016,3732,3522,210,5.6
28021,2016,3096,2745,351,11.3
28023,2016,6085,5674,411,6.8
28025,2016,8030,7380,650,8.1
28027,2016,9230,8430,800,8.7
28029,2016,11295,10560,735,6.5
28031,2016,8167,7724,443,5.4
28033,2016,87410,83736,3674,4.2
28035,2016,33432,31522,1910,5.7
28037,2016,2857,2653,204,7.1
28039,2016,8825,8174,651,7.4
28041,2016,4292,3980,312,7.3
28043,2016,9622,9131,491,5.1
28045,2016,18899,17752,1147,6.1
28047,2016,86859,82078,4781,5.5
28049,2016,110150,104176,5974,5.4
28051,2016,5985,5329,656,11
28053,2016,2377,2107,270,11.4
28055,2016,401,345,56,14
28057,2016,10417,9891,526,5
28059,2016,59189,55308,3881,6.6
28061,2016,6201,5727,474,7.6
28063,2016,2229,1898,331,14.8
28065,2016,4187,3843,344,8.2
28067,2016,25830,24255,1575,6.1
28069,2016,3558,3249,309,8.7
28071,2016,26028,24763,1265,4.9
28073,2016,29650,28308,1342,4.5
28075,2016,31827,29963,1864,5.9
28077,2016,4682,4350,332,7.1
28079,2016,7765,7296,469,6
28081,2016,40869,38887,1982,4.8
28083,2016,10350,9413,937,9.1
28085,2016,14444,13625,819,5.7
28087,2016,25555,23992,1563,6.1
28089,2016,53442,51148,2294,4.3
28091,2016,10279,9608,671,6.5
28093,2016,14577,13701,876,6
28095,2016,15659,14676,983,6.3
28097,2016,4243,3973,270,6.4
28099,2016,10716,10102,614,5.7
28101,2016,8653,8145,508,5.9
28103,2016,3970,3643,327,8.2
28105,2016,23087,21838,1249,5.4
28107,2016,13202,12234,968,7.3
28109,2016,23252,21868,1384,6
28111,2016,4363,4053,310,7.1
28113,2016,14692,13698,994,6.8
28115,2016,14456,13775,681,4.7
28117,2016,11079,10475,604,5.5
28119,2016,2621,2366,255,9.7
28121,2016,75055,72093,2962,3.9
28123,2016,13281,12673,608,4.6
28125,2016,1716,1566,150,8.7
28127,2016,10946,10354,592,5.4
28129,2016,6747,6393,354,5.2
28131,2016,6502,6066,436,6.7
28133,2016,8351,7577,774,9.3
28135,2016,5743,5355,388,6.8
28137,2016,12099,11393,706,5.8
28139,2016,9410,8889,521,5.5
28141,2016,8267,7815,452,5.5
28143,2016,4616,4288,328,7.1
