GEOID,year,force,employed,unemployed,rate
42107,2010,70689,63197,7492,10.6
42109,2010,20112,18424,1688,8.4
42111,2010,37152,33594,3558,9.6
42113,2010,2960,2723,237,8
42115,2010,21624,19738,1886,8.7
42117,2010,20194,18516,1678,8.3
42119,2010,19192,17711,1481,7.7
42121,2010,26428,24182,2246,8.5
42123,2010,20899,19171,1728,8.3
42125,2010,105280,96765,8515,8.1
42127,2010,23615,21698,1917,8.1
42129,2010,185276,170025,15251,8.2
42131,2010,14335,13078,1257,8.8
42133,2010,230402,211058,19344,8.4
44001,2010,26957,24339,2618,9.7
44003,2010,94263,83796,10467,11.1
44005,2010,45055,40564,4491,10
44007,2010,328921,290209,38712,11.8
44009,2010,71508,64308,7200,10.1
45001,2010,10925,9439,1486,13.6
45003,2010,72368,65639,6729,9.3
45005,2010,3318,2685,633,19.1
45007,2010,85234,75380,9854,11.6
45009,2010,6509,5460,1049,16.1
45011,2010,9489,7913,1576,16.6
45013,2010,65336,59684,5652,8.7
45015,2010,82740,74452,8288,10
45017,2010,7044,6178,866,12.3
45019,2010,178847,163111,15736,8.8
45021,2010,23683,19956,3727,15.7
45023,2010,14689,11860,2829,19.3
45025,2010,21289,18229,3060,14.4
45027,2010,13881,11937,1944,14
45029,2010,16827,14513,2314,13.8
45031,2010,30590,26555,4035,13.2
45033,2010,14014,11783,2231,15.9
45035,2010,65563,59321,6242,9.5
45037,2010,10986,9893,1093,9.9
45039,2010,10672,9113,1559,14.6
45041,2010,64173,56905,7268,11.3
45043,2010,26045,22271,3774,14.5
45045,2010,220209,199005,21204,9.6
45047,2010,31869,28091,3778,11.9
45049,2010,8785,7659,1126,12.8
45051,2010,130946,114859,16087,12.3
45053,2010,10896,9823,1073,9.8
45055,2010,28136,24898,3238,11.5
45057,2010,33952,28955,4997,14.7
45059,2010,30190,26481,3709,12.3
45061,2010,6953,5826,1127,16.2
45063,2010,132937,122033,10904,8.2
45065,2010,3624,3115,509,14
45067,2010,14407,11774,2633,18.3
45069,2010,10871,8567,2304,21.2
45071,2010,18575,16571,2004,10.8
45073,2010,33314,29522,3792,11.4
45075,2010,40102,33722,6380,15.9
45077,2010,54434,48509,5925,10.9
45079,2010,184934,167558,17376,9.4
45081,2010,8684,7813,871,10
45083,2010,131818,116205,15613,11.8
45085,2010,44419,38887,5532,12.5
45087,2010,12392,10202,2190,17.7
45089,2010,13351,11048,2303,17.2
45091,2010,115647,101643,14004,12.1
46003,2010,1677,1618,59,3.5
46005,2010,9427,9033,394,4.2
46007,2010,1195,1109,86,7.2
46009,2010,3189,3055,134,4.2
46011,2010,17847,17013,834,4.7
46013,2010,20882,20078,804,3.9
46015,2010,2733,2632,101,3.7
46017,2010,693,615,78,11.3
46019,2010,5110,4851,259,5.1
46021,2010,907,868,39,4.3
46023,2010,4144,3941,203,4.9
46025,2010,1976,1874,102,5.2
46027,2010,7387,7075,312,4.2
46029,2010,15053,14272,781,5.2
46031,2010,1542,1435,107,6.9
46033,2010,4070,3832,238,5.8
46035,2010,10922,10438,484,4.4
46037,2010,3073,2868,205,6.7
46039,2010,2478,2311,167,6.7
46041,2010,2356,2006,350,14.9
46043,2010,1761,1683,78,4.4
46045,2010,2383,2309,74,3.1
46047,2010,3262,3059,203,6.2
46049,2010,1174,1128,46,3.9
46051,2010,4796,4573,223,4.6
46053,2010,2181,2086,95,4.4
46055,2010,1123,1085,38,3.4
46057,2010,3133,2976,157,5
46059,2010,1903,1841,62,3.3
46061,2010,1768,1675,93,5.3
46063,2010,796,768,28,3.5
46065,2010,10050,9701,349,3.5
46067,2010,3804,3652,152,4
46069,2010,795,765,30,3.8
46071,2010,1393,1298,95,6.8
46073,2010,1198,1154,44,3.7
46075,2010,677,657,20,3
46077,2010,2868,2713,155,5.4
46079,2010,6158,5810,348,5.7
46081,2010,13155,12534,621,4.7
46083,2010,26317,25287,1030,3.9
46085,2010,1947,1821,126,6.5
46087,2010,3241,3081,160,4.9
46089,2010,1207,1148,59,4.9
46091,2010,2467,2334,133,5.4
46093,2010,13148,12457,691,5.3
46095,2010,872,817,55,6.3
46097,2010,1371,1302,69,5
46099,2010,99177,94240,4937,5
46101,2010,4154,3863,291,7
46102,2010,3715,3234,481,12.9
46103,2010,52839,50081,2758,5.2
46105,2010,1612,1545,67,4.2
46107,2010,1276,1214,62,4.9
46109,2010,5050,4757,293,5.8
46111,2010,1345,1289,56,4.2
46115,2010,3591,3456,135,3.8
46117,2010,1955,1881,74,3.8
46119,2010,886,854,32,3.6
46121,2010,3385,3126,259,7.7
46123,2010,3284,3165,119,3.6
46125,2010,4850,4629,221,4.6
46127,2010,7743,7295,448,5.8
46129,2010,2393,2229,164,6.9
46135,2010,11427,10868,559,4.9
46137,2010,1054,993,61,5.8
47001,2010,34926,31675,3251,9.3
47003,2010,21082,18436,2646,12.6
47005,2010,7200,6314,886,12.3
47007,2010,4470,3879,591,13.2
47009,2010,61408,55826,5582,9.1
47011,2010,46448,42086,4362,9.4
47013,2010,16131,14115,2016,12.5
47015,2010,6082,5405,677,11.1
47017,2010,13837,11813,2024,14.6
47019,2010,26226,23359,2867,10.9
47021,2010,20210,18400,1810,9
47023,2010,8363,7529,834,10
47025,2010,13619,12149,1470,10.8
47027,2010,3312,2912,400,12.1
47029,2010,15881,13717,2164,13.6
47031,2010,24263,21647,2616,10.8
47033,2010,7278,6434,844,11.6
47035,2010,23083,20605,2478,10.7
47037,2010,342404,314469,27935,8.2
47039,2010,5299,4603,696,13.1
47041,2010,8159,7206,953,11.7
47043,2010,23958,21512,2446,10.2
47045,2010,17828,15676,2152,12.1
47047,2010,18830,16959,1871,9.9
47049,2010,7407,6489,918,12.4
47051,2010,19306,17357,1949,10.1
47053,2010,23743,20890,2853,12
47055,2010,14243,12525,1718,12.1
47057,2010,10040,8760,1280,12.7
47059,2010,30986,27011,3975,12.8
47061,2010,5635,4923,712,12.6
47063,2010,28403,25120,3283,11.6
47065,2010,169043,154963,14080,8.3
47067,2010,2575,2168,407,15.8
47069,2010,10349,8981,1368,13.2
47071,2010,11429,10053,1376,12
47073,2010,25559,22782,2777,10.9
47075,2010,8960,7561,1399,15.6
47077,2010,12999,11146,1853,14.3
47079,2010,14467,12820,1647,11.4
47081,2010,10980,9757,1223,11.1
47083,2010,3535,3112,423,12
47085,2010,8882,7890,992,11.2
47087,2010,4788,4184,604,12.6
47089,2010,24414,21612,2802,11.5
47091,2010,7446,6491,955,12.8
47093,2010,229800,212757,17043,7.4
47095,2010,2175,1934,241,11.1
47097,2010,10782,9251,1531,14.2
47099,2010,19340,16962,2378,12.3
47101,2010,5407,4595,812,15
47103,2010,15705,14581,1124,7.2
47105,2010,22352,20280,2072,9.3
47107,2010,22839,19978,2861,12.5
47109,2010,10497,9149,1348,12.8
47111,2010,10245,9095,1150,11.2
47113,2010,48201,43363,4838,10
47115,2010,12542,11145,1397,11.1
47117,2010,14400,12382,2018,14
47119,2010,41469,36374,5095,12.3
47121,2010,4971,4320,651,13.1
47123,2010,19493,17014,2479,12.7
47125,2010,75637,69181,6456,8.5
47127,2010,3257,3000,257,7.9
47129,2010,8403,7448,955,11.4
47131,2010,15546,14050,1496,9.6
47133,2010,10246,9151,1095,10.7
47135,2010,3164,2738,426,13.5
47137,2010,2407,2139,268,11.1
47139,2010,7336,6514,822,11.2
47141,2010,34011,30819,3192,9.4
47143,2010,13562,11892,1670,12.3
47145,2010,24323,22089,2234,9.2
47147,2010,33768,30654,3114,9.2
47149,2010,140219,127797,12422,8.9
47151,2010,9253,7680,1573,17
47153,2010,6101,5364,737,12.1
47155,2010,49081,43961,5120,10.4
47157,2010,448829,405047,43782,9.8
47159,2010,8934,7838,1096,12.3
47161,2010,5669,4966,703,12.4
47163,2010,73637,66974,6663,9
47165,2010,83250,75868,7382,8.9
47167,2010,29054,25761,3293,11.3
47169,2010,3742,3336,406,10.8
47171,2010,7919,6973,946,11.9
47173,2010,7763,6927,836,10.8
47175,2010,2342,2033,309,13.2
47177,2010,17750,15815,1935,10.9
47179,2010,60672,55393,5279,8.7
47181,2010,6935,6144,791,11.4
47183,2010,16934,15072,1862,11
47185,2010,12333,11036,1297,10.5
47187,2010,94495,88285,6210,6.6
47189,2010,58517,53617,4900,8.4
48001,2010,21711,19956,1755,8.1
48003,2010,7120,6681,439,6.2
48005,2010,38067,34825,3242,8.5
48007,2010,9686,8796,890,9.2
48009,2010,4601,4295,306,6.7
48011,2010,1012,962,50,4.9
48013,2010,19631,18030,1601,8.2
48015,2010,13920,12801,1119,8
48017,2010,3258,3001,257,7.9
48019,2010,9176,8460,716,7.8
48021,2010,35289,32382,2907,8.2
48023,2010,1733,1611,122,7
48025,2010,10522,9582,940,8.9
48027,2010,131835,121669,10166,7.7
48029,2010,812516,753313,59203,7.3
48031,2010,5419,5096,323,6
48033,2010,357,334,23,6.4
48035,2010,8450,7706,744,8.8
48037,2010,42211,38648,3563,8.4
48039,2010,155227,142043,13184,8.5
48041,2010,100017,93723,6294,6.3
48043,2010,4912,4644,268,5.5
48045,2010,734,689,45,6.1
48047,2010,2592,2282,310,12
48049,2010,16432,15084,1348,8.2
48051,2010,7870,7251,619,7.9
48053,2010,20289,18915,1374,6.8
48055,2010,16661,15225,1436,8.6
48057,2010,10182,9285,897,8.8
48059,2010,6002,5566,436,7.3
48061,2010,162316,144171,18145,11.2
48063,2010,5697,5181,516,9.1
48065,2010,3353,3171,182,5.4
48067,2010,13337,11844,1493,11.2
48069,2010,4138,3915,223,5.4
48071,2010,16607,14999,1608,9.7
48073,2010,21893,19961,1932,8.8
48075,2010,3157,2979,178,5.6
48077,2010,5539,5124,415,7.5
48079,2010,1524,1400,124,8.1
48081,2010,1575,1479,96,6.1
48083,2010,3484,3168,316,9.1
48085,2010,425252,394597,30655,7.2
48087,2010,1341,1266,75,5.6
48089,2010,9596,8816,780,8.1
48091,2010,53489,49723,3766,7
48093,2010,6025,5570,455,7.6
48095,2010,1566,1476,90,5.7
48097,2010,19539,18119,1420,7.3
48099,2010,25338,23441,1897,7.5
48101,2010,669,622,47,7
48103,2010,1819,1681,138,7.6
48105,2010,1721,1575,146,8.5
48107,2010,2951,2716,235,8
48109,2010,1032,959,73,7.1
48111,2010,3880,3673,207,5.3
48113,2010,1194015,1091493,102522,8.6
48115,2010,5136,4741,395,7.7
48117,2010,9504,8957,547,5.8
48119,2010,2596,2391,205,7.9
48121,2010,369088,342972,26116,7.1
48123,2010,9076,8371,705,7.8
48125,2010,871,773,98,11.3
48127,2010,3856,3450,406,10.5
48129,2010,1810,1685,125,6.9
48131,2010,5038,4453,585,11.6
48133,2010,8113,7412,701,8.6
48135,2010,68186,62525,5661,8.3
48137,2010,1037,963,74,7.1
48139,2010,75674,69611,6063,8
48141,2010,340841,309629,31212,9.2
48143,2010,20499,19179,1320,6.4
48145,2010,7242,6626,616,8.5
48147,2010,15341,14092,1249,8.1
48149,2010,12029,11295,734,6.1
48151,2010,1925,1790,135,7
48153,2010,3372,3105,267,7.9
48155,2010,662,618,44,6.6
48157,2010,298162,275453,22709,7.6
48159,2010,4811,4397,414,8.6
48161,2010,8149,7478,671,8.2
48163,2010,7584,7031,553,7.3
48165,2010,7935,7464,471,5.9
48167,2010,147321,133867,13454,9.1
48169,2010,2143,2017,126,5.9
48171,2010,12199,11533,666,5.5
48173,2010,704,670,34,4.8
48175,2010,3356,3108,248,7.4
48177,2010,9304,8670,634,6.8
48179,2010,9282,8485,797,8.6
48181,2010,59489,54620,4869,8.2
48183,2010,60363,55568,4795,7.9
48185,2010,11320,10312,1008,8.9
48187,2010,64924,60560,4364,6.7
48189,2010,16180,14982,1198,7.4
48191,2010,1421,1292,129,9.1
48193,2010,3939,3671,268,6.8
48195,2010,3030,2899,131,4.3
48197,2010,1941,1780,161,8.3
48199,2010,25839,23282,2557,9.9
48201,2010,2064026,1892849,171177,8.3
48203,2010,30822,27934,2888,9.4
48205,2010,2695,2583,112,4.2
48207,2010,2994,2831,163,5.4
48209,2010,80387,74737,5650,7
48211,2010,2130,2046,84,3.9
48213,2010,34752,31691,3061,8.8
48215,2010,318302,280884,37418,11.8
48217,2010,15940,14604,1336,8.4
48219,2010,11030,10252,778,7.1
48221,2010,23352,21363,1989,8.5
48223,2010,16624,15386,1238,7.4
48225,2010,10538,9730,808,7.7
48227,2010,13223,12275,948,7.2
48229,2010,1413,1301,112,7.9
48231,2010,38126,34732,3394,8.9
48233,2010,9707,8887,820,8.4
48235,2010,873,827,46,5.3
48237,2010,3664,3377,287,7.8
48239,2010,7131,6629,502,7
48241,2010,14841,13004,1837,12.4
48243,2010,1273,1210,63,4.9
48245,2010,113217,100371,12846,11.3
48247,2010,2329,2089,240,10.3
48249,2010,18257,16437,1820,10
48251,2010,71940,65703,6237,8.7
48253,2010,6161,5621,540,8.8
48255,2010,4869,4427,442,9.1
48257,2010,50807,46496,4311,8.5
48259,2010,16412,15391,1021,6.2
48261,2010,219,204,15,6.8
48263,2010,559,532,27,4.8
48265,2010,21919,20457,1462,6.7
48267,2010,2276,2140,136,6
48269,2010,278,266,12,4.3
48271,2010,1270,1128,142,11.2
48273,2010,15030,13774,1256,8.4
48275,2010,1909,1797,112,5.9
48277,2010,23300,21135,2165,9.3
48279,2010,6797,6283,514,7.6
48281,2010,9020,8379,641,7.1
48283,2010,2722,2479,243,8.9
48285,2010,9703,9033,670,6.9
48287,2010,8227,7631,596,7.2
48289,2010,7263,6620,643,8.9
48291,2010,30614,27040,3574,11.7
48293,2010,9938,9155,783,7.9
48295,2010,1665,1567,98,5.9
48297,2010,4631,4292,339,7.3
48299,2010,7994,7350,644,8.1
48301,2010,71,67,4,5.6
48303,2010,143339,134372,8967,6.3
48305,2010,3069,2867,202,6.6
48307,2010,4097,3810,287,7
48309,2010,112900,104593,8307,7.4
48311,2010,487,466,21,4.3
48313,2010,4753,4353,400,8.4
48315,2010,4503,3972,531,11.8
48317,2010,2196,2064,132,6
48319,2010,1991,1866,125,6.3
48321,2010,18158,16075,2083,11.5
48323,2010,23525,19959,3566,15.2
48325,2010,20017,18509,1508,7.5
48327,2010,1004,930,74,7.4
48329,2010,71331,67155,4176,5.9
48331,2010,10539,9362,1177,11.2
48333,2010,2190,2051,139,6.3
48335,2010,2971,2727,244,8.2
48337,2010,9424,8670,754,8
48339,2010,224426,207496,16930,7.5
48341,2010,11549,10930,619,5.4
48343,2010,5769,4975,794,13.8
48345,2010,624,585,39,6.3
48347,2010,30782,28593,2189,7.1
48349,2010,22776,20878,1898,8.3
48351,2010,5939,5185,754,12.7
48353,2010,7331,6781,550,7.5
48355,2010,162502,149312,13190,8.1
48357,2010,4868,4580,288,5.9
48359,2010,961,917,44,4.6
48361,2010,38466,33983,4483,11.7
48363,2010,13254,12111,1143,8.6
48365,2010,11404,10373,1031,9
48367,2010,56408,52113,4295,7.6
48369,2010,5353,5117,236,4.4
48371,2010,7180,6653,527,7.3
48373,2010,17563,15861,1702,9.7
48375,2010,58038,54385,3653,6.3
48377,2010,3743,3052,691,18.5
48379,2010,5166,4712,454,8.8
48381,2010,66245,62819,3426,5.2
48383,2010,1912,1806,106,5.5
48385,2010,1137,1033,104,9.1
48387,2010,5580,4936,644,11.5
48389,2010,5748,5239,509,8.9
48391,2010,3328,3037,291,8.7
48393,2010,480,454,26,5.4
48395,2010,7561,6865,696,9.2
48397,2010,39439,36524,2915,7.4
48399,2010,5129,4702,427,8.3
48401,2010,23961,22091,1870,7.8
48403,2010,3654,3058,596,16.3
48405,2010,3193,2779,414,13
48407,2010,11230,10110,1120,10
48409,2010,30434,27243,3191,10.5
48411,2010,2559,2401,158,6.2
48413,2010,1634,1510,124,7.6
48415,2010,7101,6619,482,6.8
48417,2010,1904,1798,106,5.6
48419,2010,11839,10837,1002,8.5
48421,2010,1555,1484,71,4.6
48423,2010,101151,93110,8041,7.9
48425,2010,4043,3721,322,8
48427,2010,26074,21565,4509,17.3
48429,2010,4245,3928,317,7.5
48431,2010,675,643,32,4.7
48433,2010,746,703,43,5.8
48435,2010,1990,1799,191,9.6
48437,2010,3182,2973,209,6.6
48439,2010,924951,849576,75375,8.1
48441,2010,64285,59931,4354,6.8
48443,2010,501,467,34,6.8
48445,2010,5756,5328,428,7.4
48447,2010,877,824,53,6
48449,2010,13988,12795,1193,8.5
48451,2010,52595,49149,3446,6.6
48453,2010,575630,536660,38970,6.8
48455,2010,5783,5232,551,9.5
48457,2010,7904,6973,931,11.8
48459,2010,18283,16675,1608,8.8
48461,2010,1552,1457,95,6.1
48463,2010,11826,10769,1057,8.9
48465,2010,20619,18704,1915,9.3
48467,2010,23601,21620,1981,8.4
48469,2010,43079,39778,3301,7.7
48471,2010,23234,21436,1798,7.7
48473,2010,19960,18234,1726,8.6
48475,2010,4631,4239,392,8.5
48477,2010,15561,14439,1122,7.2
48479,2010,105016,96364,8652,8.2
48481,2010,21279,19431,1848,8.7
48483,2010,2732,2565,167,6.1
48485,2010,59280,54681,4599,7.8
48487,2010,6140,5657,483,7.9
48489,2010,7781,6656,1125,14.5
48491,2010,222584,206458,16126,7.2
48493,2010,21235,19785,1450,6.8
48495,2010,2898,2632,266,9.2
48497,2010,27668,25269,2399,8.7
48499,2010,16969,15432,1537,9.1
48501,2010,3690,3433,257,7
48503,2010,8646,7982,664,7.7
48505,2010,5761,5162,599,10.4
48507,2010,4557,3924,633,13.9
49001,2010,3157,2843,314,9.9
49003,2010,23644,21640,2004,8.5
49005,2010,57249,53768,3481,6.1
49007,2010,9910,9057,853,8.6
49009,2010,495,459,36,7.3
49011,2010,146959,136698,10261,7
49013,2010,8166,7385,781,9.6
49015,2010,5290,4906,384,7.3
49017,2010,3074,2760,314,10.2
49019,2010,5323,4764,559,10.5
49021,2010,20414,18457,1957,9.6
49023,2010,4612,4191,421,9.1
49025,2010,3561,3278,283,7.9
49027,2010,6421,6023,398,6.2
49029,2010,4274,3980,294,6.9
49031,2010,572,514,58,10.1
49033,2010,1039,964,75,7.2
49035,2010,548378,506309,42069,7.7
49037,2010,6087,5424,663,10.9
49039,2010,11461,10426,1035,9
49041,2010,9727,8917,810,8.3
49043,2010,20857,19313,1544,7.4
49045,2010,27454,25163,2291,8.3
49047,2010,15189,13896,1293,8.5
49049,2010,229820,212729,17091,7.4
49051,2010,11360,10405,955,8.4
49053,2010,56776,50821,5955,10.5
49055,2010,1576,1441,135,8.6
49057,2010,113259,103288,9971,8.8
50001,2010,21241,20005,1236,5.8
50003,2010,20339,18932,1407,6.9
50005,2010,16785,15649,1136,6.8
50007,2010,94581,90040,4541,4.8
50009,2010,3171,2855,316,10
50011,2010,27686,26107,1579,5.7
50013,2010,4134,3848,286,6.9
50015,2010,14496,13392,1104,7.6
50017,2010,16725,15743,982,5.9
50019,2010,14213,12948,1265,8.9
50021,2010,33590,31105,2485,7.4
50023,2010,35117,33049,2068,5.9
50025,2010,25435,23873,1562,6.1
50027,2010,31889,29942,1947,6.1
51001,2010,16805,15479,1326,7.9
51003,2010,50987,47937,3050,6
51005,2010,7951,7264,687,8.6
51007,2010,6227,5699,528,8.5
51009,2010,16352,15030,1322,8.1
51011,2010,7343,6711,632,8.6
51013,2010,137368,131701,5667,4.1
51015,2010,37130,34481,2649,7.1
51017,2010,2509,2320,189,7.5
51019,2010,39053,36302,2751,7
51021,2010,2895,2646,249,8.6
51023,2010,17700,16559,1141,6.4
51025,2010,6953,6168,785,11.3
51027,2010,8326,7497,829,10
51029,2010,6568,5868,700,10.7
51031,2010,27756,25614,2142,7.7
51033,2010,14342,12972,1370,9.6
51035,2010,14004,12388,1616,11.5
51036,2010,3901,3527,374,9.6
51037,2010,5356,4820,536,10
51041,2010,168602,156307,12295,7.3
51043,2010,7695,7181,514,6.7
51045,2010,2441,2247,194,7.9
51047,2010,23263,21591,1672,7.2
51049,2010,4523,4141,382,8.4
51051,2010,5513,4934,579,10.5
51053,2010,13566,12367,1199,8.8
51057,2010,5715,5196,519,9.1
51059,2010,610521,579499,31022,5.1
51061,2010,35763,33552,2211,6.2
51063,2010,8134,7567,567,7
51065,2010,13078,12253,825,6.3
51067,2010,27622,25216,2406,8.7
51069,2010,41981,38832,3149,7.5
51071,2010,8302,7507,795,9.6
51073,2010,19553,18219,1334,6.8
51075,2010,10483,9733,750,7.2
51077,2010,7373,6455,918,12.5
51079,2010,9655,9007,648,6.7
51081,2010,4562,4124,438,9.6
51083,2010,16686,14651,2035,12.2
51085,2010,54430,50855,3575,6.6
51087,2010,167701,155452,12249,7.3
51089,2010,24007,20467,3540,14.7
51091,2010,1445,1355,90,6.2
51093,2010,18800,17458,1342,7.1
51095,2010,32243,30205,2038,6.3
51097,2010,3592,3302,290,8.1
51099,2010,11413,10573,840,7.4
51101,2010,8656,8011,645,7.5
51103,2010,5570,5024,546,9.8
51105,2010,10127,9325,802,7.9
51107,2010,175439,166487,8952,5.1
51109,2010,17858,16513,1345,7.5
51111,2010,5547,5020,527,9.5
51113,2010,7169,6717,452,6.3
51115,2010,4224,3956,268,6.3
51117,2010,14158,12552,1606,11.3
51119,2010,5160,4789,371,7.2
51121,2010,47497,44140,3357,7.1
51125,2010,7574,7034,540,7.1
51127,2010,10294,9550,744,7.2
51131,2010,6335,5799,536,8.5
51133,2010,6150,5617,533,8.7
51135,2010,6859,6338,521,7.6
51137,2010,15456,14178,1278,8.3
51139,2010,12336,10900,1436,11.6
51141,2010,8321,7265,1056,12.7
51143,2010,30911,27543,3368,10.9
51145,2010,13510,12557,953,7.1
51147,2010,10279,9284,995,9.7
51149,2010,13962,12838,1124,8.1
51153,2010,218394,205097,13297,6.1
51155,2010,16975,15091,1884,11.1
51157,2010,4025,3771,254,6.3
51159,2010,4366,4058,308,7.1
51161,2010,49258,46137,3121,6.3
51163,2010,11142,10303,839,7.5
51165,2010,40373,37656,2717,6.7
51167,2010,12081,10844,1237,10.2
51169,2010,10072,9219,853,8.5
51171,2010,20831,19117,1714,8.2
51173,2010,13707,12046,1661,12.1
51175,2010,9495,8679,816,8.6
51177,2010,63357,58922,4435,7
51179,2010,63904,59748,4156,6.5
51181,2010,3694,3363,331,9
51183,2010,4281,3792,489,11.4
51185,2010,18394,16779,1615,8.8
51187,2010,20103,18480,1623,8.1
51191,2010,27416,25239,2177,7.9
51193,2010,9178,8436,742,8.1
51195,2010,16977,15561,1416,8.3
51197,2010,14277,12687,1590,11.1
51199,2010,31289,29377,1912,6.1
51510,2010,90361,85915,4446,4.9
51520,2010,7977,7274,703,8.8
51530,2010,3248,2925,323,9.9
51540,2010,23203,21790,1413,6.1
51550,2010,113319,105173,8146,7.2
51570,2010,8533,7828,705,8.3
51580,2010,2689,2403,286,10.6
51590,2010,20099,17390,2709,13.5
51595,2010,2570,2251,319,12.4
51600,2010,12663,11974,689,5.4
51610,2010,7382,7022,360,4.9
51620,2010,3708,3241,467,12.6
51630,2010,12423,11304,1119,9
51640,2010,3172,2825,347,10.9
51650,2010,66666,60687,5979,9
51660,2010,23165,21250,1915,8.3
51670,2010,9864,8721,1143,11.6
51678,2010,2300,2086,214,9.3
51680,2010,35841,32798,3043,8.5
51683,2010,20972,19503,1469,7
51685,2010,8066,7563,503,6.2
51690,2010,6136,5066,1070,17.4
51700,2010,90664,83104,7560,8.3
51710,2010,112449,102606,9843,8.8
51720,2010,2079,1928,151,7.3
51730,2010,13877,11939,1938,14
51735,2010,6395,6007,388,6.1
51740,2010,45461,41102,4359,9.6
51750,2010,7787,7060,727,9.3
51760,2010,106456,96347,10109,9.5
51770,2010,49317,45022,4295,8.7
51775,2010,12789,11910,879,6.9
51790,2010,11846,10920,926,7.8
51800,2010,41753,38581,3172,7.6
51810,2010,226894,212145,14749,6.5
51820,2010,10170,9255,915,9
51830,2010,6516,5856,660,10.1
51840,2010,13688,12551,1137,8.3
53001,2010,8440,7555,885,10.5
53003,2010,10333,9361,972,9.4
53005,2010,94253,86846,7407,7.9
53007,2010,42102,38353,3749,8.9
53009,2010,29621,26352,3269,11
53011,2010,216620,188628,27992,12.9
53013,2010,1959,1774,185,9.4
53015,2010,46432,40435,5997,12.9
53017,2010,19876,17945,1931,9.7
53019,2010,2645,2181,464,17.5
53021,2010,38254,34884,3370,8.8
53023,2010,1061,973,88,8.3
53025,2010,43212,38522,4690,10.9
53027,2010,31046,26723,4323,13.9
53029,2010,33812,30665,3147,9.3
53031,2010,12750,11436,1314,10.3
53033,2010,1105830,1006061,99769,9
53035,2010,120592,110230,10362,8.6
53037,2010,21306,19221,2085,9.8
53039,2010,10328,9069,1259,12.2
53041,2010,33962,29503,4459,13.1
53043,2010,5327,4880,447,8.4
53045,2010,24941,21963,2978,11.9
53047,2010,22347,19950,2397,10.7
53049,2010,8789,7557,1232,14
53051,2010,5148,4359,789,15.3
53053,2010,395844,354576,41268,10.4
53055,2010,8449,7831,618,7.3
53057,2010,59114,52658,6456,10.9
53059,2010,5179,4514,665,12.8
53061,2010,386587,345332,41255,10.7
53063,2010,238125,214109,24016,10.1
53065,2010,19104,16603,2501,13.1
53067,2010,126948,115550,11398,9
53069,2010,1472,1247,225,15.3
53071,2010,30530,28085,2445,8
53073,2010,104359,94467,9892,9.5
53075,2010,22489,20977,1512,6.7
53077,2010,122140,109168,12972,10.6
54001,2010,6870,6180,690,10
54003,2010,51020,46642,4378,8.6
54005,2010,8812,8035,777,8.8
54007,2010,5686,5056,630,11.1
54009,2010,10917,9672,1245,11.4
54011,2010,43292,40164,3128,7.2
54013,2010,2906,2499,407,14
54015,2010,3647,3131,516,14.1
54017,2010,3315,3078,237,7.1
54019,2010,17567,15817,1750,10
54021,2010,2775,2528,247,8.9
54023,2010,6124,5525,599,9.8
54025,2010,15430,14080,1350,8.7
54027,2010,9765,8877,888,9.1
54029,2010,14174,12456,1718,12.1
54031,2010,5710,5048,662,11.6
54033,2010,31254,28872,2382,7.6
54035,2010,12313,10911,1402,11.4
54037,2010,26869,25077,1792,6.7
54039,2010,92603,85765,6838,7.4
54041,2010,6990,6376,614,8.8
54043,2010,7873,6948,925,11.7
54045,2010,12687,11404,1283,10.1
54047,2010,6362,5521,841,13.2
54049,2010,26641,24703,1938,7.3
54051,2010,14680,13261,1419,9.7
54053,2010,11282,9980,1302,11.5
54055,2010,24076,22035,2041,8.5
54057,2010,12362,11208,1154,9.3
54059,2010,9168,8266,902,9.8
54061,2010,48354,45653,2701,5.6
54063,2010,5764,5303,461,8
54065,2010,7677,6975,702,9.1
54067,2010,10937,9841,1096,10
54069,2010,21826,20093,1733,7.9
54071,2010,3658,3343,315,8.6
54073,2010,2937,2627,310,10.6
54075,2010,3800,3363,437,11.5
54077,2010,14935,13687,1248,8.4
54079,2010,26390,24389,2001,7.6
54081,2010,32470,29824,2646,8.1
54083,2010,12208,10927,1281,10.5
54085,2010,4295,3878,417,9.7
54087,2010,5510,4759,751,13.6
54089,2010,4783,4330,453,9.5
54091,2010,7446,6872,574,7.7
54093,2010,3301,2937,364,11
54095,2010,3551,3145,406,11.4
54097,2010,10369,9409,960,9.3
54099,2010,16938,15493,1445,8.5
54101,2010,3739,3360,379,10.1
54103,2010,7016,6193,823,11.7
54105,2010,2292,2005,287,12.5
54107,2010,39348,35850,3498,8.9
54109,2010,8414,7540,874,10.4
55001,2010,9137,8005,1132,12.4
55003,2010,8411,7478,933,11.1
55005,2010,23791,21586,2205,9.3
55007,2010,7688,6836,852,11.1
55009,2010,137150,126334,10816,7.9
55011,2010,7197,6639,558,7.8
55013,2010,7578,6737,841,11.1
55015,2010,27304,25420,1884,6.9
55017,2010,33182,30385,2797,8.4
55019,2010,17258,15478,1780,10.3
55021,2010,32090,29361,2729,8.5
55023,2010,8367,7489,878,10.5
55025,2010,293224,275819,17405,5.9
55027,2010,47350,43073,4277,9
55029,2010,15758,13985,1773,11.3
55031,2010,23737,21759,1978,8.3
