countycode,GEOID,foreclosure_rate,predatory_loans
05123,05123,7.468123861566485,52.03703703703704
05125,05125,2.170785375761679,20.941935483870967
05127,05127,5.626326963906582,46.92556634304207
05129,05129,6.6294487090020935,55.1063829787234
05131,05131,3.266606438115163,27.20023198492098
05133,05133,3.7549407114624502,35.54216867469879
05135,05135,4.811715481171548,35.406698564593306
05137,05137,3.963666391412056,31.738035264483628
05139,05139,5.2835505459668894,39.95703544575725
05141,05141,4.457876841707593,35.944700460829495
05143,05143,2.07091461334806,18.52805705512357
05145,05145,3.7800341811601488,30.104230533415084
05147,05147,6.878306878306878,47.58064516129033
05149,05149,4.19336051252184,36.58969804618118
06001,06001,5.534878564471298,16.773676821996418
06003,06003,3.6231884057971016,9.67741935483871
06005,06005,4.344288968434754,19.511754068716094
06007,06007,5.859133126934984,20.19871822443976
06009,06009,4.791276572309726,21.055208715877097
06011,06011,7.422680412371134,32.20949263502455
06013,06013,5.884494849072506,19.294448259084273
06015,06015,5.168088309081787,22.085889570552148
06017,06017,5.968337730870712,14.642228739002933
06019,06019,9.079099523931097,30.79702887664831
06021,06021,6.6274893894874305,27.46734397677794
06023,06023,3.8219641993226903,17.915397024556373
06025,06025,10.58345227282557,38.21564197471518
06027,06027,3.2520325203252036,15.898825654923215
06029,06029,9.523203978834184,35.16049499042055
06031,06031,8.501713340423017,32.576006303762554
06033,06033,6.211632504422016,26.043714583092402
06035,06035,5.480314960629921,24.15120756037802
06037,06037,6.494184214190957,24.517587448475865
06039,06039,9.2625669813728,31.910569105691057
06041,06041,1.7127306319127158,7.056636234980715
06043,06043,3.8392857142857144,18.70967741935484
06045,06045,3.7185220051776886,18.34946377190688
06047,06047,12.595858895705522,32.73433245732414
06049,06049,5.769230769230769,25.8252427184466
06051,06051,3.4420289855072466,13.020134228187919
06053,06053,7.972919442543843,21.189137265104367
06055,06055,4.013235641692272,13.864663234212463
06057,06057,2.9464392222354765,12.794166390454093
06059,06059,4.825458512306539,16.324399335041512
06061,06061,5.955050387896596,15.116662130999615
06063,06063,4.209720627631076,18.332624415142494
06065,06065,9.039759939984997,30.500797315184425
06067,06067,7.757615741333812,24.751368629377303
06069,06069,6.274685816876121,21.80983737403971
06071,06071,9.421774719747212,33.27738674453914
06073,06073,5.281267970367921,16.415849814837635
06075,06075,2.011827854186869,7.955977229601519
06077,06077,11.566942362367536,29.59451889516094
06079,06079,3.529245947850599,11.451218748041857
06081,06081,2.272282076395691,11.09636618112073
06083,06083,5.657316000390969,15.050189023595358
06085,06085,3.223155620785801,12.476069685077055
06087,06087,4.0763381541672885,11.55707278271245
06089,06089,6.392921438694603,21.622887308953125
06091,06091,5.3452115812917596,23.01980198019802
06093,06093,4.679625629949604,18.538276873833023
06095,06095,8.283853287527057,25.2894112453788
06097,06097,4.849842795706697,13.651273949309806
06099,06099,11.07224400120622,28.682237352408862
06101,06101,9.195878730459498,25.92958209937479
06103,06103,6.418092909535453,28.804347826086957
06105,06105,5.757575757575758,21.548821548821547
06107,06107,8.849446122860021,33.582507195394946
06109,06109,4.118352658936426,18.41208709820767
06111,06111,5.31966031084762,15.257452574525745
06113,06113,6.844172546838612,19.01560809766651
06115,06115,10.147016431248199,31.8942731277533
08001,08001,6.6106921905263345,30.812822850197506
08003,08003,8.373435996150144,37.791601866251945
08005,08005,5.587721329768196,25.17322325671063
08007,08007,4.4089699733941465,22.420147420147423
08009,08009,6.451612903225806,36.36363636363637
08011,08011,9.31174089068826,42.48366013071895
08013,08013,1.9452616014909052,10.497760079641614
08014,08014,NaN,NaN
08015,08015,3.0100334448160537,16.833976833976834
08017,08017,4.444444444444445,26.785714285714285
08019,08019,4.208695652173914,20.011242270938727
08021,08021,9.965635738831615,39.44444444444444
08023,08023,10.828025477707007,42.2680412371134
08025,08025,12.048192771084338,50.649350649350644
08027,08027,2.737520128824477,14.583333333333334
08029,08029,4.461687681862269,23.667711598746084
08031,08031,5.511364473315951,25.207083690374176
08033,08033,5.583756345177665,23.770491803278688
08035,08035,2.659172084917314,14.597614000340414
08037,08037,1.7688490475428205,12.829798241076048
08039,08039,3.9355322338830585,20.06864526549566
08041,08041,5.521481383777763,24.04651107716718
08043,08043,7.246585190510424,30.78531598513011
08045,08045,3.1978784806177365,21.073859339551298
08047,08047,3.5541195476575123,19.06005221932115
08049,08049,2.1706361169731685,15.294690696541647
08051,08051,1.8603018603018602,13.045944412932501
08053,08053,0.9345794392523363,10.606060606060606
08055,08055,7.378335949764521,31.218274111675125
08057,08057,1.8691588785046727,16.666666666666664
08059,08059,3.774995601946871,18.192263046928673
08061,08061,3.4482758620689653,16.666666666666664
08063,08063,5.169340463458111,29.68299711815562
08065,08065,6.188340807174888,30.144927536231886
08067,08067,1.681302206039837,12.285862605987194
08069,08069,2.9991455425804614,16.011597938144327
08071,08071,7.809110629067245,38.084112149532714
08073,08073,6.828193832599119,35.94306049822064
08075,08075,5.325704225352112,28.80512091038407
08077,08077,4.488169518749614,24.397304716745698
08079,08079,3.7037037037037033,17.91044776119403
08081,08081,4.671968190854871,25.783132530120483
08083,08083,4.948680351906158,24.407582938388625
08085,08085,4.422921711057304,22.170057381324987
08087,08087,7.627118644067797,37.65403925148334
08089,08089,10,43.53680430879713
08091,08091,1.1185682326621924,11.211573236889691
08093,08093,5.094401041666666,24.092582851130985
08095,08095,3.8186157517899764,23.93822393822394
08097,08097,0.19428254232583958,5.9192825112107625
08099,08099,7.737226277372263,37.264150943396224
08101,08101,8.931646575705392,35.163482634986885
08103,08103,3.861788617886179,24.46633825944171
08105,08105,9.249183895538629,42.70650263620387
08107,08107,0.7726980038634901,9.49531737773153
08109,08109,6.392694063926941,25.092250922509223
08111,08111,2.1739130434782608,14.035087719298245
08113,08113,1.0330578512396695,9.348914858096828
08115,08115,6.926406926406926,39.16083916083916
08117,08117,2.0864197530864197,12.826650708158787
08119,08119,4.558165548098434,20.42476276547673
08121,08121,5.365853658536586,31.496062992125985
08123,08123,6.334522990253349,25.364642598531084
08125,08125,4.1206030150753765,26.2987012987013
09001,09001,3.119056484155656,18.622105107533894
09003,09003,3.9251427877020295,22.842340044608473
09005,09005,2.8725610330851166,19.517758227435646
09007,09007,2.15327183704385,15.419861604638117
09009,09009,4.774850132441098,25.676449031636228
09011,09011,3.403297000270246,21.362065207236945
09013,09013,2.145787314610287,15.926307496515363
09015,09015,4.8264182895850976,28.758648217136773
10001,10001,3.2598081452122467,25.25427517603666
10003,10003,3.219387446280492,22.62020434001708
10005,10005,2.2490750845066674,19.49867937231343
11001,11001,2.9960555319231212,17.887148702556406
12001,12001,3.6156688036509834,19.371828944189417
12003,12003,5.479876160990712,25.82599118942731
12005,12005,4.24661302523898,21.181723652822804
12007,12007,6.179321486268174,35.12931034482759
12009,12009,8.132057210452736,24.823056813109737
12011,12011,8.808974233935492,33.927687928497534
12013,12013,6.39470782800441,33.13725490196078
12015,12015,9.586658481686106,26.425224077528547
12017,12017,5.989852081183351,27.34434756004283
12019,12019,5.326057638442227,25.964200036907176
12021,12021,9.093056211620217,25.425900640689004
12023,12023,6.2458324072016005,34.12415974693555
12027,12027,8.4935897435897445,43.38654503990878
12029,12029,9.028960817717206,45.75757575757576
12031,12031,6.898598613948565,32.07095593411235
12033,12033,6.236573139769546,28.83004593353148
12035,12035,9.529816904770023,26.53444929645803
12037,12037,3.351206434316354,21.33492252681764
12039,12039,7.3952726421717765,39.25895087427144
12041,12041,5.524419535628502,28.205128205128204
12043,12043,6.639004149377594,30.996309963099634
12045,12045,4.428251121076234,24.32701894317049
12047,12047,8.214285714285714,41.58730158730159
12049,12049,8.461538461538462,44.59644322845418
12051,12051,11.078334972140281,47.69679300291545
12053,12053,9.014302632777627,32.70134500081024
12055,12055,7.07286233602023,35.18414394152376
12057,12057,8.060533575107545,31.932561650729745
12059,12059,7.435897435897436,41.48936170212766
12061,12061,9.114054594089401,24.49552854849805
12063,12063,6.174427579109853,32.76887871853547
12065,12065,5.263157894736842,29.588014981273407
12067,12067,5.384615384615385,30.82191780821918
12069,12069,6.828960754251981,27.455078373900854
12071,12071,11.446166360754214,35.44781656958409
12073,12073,3.562558876423739,20.45852692512758
12075,12075,6.62786938247656,32.83496262219667
12077,12077,4.25531914893617,26.515151515151516
12079,12079,6.524317912218268,29.746835443037973
12081,12081,8.176092626757429,23.298026434908564
12083,12083,8.219132182945216,30.960185957801883
12085,12085,7.716597592263668,18.06798900005851
12086,12086,9.195870962119361,40.64910114661248
12087,12087,2.3344947735191637,16.053055658857073
12089,12089,4.408060453400504,20.545598313125986
12091,12091,5.594884075896734,21.580376369253816
12093,12093,7.707808564231739,36.200716845878134
12095,12095,7.314713155211228,31.86096107930179
12097,12097,9.043557758236998,40.17417725852698
12099,12099,7.541079485322786,26.998588095415027
12101,12101,8.436413519074762,31.3106523812195
12103,12103,7.008239160776192,27.233412085051857
12105,12105,8.604445688591849,38.220465579484625
12107,12107,7.438145944253054,36.37883008356546
12109,12109,3.2193002870219534,15.323582171933214
12111,12111,11.863462762571611,36.01035221804359
12113,12113,4.833866124188705,20.99368179207352
12115,12115,8.19494584837545,22.816625044595078
12117,12117,5.933565955117679,24.778653360513587
12119,12119,1.9659839063643012,14.26480156148341
12121,12121,6.946107784431138,37.784090909090914
12123,12123,7.314974182444062,37.36600306278714
12125,12125,6.161137440758294,34.55056179775281
12127,12127,8.214466933528781,31.772661499448418
12129,12129,5.002092925910423,29.03946388682055
12131,12131,2.8334618350038547,20.024001371506944
12133,12133,5.552825552825553,28.583916083916083
13001,13001,6.560449859418932,31.65735567970205
13003,13003,10.582010582010582,52.63157894736842
13005,13005,4.895104895104895,24.65277777777778
13007,13007,7.59493670886076,40
13009,13009,6.515116006561987,33.395435491383324
13011,13011,4.940177537630259,30.52147239263804
13013,13013,6.398116942170866,34.36104614076122
13015,13015,5.436548973260452,27.725582305734974
13017,13017,8.297690333618478,35.714285714285715
13019,13019,6.951566951566951,37.48584371460929
13021,13021,7.155033195765297,36.23963626638139
13023,13023,5.6426332288401255,27.725856697819314
13025,13025,6.2755798090040935,32.79132791327913
13027,13027,7.7677224736048265,44.07796101949025
13029,13029,2.6542523624235685,17.50897542115438
13031,13031,4.037644201578628,20.60331825037707
13033,13033,8.6,39.602649006622514
13035,13035,6.748153806977336,33.097165991902834
13037,13037,10.062893081761008,46.25
13039,13039,4.229484974198118,24.492258194248944
13043,13043,5.709342560553633,29.20962199312715
13045,13045,6.561799807947323,34.078516902944386
13047,13047,5.203427777348877,30.316047867444002
13049,13049,7.401315789473683,39.21568627450981
13051,13051,4.699689224329296,25.805638418553844
13053,13053,9.6,42.06349206349206
13055,13055,10.016353229762878,45.653939886271324
13057,13057,3.2362637362637363,19.7586809347019
13059,13059,3.800802809834421,21.388508039386764
13061,13061,10.1010101010101,52
13063,13063,9.904033588244115,51.10631006481412
13065,13065,10.64388961892247,55.87467362924282
13067,13067,3.7161117410576225,21.641332404638014
13069,13069,7.773304428615671,36.30769230769231
13071,13071,6.0256410256410255,32.738853503184714
13073,13073,2.4747863420956704,16.091121307252678
13075,13075,8.06335493160547,41.9170243204578
13077,13077,3.918171317405313,22.049051588739882
13079,13079,6.637168141592921,35.824175824175825
13081,13081,7.621951219512195,38.78787878787879
13083,13083,5.638615976078599,31.32427843803056
13085,13085,4.363207547169811,23.937060595915636
13087,13087,8.172231985940245,40.87336244541485
13089,13089,6.206666706342358,33.194559432288585
13091,13091,8.126603934987168,43.36734693877551
13093,13093,8.952702702702704,46.97986577181208
13095,13095,7.496509504886693,38.27107790821771
13097,13097,6.747369938031417,35.97777523198534
13099,13099,7.862407862407863,40.97560975609756
13101,13101,4.790419161676647,32.142857142857146
13103,13103,4.144786196549137,25.978382407752516
13105,13105,8.620689655172415,37.69470404984423
13107,13107,6.018518518518518,28.909329829172144
13109,13109,5.681818181818182,31.07344632768362
13111,13111,5.017386984600099,26.061204343534055
13113,13113,3.0121447111225046,19.50582691205502
13115,13115,5.083633978353559,26.674270816359787
13117,13117,2.059159452435734,13.941248067370637
13119,13119,5.896043444530644,30.06939090208173
13121,13121,4.853670081879032,26.04548104956268
13123,13123,4.410011918951132,24.869729985788723
13125,13125,6.896551724137931,34.31372549019608
13127,13127,3.668693812797462,22.80609563846558
13129,13129,5.267538644470868,26.323251417769377
13131,13131,5.099894847528917,28.317659352142112
13133,13133,4.491255961844197,22.511848341232227
13135,13135,4.542957883732879,25.836949919452096
13137,13137,5.708013172338091,32.04254158712844
13139,13139,4.083061757655741,23.85591179146818
13141,13141,9.819639278557114,43.02788844621514
13143,13143,6.005586592178771,32.31562252180809
13145,13145,3.7394098743791995,22.583454281567487
13147,13147,6.516129032258064,29.166666666666668
13149,13149,9.479553903345725,48.52216748768473
13151,13151,5.799728137743544,31.29442032481106
13153,13153,4.865107913669064,28.28165490125994
13155,13155,7.036247334754798,30.08474576271186
13157,13157,4.789719626168224,25.95307917888563
13159,13159,5.822475570032573,31.79611650485437
13161,13161,8.251748251748252,34.72222222222222
13163,13163,9.394572025052192,41.078838174273855
13165,13165,10.15801354401806,44.843049327354265
13167,13167,8.13953488372093,37.69230769230769
13169,13169,5.700871898054997,31.985784095957353
13171,13171,7.069461570078094,35.294117647058826
13173,13173,8.466819221967963,48.86363636363637
13175,13175,7.128933444722918,36.13724405091311
13177,13177,3.7275985663082443,22.827635327635328
13179,13179,7.224541659103285,39.53823953823954
13181,13181,5.374592833876222,26.21359223300971
13183,13183,7.6923076923076925,46.1756373937677
13185,13185,4.704396558528693,27.011764705882353
13187,13187,4.521598708114655,21.41997593261131
13189,13189,6.891422905304909,34.38423645320197
13191,13191,6.217995610826628,34.73837209302326
13193,13193,8.345120226308344,39.325842696629216
13195,13195,4.91425646275915,28.94201424211597
13197,13197,7.142857142857142,39.43217665615142
13199,13199,8.99966543994647,45.013297872340424
13201,13201,7.222222222222221,41.43646408839779
13205,13205,8.89487870619946,46.07142857142857
13207,13207,5.552825552825553,30.517578125
13209,13209,7.526881720430108,36.75213675213676
13211,13211,4.708904109589041,26.03516732841747
13213,13213,6.306715063520871,30.703336339044185
13215,13215,6.343000303674461,33.788473144236576
13217,13217,8.120060900456753,40.631078452561056
13219,13219,1.8343051506316814,14.171897633993241
13221,13221,6.305939788445891,36.05497170573969
13223,13223,5.5470197478421985,30.372698697799734
13225,13225,6.45272601794341,31.893004115226336
13227,13227,4.772866789441375,26.593473620006097
13229,13229,3.9621525724423416,22.56169212690952
13231,13231,5.799648506151142,29.976717112922003
13233,13233,6.428859330914953,34.84181017220665
13235,13235,6.470588235294119,36.54970760233918
13237,13237,3.878406708595388,20
13239,13239,10.476190476190476,47.16981132075472
13241,13241,3.8701067615658364,21.043324491600355
13243,13243,11.560693641618498,55.74712643678161
13245,13245,6.7895545314900145,33.60130253383535
13247,13247,7.2660273066565875,37.74293493568679
13249,13249,6.443298969072164,34.87179487179487
13251,13251,7.743153918791313,35.834896810506564
13253,13253,7.770961145194274,37.80487804878049
13255,13255,8.07643061164188,38.05049911920141
13257,13257,5.579068872643324,29.66360856269113
13259,13259,5.7324840764331215,27.848101265822784
13261,13261,5.599336374948154,25.88623248145095
13263,13263,9.197324414715718,49.16943521594684
13265,13265,8.235294117647058,41.86046511627907
13267,13267,7.167470709855273,37.534246575342465
13269,13269,5.896805896805897,28.292682926829265
13271,13271,9.142857142857142,39.20454545454545
13273,13273,13.039867109634551,70.62706270627062
13275,13275,5.0806057645334635,28.398058252427184
13277,13277,4.665140240412135,22.639362912400454
13279,13279,8.054003724394786,40.98057354301572
13281,13281,4.171779141104294,23.536585365853657
13283,13283,8.45771144278607,36.633663366336634
13285,13285,6.9320449532612125,31.621790857858485
13287,13287,8.785046728971963,43.12267657992565
13289,13289,8.414239482200648,43.40836012861736
13291,13291,4.325169359041167,24.080787156913516
13293,13293,8.866328257191201,42.29993275050437
13295,13295,6.998525713294597,37.004481213374696
13297,13297,4.910795557982888,26.410998552821997
13299,13299,6.263048016701461,32.84923928077455
13301,13301,10.326086956521738,47.02702702702703
13303,13303,8.718395815170009,44.367417677642976
13305,13305,5.271028037383178,24.962852897473997
13307,13307,8.98876404494382,53.333333333333336
13309,13309,8.94308943089431,45.16129032258064
13311,13311,4.578833693304536,26.824034334763947
13313,13313,4.914529914529915,23.602739726027398
13315,13315,8.225108225108226,38.793103448275865
13317,13317,7.636363636363637,33.935018050541515
13319,13319,8.229813664596273,43.82716049382716
13321,13321,6.978367062107467,36.33841886269071
16001,16001,2.253257392525552,18.464579047125337
16003,16003,3.830369357045144,23.579545454545457
16005,16005,2.2283011340969967,21.417583717903206
16007,16007,3.5852713178294575,33.199195171026155
16009,16009,3.5398230088495577,23.06122448979592
16011,16011,3.4112082556972916,30.68452380952381
16013,16013,0.5296429181616266,11.599858105711245
16015,16015,2.459016393442623,20
16017,16017,1.9314502623646308,17.060732498840984
16019,16019,2.175170143676883,22.96111572919553
16021,16021,2.9528676888131744,19.10377358490566
16023,16023,3.532608695652174,31.63841807909605
16025,16025,2.7874564459930316,27.536231884057973
16027,16027,4.528474347255892,31.37222543114118
16029,16029,3.114571746384872,28.63741339491917
16031,16031,3.6290322580645165,32.057416267942585
16033,16033,3.225806451612903,26.666666666666668
16035,16035,4.390243902439024,24.556962025316455
16037,16037,2.144249512670565,23.076923076923077
16039,16039,3.728436282693378,30.04043905257077
16041,16041,2.6378896882494005,27.490039840637447
16043,16043,3.0560271646859083,28.90716803760282
16045,16045,3.9700953854086105,26.98072805139186
16047,16047,2.965599051008304,28.201970443349754
16049,16049,2.262142381902861,16.988950276243095
16051,16051,2.44672454617206,25.23555919705039
16053,16053,3.7131416090280305,32.426303854875286
16055,16055,2.378933719016508,21.564668116392255
16057,16057,0.7971656333038087,11.540229885057471
16059,16059,1.8302828618968388,16.234887737478413
16061,16061,1.890359168241966,20
16063,16063,4.7277936962750715,37.797619047619044
16065,16065,1.570113697888468,18.54974704890388
16067,16067,4.775086505190312,38.64942528735632
16069,16069,2.3094688221709005,22.953964194373402
16071,16071,4.23728813559322,36.971830985915496
16073,16073,4.01854714064915,33.386837881219904
16075,16075,3.9267593205382747,30.87494273934952
16077,16077,4.593639575971731,36.18581907090464
16079,16079,4.185418541854186,28.598130841121495
16081,16081,1.1038635223281485,17.708333333333336
16083,16083,3.1936955620074663,28.88391319324836
16085,16085,2.380952380952381,16.782729805013926
16087,16087,3.121175030599755,26.04828462515883
17001,17001,4.848719937936385,30.448926480156146
17003,17003,10.059171597633137,49.504950495049506
17005,17005,4.22008547008547,22.759856630824373
17007,17007,6.668749023895049,30.90123133350799
17009,17009,5.357142857142857,35.82089552238806
17011,17011,4.137931034482759,24.757056918093475
17013,17013,5.089820359281437,26.633165829145728
17015,17015,5.832693783576362,32.689832689832684
17017,17017,4.225352112676056,25.295508274231675
17019,17019,2.6591644828117773,14.021591570237248
17021,17021,5.3736654804270465,29.731343283582092
17023,17023,4.535147392290249,21.799746514575414
17025,17025,7.785888077858881,44.08163265306123
17027,17027,2.8931312733713836,17.46450973918785
17029,17029,4.460771451062713,23.81161971830986
17031,17031,5.880553663240164,30.04714453630783
17033,17033,6.24203821656051,34.18803418803419
17035,17035,5.448154657293498,29.49852507374631
17037,17037,4.404011165098728,22.752102661926646
17039,17039,4.82611781405252,27.61904761904762
17041,17041,4.662576687116564,26.440329218106996
17043,17043,3.397118619847487,18.69484052328411
17045,17045,5.25557955363571,29.227053140096622
17047,17047,4.545454545454546,27.61904761904762
17049,17049,3.6893203883495143,22.63843648208469
17051,17051,5.173951828724353,26.497005988023954
17053,17053,4.7091412742382275,27.137546468401485
17055,17055,7.3780245934153115,34.5309381237525
17057,17057,6.612957368244378,36.99324324324324
17059,17059,7.000000000000001,34.45378151260504
17061,17061,5.7936507936507935,33.55525965379494
17063,17063,5.426285293847144,25.439679111385377
17065,17065,4.934210526315789,27.624309392265197
17067,17067,7.1813285457809695,41.86746987951807
17069,17069,8.411214953271028,39.0625
17071,17071,6,33.5195530726257
17073,17073,4.82740721515702,27.470613844144538
17075,17075,5.355150613611008,30.25577043044292
17077,17077,4.086622424030737,23.608670181605156
17079,17079,7.142857142857142,40
17081,17081,4.7440699126092385,26.544502617801047
17083,17083,3.9917208752217626,22.321428571428573
17085,17085,3.5622096024780587,22.597402597402596
17087,17087,5.772005772005772,27.602905569007262
17089,17089,5.004593111092553,25.40879221639244
17091,17091,5.955980166888378,28.187442945532
17093,17093,4.360577065497527,21.26316835619161
17095,17095,5.860426589355974,32.02500868357068
17097,17097,4.094407624346866,20.711399947932236
17099,17099,5.592574964302713,27.99733865602129
17101,17101,7.197943444730077,39.008620689655174
17103,17103,4.93573264781491,25.485122897800778
17105,17105,5.5080721747388415,32.395114179500794
17107,17107,6.825499034127495,37.25701943844493
17109,17109,4.059278350515464,22.486486486486488
17111,17111,3.971802306279188,21.14202973881082
17113,17113,2.3151523990083125,14.678001345483457
17115,17115,5.342499792926365,26.302626094205916
17117,17117,4.970366379310344,25.643922277451423
17119,17119,4.6254098529684695,24.258881317236845
17121,17121,6.462457975345536,31.954887218045116
17123,17123,4.232424677187948,26.353790613718413
17125,17125,7.3999999999999995,37.919463087248324
17127,17127,7.113543091655266,36.00917431192661
17129,17129,2.7543314082629946,15.87183308494784
17131,17131,5.523012552301256,32.631578947368425
17133,17133,2.1540656205420827,13.90284757118928
17135,17135,6.524520255863539,33.404864091559375
17137,17137,3.86045181584215,21.58273381294964
