GEOID,dod_rate,total_pills,annual_pills,change_pills
24003,1.2679783123505662e-4,124559849,33.9,4.993755854730936
24005,1.0398239537259315e-4,212423571.4,38,8.196776621797982
24009,1.5190701074854415e-4,27150403,44.1,9.174729528196977
24013,1.443025674939325e-4,35903546.3003,30.6,8.526428820505894
24015,1.639814104838499e-4,36132010,51.6,3.180939096660172
24017,1.1907668654517718e-4,34910782,34.8,5.793355497115636
24021,1.1060295603019686e-4,48075632,30,8.244926687159344
24025,1.1497205783098682e-4,71124693,41.9,8.636282992699767
24027,7.918189959112817e-5,46132435,23.6,7.296694904938754
24031,7.189981480377546e-5,104031619.5,15.7,5.628021153067401
24033,5.945145943395831e-5,99958278,16.8,5.878089986851063
24035,2.4733598532473153e-4,10011784,30.5,4.729094220793352
24037,1.2584581927989162e-4,24300772,34.1,7.038736976420284
24043,1.5072616019036182e-4,41473760,40.6,11.180601589693218
24045,1.1773873107961796e-4,30007951,44.5,8.22843321842782
24047,1.9438612860586267e-4,16013470,45,4.505767729011902
24510,8.60320146618864e-5,133721503,30.7,0.21521912883169506
25001,1.3715515290386817e-4,51427063,33.7,2.2669760791746114
25003,1.3453530093776586e-4,32603610,35.5,0.7310312788357162
25005,1.178137007206316e-4,134595107,35.2,5.0616585621721235
25009,9.314494120256143e-5,170979882,33.2,8.468694816878811
25011,1.4138020599825288e-4,13314990,26.6,5.458123815529132
25013,1.0237079502869385e-4,121634421,37.5,5.363510020088173
25015,1.0178255131944674e-4,34396870,31.3,6.311907253555168
25017,8.709184556270951e-5,203893654,19.7,3.3331493377277512
25021,7.856999212886363e-5,109245217,23.6,2.001111127741671
25023,9.535260304777845e-5,110488854,32.1,4.923088142626629
25025,5.56952265248702e-5,102569336,20.7,1.2213871876735487
25027,9.659428493149756e-5,190234899,34.3,4.489434734518825
26005,1.49955987668132e-4,19498690,25,10.458709096037365
26007,4.216147846251142e-4,10457210,49.9,8.404749426658023
26015,1.9380318508841501e-4,10105375,24.3,10.317668112788025
26017,1.8960630288119927e-4,35874822,47.4,9.22244042598488
26021,1.629317626523082e-4,44305500,40.1,8.86732653085069
26025,1.8586103062804684e-4,51639614,53.8,8.119887664298986
26027,2.455068949480994e-4,5743390,15.7,9.885828551166853
26033,2.870488765950784e-4,10469460,38.3,3.8052544369153303
26035,3.2730010146303143e-4,14335480,65.8,5.033772764479514
26037,1.5825632842347652e-4,15417090,30,6.599776401037322
26039,7.190623427051126e-4,6785520,67.4,3.4704648989343556
26041,2.735304576164556e-4,12026544,45.9,12.051404941669857
26045,1.5804344966801812e-4,29820545,39.5,8.730945309770517
26049,1.3087134717734125e-4,149233234,49.2,9.415237652099592
26055,1.752609199834051e-4,29378495,48.8,9.379020017884514
26059,2.510741590796803e-4,8888075,27.1,9.004785580815183
26065,1.347843132305893e-4,71010066,36.1,10.43742524304908
26067,2.0744759675686458e-4,11150800,24.6,9.460342570035788
26073,1.829362678186961e-4,14592290,30.2,12.655772497522081
26075,1.3043293020067673e-4,44721092,39.5,7.801268949706166
26077,1.2381656999871157e-4,63456978,36.7,8.67702304260479
26081,1.1386588820673095e-4,127826555,30.4,9.255966433020214
26087,1.744197663205783e-4,21551400,34.1,14.254205210912552
26091,1.6202957134917547e-4,26620630,37.7,10.54952661493936
26093,1.5390440727363993e-4,33859100,26.6,8.414122174536676
26099,1.4539925792793535e-4,285395196,48.8,13.06541376023737
26103,2.2465566964230912e-4,15683240,33.8,5.115531795143219
26105,3.439617514532384e-4,11740090,58.4,14.285829140326548
26107,2.765550459772764e-4,11662360,39,10.295650187923666
26111,1.3556952789391667e-4,31775290,54.3,8.220192116299945
26115,1.4966114715388675e-4,51730490,48.4,9.923704059710621
26117,1.7412393709888432e-4,19497780,43.9,12.781445902224986
26121,1.516447121622093e-4,67933851,56,9.820490771985998
26123,2.3910448125243736e-4,16819070,49,11.32643093884912
26125,1.2632975017429755e-4,308535930,36.7,11.172779421695603
26139,9.302830821994778e-5,40626136,22.2,9.244464755034631
26143,4.603473530027202e-4,12919365,73.8,8.260965678243236
26145,1.1365250928252871e-4,61010410,43.1,10.019612845059767
26147,1.6142829847901123e-4,52501920,45.1,12.05187441355217
26149,1.806114087727875e-4,17388910,40.1,9.970620287150426
26151,2.869234631662004e-4,8317740,27,13.71985778582567
26155,2.255177232800511e-4,22127495,44.1,0.8276306569341532
26157,1.9787755721704123e-4,11527090,29.1,12.360227525659958
26159,1.5955869152586881e-4,25914840,48.2,9.106309701307891
26161,9.860932484222363e-5,63162760,26.2,4.222337527253889
26163,1.1825903234005442e-4,618073160,46.8,13.858544472802965
27003,1.4513206616126187e-4,57767087,25.2,7.370187484108074
27007,2.8465075541931245e-4,5604500,18.3,1.1284284561216977
27009,2.5039437113453687e-4,4995061,18.6,10.671442159740169
27013,2.1161100890607917e-4,8870627,20.4,7.3962628127132355
27019,1.2899333348109546e-4,10446360,16.8,8.042260536096606
27027,2.04502194465856e-4,7293112,18.4,11.211237058870474
27035,2.0951958885657732e-4,12807030,29.6,8.960399720587802
27037,1.2182954608351507e-4,54248141,19.7,8.864875041845844
27053,1.1418688101293441e-4,195431745,24.6,5.439237792425826
27059,2.602201462437222e-4,8772620,33.1,10.32278258624536
27061,3.1577535377418515e-4,10093640,32.2,8.226208661883797
27067,2.8207418551078934e-4,4653312,15.9,11.194701644161457
27109,9.621540845111226e-5,24803444,25.1,6.162454390872697
27111,2.505242030308564e-4,7850550,19.5,13.120386865895346
27119,3.167664480978175e-4,4614170,21.1,13.984467803743598
27123,1.2525752094621922e-4,86385094,24.5,8.63049238257373
27137,1.846641568375273e-4,54875571,39.4,5.9199062199371175
27139,9.193490250821094e-5,13759531,15.6,6.638360428440863
27141,1.6283430898757307e-4,10043556,16.6,11.772077198686095
27145,1.241465857822226e-4,20593195,19.9,6.6724130459601385
27163,1.0890239038964542e-4,40557636,25,6.222071306614501
27169,1.957062058437873e-4,9142110,25.6,10.80819483881862
27171,1.277933462637384e-4,18162040,21.6,8.815913285883568
28033,1.3358386347572693e-4,38149214,35.5,9.345860057346592
28035,1.640441921294633e-4,45605580,86.9,10.091056556515081
28045,2.7051278070137766e-4,12330190,41.7,10.514135857016186
28047,2.0943872424430032e-4,70190778,55.2,9.913806553319734
28049,8.584310245947078e-5,37504355,21.7,9.440814908453738
28059,1.5567786411513132e-4,50978217,53.5,7.172985728291331
28067,1.545459687004203e-4,26240390,55.9,13.792666103148454
28073,1.6355065908748987e-4,8127890,22.4,9.594647709291062
28081,1.351475597294821e-4,26529527,46.6,11.354917417220094
28087,1.6895887540972526e-4,17078030,41.1,14.894834099688882
28089,1.3173022370875143e-4,23792580,37.1,10.500418810329615
28099,3.733496249533313e-4,15213870,73.4,5.815151801885285
28109,2.716228848614831e-4,19941092,50.9,8.82498959859297
28113,2.9956562983673676e-4,16811955,59.8,11.559548536216031
28121,1.4726374893526378e-4,37164117,38.4,11.847722329939748
29019,1.2175515884541451e-4,31168810,28.3,7.736343748972334
29021,1.9621624158808572e-4,38750610,62.8,8.446317106062402
29023,2.3354416679027015e-4,29481540,99.7,4.325416146723408
29027,2.662052442433116e-4,6744200,22.1,6.450368949339413
29029,2.465622414948246e-4,15250650,51.1,9.547114108149971
29031,1.8203200085444533e-4,28488615,55,10.718198177021199
29037,1.9820885507100877e-4,26510440,38.9,10.576928568751075
29043,1.557611526607604e-4,20645030,39.9,7.0458712098864416
29047,1.8938302407648557e-4,58793322,39,9.209613467193053
29051,1.5655945046712217e-4,19558575,37.5,9.184857289424361
29071,2.242777712016379e-4,33403420,47.4,12.156337849498478
29077,2.0377604499118251e-4,102652634,54.5,7.171496286105125
29091,3.233844051395739e-4,19734980,71.2,11.517420331371335
29095,1.7914094622677754e-4,166071296,35.4,8.467079729769285
29097,2.5984754534000905e-4,42103958,52.4,7.0991151794559135
29099,2.0772887039247916e-4,53947853,35.7,11.650504039489284
29101,2.3406008622037705e-4,7648370,21,12.66547335273928
29105,2.817695125387433e-4,11851446.5,47.9,7.678454812249151
29113,0.00024037020347737571,11380158,31.7,14.40139085354851
29143,5.581914596706671e-4,3655300,28,10.534028229618855
29145,2.276676634720373e-4,9566120,23.8,10.217624372050775
29159,2.6032422198556387e-4,8403470,29,7.413930234451514
29161,2.3441168674448687e-4,26062525,84.4,6.050924316204942
29165,1.710468326025268e-4,18486630,30.4,11.159390835414928
29169,2.5769316744644834e-4,11713290,34.7,7.114004030763408
29183,1.4578914840115948e-4,70373960,28.8,10.447273129266213
29187,1.9013583290706338e-4,40960760,91.5,9.644438085862838
29189,1.3794443979187624e-4,218775210,31.3,10.12356885070069
29201,2.9594241750847527e-4,22056000,79.6,9.712297737090815
29209,4.6673872488027914e-4,9811150,44,8.81646487836901
29213,2.4298679946200636e-4,18275400,53.6,8.609441261375684
29219,3.200186192651209e-4,6341770,28.9,12.282175550754339
29225,3.735026545367233e-4,10623660,42.6,11.568914065471128
29510,1.2415149871199555e-4,53480545,23.6,14.747113071955997
30013,2.713658181949132e-4,24419380,43.2,6.09231262154919
30029,2.383081972355805e-4,32064306,51.6,1.7813610107504094
30031,2.1738211757349344e-4,13274170,21.6,9.74977920128639
30047,4.943862107849356e-4,9308860,46.7,11.305320246774164
30049,2.5789517524003023e-4,15689540,36.5,5.328646603087857
30053,5.248792777661138e-4,8351810,61.6,8.015382769400677
30063,2.619010006448111e-4,29114445,38.9,5.60871804784302
30081,2.885435310133706e-4,11943040,42.6,7.066334450487197
30093,3.6420492534998985e-4,11392150,48.4,7.769730970931984
30111,2.459874767847561e-4,38822365,38.7,7.471010875161649
31001,3.165859372526672e-4,5537033,25.2,9.440794690532906
31019,2.2118555457250865e-4,5500250,17.3,8.21264979152427
31055,1.1129450540834596e-4,98240473,27.8,5.890798589500598
31109,1.385183377463356e-4,49423851,25.3,5.762371711235295
31119,2.85591889190347e-4,5707040,23.5,7.082471873548635
31153,9.603004138706802e-5,25340678,23.9,8.133133799223062
31157,2.713851498046027e-4,9497790,37.1,7.610049320275562
32003,1.837115598556749e-4,745110939,56.5,4.5652403628901865
32005,2.5116109928329536e-4,16892990,51.5,5.876214501235962
32007,2.673230432440695e-4,12086020,36.3,10.411691960409645
32013,5.937537109606935e-4,4461140,39.3,12.702557424905505
32019,3.27567177332729e-4,15349658,42.7,13.062774989650194
32023,3.6822224105539654e-4,29557843,96.6,4.756054899311422
32031,2.281039331725262e-4,133415800,46.3,7.449715863328921
32510,3.156550793609494e-4,25105185,64.8,5.1210258187390165
33001,1.9254558533144593e-4,14468960,34.3,5.945207827641534
33003,2.5243426784889205e-4,11103910,33.2,8.835065439966897
33005,1.8670775716093487e-4,14927020,27.5,7.4141946991969965
33007,4.3696744592527855e-4,8219920,35.3,8.940892654929064
33009,1.6800164291151245e-4,23704079,38.5,6.650951611472226
33011,1.8632191669268805e-4,68540725,24.5,5.2412510363145
33013,1.7561696208236914e-4,37736090,36.7,4.939846776192754
33015,1.5335018318891495e-4,63191780,30.6,6.2263301030695555
33017,1.6132999618440495e-4,31228710,36.5,6.481696999002194
33019,2.942059180471766e-4,7838890,25.8,2.8368960059496646
34001,1.333522111415904e-4,73621097,38.6,3.749264940668316
34003,7.813125781409973e-5,118471276,18.9,7.005470708041628
34005,1.0984377462287637e-4,98843372,31.5,8.097435583581426
34007,1.0290835988805582e-4,152026816,42.2,5.543560759089008
34009,1.3695729388853704e-4,27252386,39.9,4.6738172909987075
34011,9.307649375709722e-5,41779811,38.4,9.734830575836217
34013,5.694671602108831e-5,93500795,17.1,3.270099267777286
34015,1.1186174174102509e-4,84627929,42.4,6.5851514861825144
34017,6.458795905391103e-5,65981691,15.3,6.698674416668042
34019,1.1770576416705721e-4,15543410,17.3,7.6427909521871085
34021,7.792249044264887e-5,54919709.5,21.5,7.938315052148186
34023,7.140731930650775e-5,137418883,24.7,8.082057919466562
34025,9.459212702957167e-5,121791490,27.6,4.407991920374904
34027,8.570036735790286e-5,66849768,19.5,6.721303036433104
34029,1.0454266256095746e-4,127808630,32.1,6.820454626981936
34031,6.166555701134449e-5,64252125,18.6,8.497202499764686
34033,2.001856584263735e-4,16448840,35.6,5.3664505502955056
34035,6.842353607013669e-5,35057841,15.7,9.037533300220064
34037,1.596266148883039e-4,27753763,26.4,8.722121777699142
34039,7.018303792313248e-5,74310147,20.1,6.349312420702011
34041,1.496233548331605e-4,20520277,26.9,8.0024451334982
35001,2.1565638220051548e-4,200552004,44.5,6.997936178971135
35005,2.1712276301469444e-4,17921170,40.1,8.428888158511821
35009,2.58226142814888e-4,10501500,32.2,15.69087238179124
35013,1.5772261442987648e-4,34962632,24.9,9.92385470160989
35015,2.7980887760175916e-4,16935430,46.2,12.962261720723156
35017,4.811657959857025e-4,10560210,50.8,8.350743118129673
35025,1.6639921355344627e-4,15672554,36.3,9.888247834384336
35027,5.115282301285458e-4,7359510,51.2,7.25711229159346
35029,4.4989775051124743e-4,6072830,34,9.335246438578814
35031,2.2891285564600157e-4,7116090,14.4,4.282239625244988
35035,2.6611077162437026e-4,13831430,31.4,6.83355931405273
35039,3.3510385402634997e-4,13190420,46.8,1.6810585082522458
35043,1.8522033011895866e-4,24325590,28.3,8.171661561698043
35045,2.597319778952091e-4,22375725,25.3,5.298457016122706
35049,2.5342369901608727e-4,44085450,44.4,9.920517190295103
35055,3.56663820131271e-4,10079700,44.5,10.886538178582708
35061,2.423924781721974e-4,24459520,47.3,6.932380887351291
36001,9.658397720416297e-5,52759730,24.9,7.091207695632859
36003,2.2864744642374607e-4,11227720,32.6,3.2367425209024208
36005,5.6209161887140476e-5,133938680,14,11.806455070968994
36007,1.2344328087531757e-4,56680470,40.5,9.365260985086252
36009,1.61346612863288e-4,23467030,41.5,5.491354467495077
36011,1.3341941285382002e-4,14058764,25,9.735487825153813
36013,1.3616262970793104e-4,42918420,45.4,7.976368446563568
36015,1.4375550666197458e-4,22289050,35.9,12.213096755054579
36019,1.5579845626747645e-4,21246940,36.9,7.864733557732828
36021,2.116579788756764e-4,13933020,31.6,6.557287920696916
36025,2.6360301386112514e-4,12402264,37,7.862820172502207
36027,1.2638133762960622e-4,59935295,29,8.896385157744815
36029,1.1338634752823892e-4,312646833,48.5,3.766882162387708
36035,2.0373388650170396e-4,12523530,32.3,7.754409467121588
36037,1.7099278410451078e-4,14481300,34.7,6.9322866441301345
36039,2.6287855791777873e-4,13828840,40,8.953963587166236
36043,1.8771893286675628e-4,14323560,31.9,8.057267496686038
36045,1.4165533454839143e-4,20720260,25.6,11.092795034811742
36047,5.14838718339788e-5,193257281.3,11.1,6.997615657497292
36051,1.6337229345051357e-4,11938910,26.2,6.481931609059561
36053,1.6650449489836517e-4,15841062,31.3,8.911103382800249
36055,9.374667846196251e-5,168921432,32.6,5.062766567573731
36057,2.0041285047197227e-4,13252780,38.1,11.061971307759773
36059,7.101628476594861e-5,261780431,28.1,3.834388475926104
36061,8.275679175044792e-5,213144189.5,19.1,6.867190531182845
36063,1.5228909265688675e-4,77035905,51,3.3530663205523816
36065,1.0927564815839208e-4,56556814,34.5,6.342761443647826
36067,1.0525820183735281e-4,123786547,38.3,7.002305398490548
36069,1.259049400905274e-4,24683740,33.3,2.1151240936432965
36071,7.930758114068975e-5,82730360,31.9,5.7236496450984164
36075,1.635878813376516e-4,29114405,34.1,10.032921847329494
36077,1.7162483748494418e-4,17517740,40,7.268428943681937
36079,1.2079880255784382e-4,14979750,21.5,4.112972372269271
36081,6.20859962717225e-5,176805730,11.4,8.009225374176852
36083,1.087843966710338e-4,30446110,27.5,7.80857243552616
36085,6.942531102332936e-5,110354990,33.8,5.022585967670877
36087,6.330142885871399e-5,46848156,22,6.739946329532846
36089,1.0640577967733044e-4,23957770,30.7,7.047571040099824
36091,1.237716361608733e-4,42195100,27.8,7.818141197257291
36093,1.1085420243829721e-4,27389680,25.6,10.940287009118972
36101,1.5434552196103368e-4,21889300,31.8,4.93919823472293
36103,9.211776440439514e-5,345180031,33.2,3.207544415903326
36105,1.7147346008610404e-4,27245290,50.3,6.950608167799018
36109,1.4378885670843553e-4,18487260,26.3,7.371662362250268
36111,1.2111697327712428e-4,43367700,33.9,7.328932329257678
36113,1.7004699480583724e-4,20185960,43.9,9.592840354686105
36115,1.7535349734788857e-4,12635370,28.7,10.35020324155459
36117,1.2318871912750113e-4,20708210,31.7,6.522647079405132
36119,7.038881747649035e-5,120521446.5,18.3,5.705509937085396
36121,2.469562640456375e-4,8996780,30.4,1.6151636754123622
37001,1.3755815194533018e-4,37891057,36.9,5.98686669750931
37003,2.9389761675750774e-4,10007960,39,7.199821299198635
37013,2.2657538612659326e-4,15421990,46.9,9.441467226718125
37019,1.4377525200671051e-4,43841090,61.7,4.483772004462712
37021,1.9452280095834105e-4,73681142,45.3,5.438467836494883
37023,2.0836991103555597e-4,43093145,68.2,7.5832039479650115
37025,1.2627419307038922e-4,49973870,42.4,6.170164570050992
37027,2.0097112142637423e-4,35588890,62.3,8.220108071410367
37031,2.1799286597261943e-4,25234520,55.6,4.614785400709783
37035,1.7207463720891736e-4,67375275,62.8,10.02199476079491
37037,1.505783191037472e-4,9471210,22,8.520760443346214
37039,4.041443162612977e-4,14558944,76.6,9.762422538083138
37045,1.9565325066794165e-4,37959244,55.5,5.556265317385056
37049,1.370385004293279e-4,36586430,52.6,8.95651052932135
37051,1.485400178476216e-4,77444020,35.4,10.132862222220973
37055,3.047175822044932e-4,12766475,54.1,10.546891266230663
37057,1.6770013954567797e-4,45577945,40.7,6.604499316738784
37059,2.4600413649845086e-4,12124150,42.8,7.406496989067117
37063,8.92185648854666e-5,50832899,28.1,3.2368032007989913
37067,1.1769244943929844e-4,93103418,38.7,9.495266466272794
37069,1.6159004387172814e-4,10881098,26.7,4.45606614078816
37071,1.614466656737304e-4,80096265,56.5,6.0208869327280485
37077,1.8803418803418803e-4,14470190,35.9,1.8454909322753954
37081,1.1168499678702318e-4,112060253,33.8,5.610111348646746
37085,1.4329283649050333e-4,26983429.4,35.4,11.546210887233059
37087,2.4285514114270193e-4,22390760,54.9,4.1964294477296695
37089,2.061820932314302e-4,37184885,51.4,1.540271465191199
37097,1.3492797582509135e-4,53962294,50.1,3.3023476220692647
37099,2.44385248906376e-4,11722410,43.3,9.468733797465294
37101,1.2527848514535102e-4,34668630,31,7.0169472774842605
37105,1.8443999806381806e-4,22028240,56.4,8.914961477201887
37109,1.4940821137095317e-4,23446740,44.6,3.1978480957946545
37111,2.2227655649158685e-4,16603255,53.4,7.238450243049971
37113,2.9238911142949036e-4,10201710,43.8,4.629579153072926
37119,9.981943464018798e-5,137656407,22.4,8.421102126210034
37125,1.5827831431019257e-4,34862050,58.2,8.954648721328365
37127,1.3371574213684353e-4,26869200,40.8,6.934361541854928
37129,1.4862566461362002e-4,66091015,48.1,8.329773994538588
37133,1.8945402034317114e-4,37141680,31.5,10.864441936805598
37135,1.0949537611831249e-4,17498560,19.4,2.801039327424844
37141,2.0960135164931602e-4,9021600,25.7,7.713616378668704
37147,1.1004194612397758e-4,41817218,37.4,10.012866067607465
37149,4.915093359668406e-4,5483640,39,6.051929118984802
37151,1.8183760036227765e-4,29880030,30.5,11.751812047215415
37153,2.2252386568459467e-4,24199340,74.5,7.443672832547453
37155,1.3295161253718015e-4,52438102,57.2,9.878182439390985
37157,1.5574164323187373e-4,45232604,69.4,6.48882137234334
37159,2.037777827178072e-4,44973378,47,5.756629878159205
37161,2.2892649304305385e-4,23643650,50.9,6.787699786333414
37167,2.2999181312885795e-4,21949140,52.3,7.005359362751185
37169,2.8202067517723824e-4,13716510,41.7,9.369945683976907
37171,2.5368360093396675e-4,41227030,80.6,8.979122996217482
37175,3.708334195022066e-4,10987690,49.1,7.929023936474144
37179,1.033024794652899e-4,33642564,25.5,9.137667197282724
37181,2.4681385747621614e-4,22480080,71.9,4.864525724160952
37183,9.295298356933705e-5,144368360,24.4,5.778083088030711
37189,2.1393573407908994e-4,10799273,31.5,5.286566249295847
37191,1.1262248964748177e-4,29823530,35.8,8.226016049583144
37193,1.978792865408161e-4,26681450,55.5,3.2301067653587756
37195,1.591407660252281e-4,24631314,44.5,6.032518280765597
38015,2.0162486254508036e-4,15429771,28,8.91365453544214
38017,1.4803501408617426e-4,17852961,17.8,9.084126567470733
38035,1.835082813753094e-4,10614020,22.7,11.594010220309107
38089,3.2925062557618857e-4,4436580,27.1,7.4334077224175585
38101,1.9869023685943683e-4,6820830,16.5,13.131514305287403
39003,1.4171642893959812e-4,22915980,30.8,9.436004509455607
39007,2.088255679477731e-4,28838590,40.5,8.339750476910808
39009,1.5108935424409996e-4,21306975,47.4,4.262087793183881
39013,1.7400696186847586e-4,29974995,61.1,8.000190623517836
39015,2.3864704177330124e-4,14927670,48,6.0403361894672525
39017,1.2546890466416872e-4,157804910,62.2,14.595786066690204
39021,2.564957549952548e-4,7999030,28.6,8.038344711186726
39023,1.5491133432330207e-4,44490804,45.5,3.747548633605913
39025,1.4648200199111417e-4,66765800,48.9,6.384993755183124
39029,1.871453471720094e-4,28091830,36.9,10.798344327537084
39031,2.720348204570185e-4,7387180,28.6,9.742436038600651
39035,1.2381075797308056e-4,267109356.5,29.5,7.962494556668219
39037,2.2138368347279325e-4,7652490,20.7,9.967934611357697
39041,9.219002193942953e-5,41877304,36.2,2.377197317806577
39043,1.6913971985907898e-4,22404650,41.3,6.8291451387021045
39045,1.1738163366061955e-4,41684000,41.5,6.067914464108342
39049,1.1861089886864318e-4,415305860,52.1,4.4210288293548965
39055,1.3825497057358687e-4,14741020,22.3,7.96999729463634
39057,1.3856179808863662e-4,40158258,35.9,10.103987521293279
39059,2.5472515156146517e-4,16493770,58.4,10.63713778958377
39061,1.29883961488656e-4,254155134,44.9,5.217463044510673
39063,1.5224556819345487e-4,14590250,27.9,5.874438562517733
39071,2.5491695021594325e-4,17388100,57.2,6.036283236145905
39073,3.4885749171463456e-4,9462960,46.2,7.599592616517988
39077,2.211085915618516e-4,17725100,42.2,9.36779546459549
39079,3.081759068076058e-4,24830810,106.9,-4.010835561506341
39081,1.7279316033178897e-4,27172828,55.6,4.909038521688498
39083,1.9732298483901732e-4,17255440,41.1,7.875230899675508
39085,1.4121759044699074e-4,64928100,40.3,9.145289986254205
39087,2.3578608560064076e-4,26040425,59.4,1.2434811964457209
39089,1.6141184066347655e-4,37698250,33.1,7.948151165184334
39091,2.3149713960599636e-4,12373110,38.4,7.253854199634947
39093,1.584786240781582e-4,67845758,32.3,10.168733727589071
39095,1.3611681215107486e-4,164140410,52.5,6.316356237085043
39097,2.269375770158619e-4,10405156,34.9,4.851797479999357
39099,1.4768284194066289e-4,76029900,44.9,7.540900609303968
39101,1.9440198391203832e-4,19157178,41.2,8.387331678648206
39103,1.4138782840077816e-4,48158590,40.5,8.127217900334964
39109,1.419830545092324e-4,24121075,33.7,8.949667322046496
39113,1.5429348160777277e-4,175177195,46.4,7.450287053244718
39119,1.675544514044892e-4,35396946,58.9,8.85933610339136
39123,2.4299565037785823e-4,8790170,30.3,8.760229727618235
39129,2.0143637879534125e-4,17814810,46.3,2.4132449948888044
39133,1.317801322287439e-4,32128745,28.8,8.306011653408522
39139,1.466012017369171e-4,30293000,34.4,4.863906026738238
39141,1.7775751840998637e-4,35275018,65.3,6.799527317824376
39143,1.8582650561702846e-4,12651330,29.5,13.093123529749633
39145,1.654377893527309e-4,37686098,68.5,1.750882474733175
39147,1.9251636975117206e-4,15895699,39.8,8.78074014739758
39151,1.8321802274899653e-4,119481839,45.3,9.963394348156683
39153,1.658565191469963e-4,168170319,44.2,7.4547782851258555
39155,1.7825229350298968e-4,81844830,54.9,7.524959181733518
39157,1.3819992953866241e-4,24951052,38.6,8.871611625667198
39165,1.1400774401247432e-4,58474710,40.3,6.392678739337788
39167,2.1516766526531828e-4,23340835,53.8,11.79238174195013
39169,1.1572606626793914e-4,20679918,25.8,8.249317977640015
39173,1.324358788563396e-4,29710335,33.9,1.4246432032470484
40013,2.520745735212225e-4,17741460,61.9,10.311005584691202
40015,3.383293297695977e-4,10360440,51.2,12.911547928044243
40017,1.7462550829466488e-4,34093070,44.7,8.25990510718962
40019,2.3889202974226365e-4,21932091,66.6,12.032003137337636
40021,2.2095397671053672e-4,18066518,56,14.435287142966692
40027,1.7100790909677592e-4,70479231.3,41.1,6.505510620484924
40031,1.5540770285512188e-4,33187575,39.9,5.254734886507724
40037,2.5359205169858256e-4,28302170,58.7,6.6398324908224176
40041,3.618032272847874e-4,9372690,32.8,9.693441278011857
40047,2.1620662379795818e-4,16543180,40.2,8.607107335791198
40051,2.3508442763889214e-4,13108195,36.5,11.027343817593534
40071,2.4443022539900373e-4,16512040,50.9,8.105659738840227
40079,3.081697466313422e-4,20641900,59.3,10.132986388066879
40081,2.8537183950687746e-4,8544250,36.4,15.18347868522441
40083,2.9094043923881324e-4,7409490,26.9,9.969539067752335
40087,2.949070560897754e-4,18140590,78.8,3.108956580584258
40089,3.489193362733554e-4,17227590,74.2,3.0961210868977815
40097,2.772682033530049e-4,20633210,72.6,7.130094062825609
40101,2.2103694955351107e-4,28818070,58.5,8.420951141998053
40109,1.7392025317053373e-4,304336268,61.8,9.49902151052879
40111,2.6827628630832006e-4,13535290,48.9,8.447098651069325
40113,2.6074480001467336e-4,5008540,15.3,10.116893377650964
40115,3.193663771078181e-4,9109850,40.4,7.982935540520723
40119,1.894364896854554e-4,27392580,51.5,9.173862398874814
40121,2.6086240756921275e-4,19614545,62,10.013349783342093
40125,2.399887207792344e-4,33099410,68.7,9.077605404551754
40131,1.633337660965711e-4,32323078,54.5,7.9123640116555585
40135,2.5059688825854534e-4,16407780,56.3,16.04750610518686
40137,2.681602491432231e-4,26097120,84.3,8.894651350045358
40143,1.8735055982122844e-4,275213174.8,66.8,8.052523794310273
40145,1.9771029195641545e-4,15927590,32.7,13.542638652503424
40147,2.3067028934894786e-4,17827065,50.7,7.83682835111212
41003,1.5234207048414697e-4,17565910,30,8.014249868235037
41005,1.6297247524451223e-4,141877060,54.6,6.140220211452479
41007,2.8473066220200034e-4,17962800,69.6,5.030541468408054
41009,2.6606961063757156e-4,15548040,45.4,9.06512637895399
41011,2.9510720744550697e-4,31604850,71.3,6.779233629942466
41015,5.687575088773226e-4,13043549,83.6,4.881352102137245
41017,2.1318185886254793e-4,46930839,43.5,5.148087820417491
41019,2.763390670406674e-4,46301090,62,5.543913480128763
41029,2.4418068594963296e-4,94351964,67.3,7.494658458634906
41033,2.8292641053092877e-4,45540612,79.4,7.914499580676751
41035,2.839356369585891e-4,24300950,52.2,5.011678939582715
41039,2.2060893341827154e-4,128324700,52.9,6.710514931188124
41041,3.6283523711252e-4,24812925,77.3,7.332146350631526
41043,2.0058375734292394e-4,45336775,56.8,7.3846165259530805
41047,1.4487536758711023e-4,91485939,42.2,6.531225473116102
41051,1.6995455809721622e-4,267680373,53.9,3.9795308999211576
41053,1.4117767852559165e-4,16284900,31.5,8.80142895332817
41057,3.82511570975022e-4,12866700,73,4.494939884178363
41059,2.0337828308305796e-4,22583610,43.3,9.985550023125278
41067,1.3091495489835802e-4,132469334,36.6,3.4573686356872524
41071,1.7802900755147977e-4,27266371,40.3,3.945334428664745
42001,1.6907368057510297e-4,16961510,24,8.041560688075911
42003,1.4478902104549083e-4,338716252.5,39.6,4.356452737904354
42005,1.946395525618863e-4,18061780,37.2,7.696737130665802
42007,1.462208945685489e-4,40407090,33.6,7.6968225476236976
42009,2.169149597318759e-4,11032540,31.6,9.011999929061377
42011,1.6193328489149148e-4,63544363,22.3,12.15410524425643
42013,1.3417567934511377e-4,43920060,49.4,10.135081399080459
42015,2.1834882706718578e-4,14952980,34.3,8.506741974337924
42017,1.3489551227856305e-4,165738590.399999,38,9.075728895469917
42019,1.372797237716057e-4,39973419,31.3,9.402963577301962
42021,2.0828332573600167e-4,62327100,61.5,11.729735661204058
