GEOID,d_trump,d_trump3,d_clinton,d_clinton3
19025,118811.3252599669,126436.03669284076,112892.80503952852,164045.17413817853
17029,397568.0328839188,330927.355508366,298848.63316929206,445815.1782335804
21187,454341.19374097965,115589.84542467598,70484.2116938455,461739.12739030726
22043,670104.6030140618,422339.21397081047,237803.56613182218,924763.4060968019
27109,234948.66303814427,154967.30270414258,114022.01250376474,271380.92712233553
27153,508703.958437087,301106.69596974575,186262.52911855685,515558.6444798603
51045,151715.82185808293,116166.37752842737,33146.91744227899,209359.45057079953
05017,576670.8146020889,382758.91546119156,150163.51301752796,827652.2475510912
18147,562478.5472819129,296080.7590235908,247910.45223755305,581592.5585264137
18089,212243.67444111797,214560.31816186992,194173.05594798274,314511.68184625194
18123,550845.3332068451,264960.15039044205,216603.82125718857,573261.5670209994
20037,87033.3875736375,114041.30466791941,87223.83802927789,340556.55730333657
35055,206646.33061400868,221397.74834093545,193974.05778441232,415778.1979476013
45057,166302.3513155024,61575.14726596602,61403.860764036486,204431.470510449
45073,295868.90712428844,134076.24155827268,89434.18721421887,376288.2713934352
47069,627589.4912961611,487501.38606621284,342303.41329422937,736575.5710681604
13013,393324.77199134114,231907.42277533488,192905.73430812982,465934.5131876947
16025,816031.2334521362,642488.9426454036,607186.3928006183,849041.8734511512
17061,311501.52122393076,289310.1544644502,243163.66967262418,350677.24480375333
29195,273986.6175260317,225850.52951138502,119117.21328999673,289511.81241673883
29033,239352.61357457907,197687.0716625963,104706.35758840095,268874.28340055206
38089,799845.4546722783,719199.2880512048,689787.5295311301,882568.5059359443
48093,628059.4538782518,487513.44783781853,204460.25408176464,856394.2184434526
05077,503031.9683442451,432095.2864540437,282710.6983076323,701657.1818464482
05089,276052.36191516236,301462.0645727897,275650.3056182711,492428.7780609502
06051,384009.99547567964,255292.78285929209,190166.13427904982,525303.400704347
20095,226442.64061978334,264299.20044760674,219125.08504971224,462521.9824090784
13183,384945.6024692281,180325.6668502844,158944.47924910928,420596.06339496403
21151,397092.64032712736,185881.25640400779,155705.57316377526,450981.23847157735
28125,638579.8071540933,320927.4024795323,88132.87722235594,858479.7551038677
05025,469542.7150365678,401633.43447903567,258209.2937473829,736175.3807238174
36061,133555.0470221654,112109.07055924619,78684.0424003221,196468.83314368303
36075,377874.2328897054,234528.81722302106,228966.68799207144,389876.56165823847
36107,263172.5063101902,103916.3990420221,100528.78328895925,296582.965311739
39015,368594.3043488392,59941.99397220397,56072.143134913815,376615.5422639685
44003,147248.70987111484,133487.92076019285,127521.1903678262,285053.34946400434
27113,743817.7536046132,512705.09707180643,414677.0585678609,750776.9993615404
28121,743855.8745307813,227996.96666242997,21541.832474386112,823450.0000473486
29187,461403.0620332304,418457.92202532507,378034.2614490732,478896.5223407701
18027,487597.9081453603,269939.60198649473,225015.90660752822,516720.2876139103
19095,46227.57953913142,72196.43510653627,45685.03370069258,103422.666062706
21169,485995.82391255983,295768.56333574187,255635.89725969857,576085.9245974165
21097,431132.20870027837,107847.80367444594,75027.59984287199,435986.5689493454
21063,334958.428201936,164098.87053208394,158517.86895492836,359866.7923527394
20115,194731.6525415632,203307.3754706824,186557.03113844455,374010.1491928984
28061,782156.6866327154,204266.4793307473,103701.00233206674,794581.4642625067
29017,495036.8920902504,467978.0848751139,436035.6161303862,533237.3042799076
49025,308561.3244023205,313187.3707901999,304706.29915503244,352165.4766262375
05035,518120.54794680886,456179.3866212734,325025.2292857013,684047.1707087768
38077,582723.9753467214,402298.5893013908,328939.1449006004,602759.9046096293
37057,37693.64264712335,36788.411663017214,27810.252830806097,107545.2606697432
40027,254652.07244431126,332259.2103066727,254296.50164868418,588804.4912510312
47007,446775.020765752,263410.0540975841,237986.28911382024,542749.0567725769
55049,169424.2687405508,161728.22044687573,153581.0418826567,275936.8941186986
55087,262469.51051647204,65268.185145603675,37769.35432644348,377561.30914098833
06007,684629.227508303,332395.1957185313,155304.9296362389,826609.7960713482
13001,393043.15064200363,189396.47390171417,169756.19684992495,418937.4498470654
30055,874137.0388377601,831744.8494601556,804748.1744294843,1032539.428178678
35027,509565.5709367035,420545.14510639996,179003.6178063359,596765.95858422725
37195,59211.139486993394,44329.82468256612,32578.80432419971,113878.52624938427
38007,811872.0967570024,745802.8894866746,744842.7786582637,925464.9010326465
39011,222767.91820470532,101971.79322605593,85080.02394491134,292912.7321633779
41031,1073632.8099160772,517411.78713263327,379635.5001243184,1195158.2854771086
42077,79704.86566817363,77349.40110035079,71962.77426546572,176768.73653477876
40057,455423.46710930055,482201.5061220278,453451.4260698841,585278.7948346124
45063,265392.9485671033,152990.6471353972,152733.89517754692,300609.066575123
37105,56809.51011119636,65862.9529661873,54677.80130569868,80036.78475550939
47117,587548.0357488779,402192.8092270765,378710.12638693175,683648.2791462566
47049,417194.65871740505,244013.37612585266,229782.28276988727,517216.66491799615
35045,377514.2121767799,299404.2794480879,224514.07556082684,443130.8081779246
40139,322722.63948588603,353343.5397449263,321678.7731097132,431379.59255851107
22063,840875.6767633924,295846.47231786704,213573.57642762378,851836.6744673256
41035,915913.7288160678,456679.3855787615,389994.06904005876,1057106.7064125815
05019,401407.1811405964,383446.6571616323,340131.96331819525,696447.1971340262
08051,212366.39802347912,173513.42836669428,137854.18977933936,389636.97721508547
13269,539557.6797819892,290903.56458610215,230582.04432363395,542606.2086124794
21181,412595.6844030929,117850.44870991945,95296.97586596679,415619.24554936565
28161,631037.4901191741,376670.0764428391,197655.495147552,807450.1336188104
37141,149852.34983733893,36874.15862188113,28828.962925337877,194830.68025195008
39169,162747.30138867954,49666.28626826,41973.94691043632,174980.30505950545
01089,586452.9979520601,391976.4263150887,370651.5875469694,677928.8959584102
08077,317475.23781444045,204928.57862786794,12249.644809026948,439652.5191999881
13191,354561.6287889586,153223.73558070205,131946.3510284148,396652.7169229624
16003,981436.7952464178,628697.3964678862,559883.4934327315,1021346.7062452039
21231,412792.66090707836,249978.92848332168,243304.12202594022,513763.5245248771
21127,307901.46624167974,177702.14602559042,166612.16623429596,339406.11686554126
37013,156808.28244170622,79115.51932380136,48601.85819694345,211685.81959807893
39105,228926.95410252552,149651.16331026607,130099.51934711337,275494.08478313073
47009,331699.74420659203,152377.60849927325,123306.48412143395,427493.3029376933
13007,420783.6424529313,183854.60203145904,97222.0126595378,433265.0884371755
17041,378741.336907201,323145.78949463775,278537.6726376268,427088.9150743756
18137,408316.6076553699,108846.0283915995,64960.795657884235,438031.7025978678
18125,523730.0643494374,294155.4311330334,247580.07251844087,545624.9813200952
18133,377836.4062795844,242496.15594163546,209672.27142393996,430977.48473155085
30043,915069.3588648726,830317.1886982281,797397.9919474017,1043391.0024050247
30097,783770.3161559581,738451.7083433684,720792.758238241,964698.5827427272
31073,434859.47700769966,369679.4827154867,338885.1967953392,481317.9250248884
31171,431780.3357881109,374905.4582188475,346961.24779759505,512187.4055452705
31121,364830.9922687461,245929.4708423459,178646.22598033422,413204.37158913515
05105,337107.621548713,357272.08904989355,336519.6473787028,609255.5775890977
13245,350802.832948181,236043.223048935,234920.08123371046,392719.8128935572
20107,148840.39850397644,128183.39132735765,88312.45543878978,309770.008049308
19057,123787.4704451747,111126.19779384333,84074.47151089142,186712.5798576158
29167,207231.76897480048,200477.81077054626,182915.45769943402,365277.3361060919
45045,234904.61306822146,94891.74186886758,61460.42540580784,312706.9845912762
20043,236003.65652181034,170892.99277588452,103588.81840577631,261172.8907323277
21111,515527.3525662638,190479.70409563137,142419.5964151938,526356.3983095359
21093,533413.0178616119,248655.8260937069,201357.41408572334,566656.4016796759
23027,253859.55702893413,88389.57403599087,43130.60757072855,555890.002540622
28041,695119.5498676887,171394.28257031305,162773.6995974806,722607.4828359674
49003,622793.4742598729,561609.342639212,468866.78818203567,653210.5212565267
54029,47659.153859343554,44721.013733885535,29674.515353934294,129697.09058572908
29089,282122.02161836956,246027.6856645729,162147.22852506474,299121.0207642626
31011,362987.4283128892,235638.08746829105,162810.08310325374,419897.6002857927
33001,59588.0718272543,41007.02752218139,4628.484649882758,355112.98551445967
37101,32067.96026301242,42684.88453789341,13112.99114195139,85042.58460848703
38057,869793.7182835975,735979.7216162537,685702.2672575786,896604.4439746985
06037,345904.38688091206,406887.445635339,341509.02731780615,428067.7323302899
08023,128943.63090074256,164827.52503824705,131904.14008128757,382095.843826001
37189,128731.6926661506,93505.14898389232,58720.69689169653,229187.10875032473
45055,202478.32813723627,101810.44569636625,101644.7339580391,226973.79960423277
27157,262456.5187278202,148571.6973140392,81551.9416657151,303289.0646439952
27087,660353.0738313105,437729.257421951,337551.05308286054,668535.2478465621
46031,722582.182750366,604157.7507316611,524256.6884469926,748246.9603218986
45005,365051.0733984228,254374.0553583677,254127.2268498022,387306.4415339721
46053,484571.17443162913,354874.9844522912,239431.4776145169,526403.7919300698
47055,616838.4814641456,415416.13756854355,405768.20752078044,711651.1040606619
47181,682615.7017232123,447142.61766659137,394887.15158286743,744386.6013608556
48079,544478.8449534901,511193.7373422902,381363.8629094317,672656.213001487
48337,420643.2244839909,406631.8863184204,376778.59864684014,719674.694244085
35051,439711.4117441841,374907.7822094471,219276.97315739337,611172.6435109394
36053,330888.2105491726,174580.99815268329,168066.3858424924,334410.54727901856
37123,94468.22539162906,69067.46556335532,53960.76843298441,114923.5520588535
40101,161262.39928483331,237018.2037955589,160620.94793075937,509917.6788291811
39045,234291.3577545812,69369.43095879845,40111.08186989964,255207.63241798538
41047,1158955.0182442358,545624.607270815,342090.8972351238,1290587.157479212
46059,543038.0723491398,405565.6525003664,310542.7749317812,583642.6674274008
24017,225691.1655565436,69518.01081270944,49482.014579498864,262274.5614798245
09001,207020.58364406484,125120.95707579039,13255.833903875366,220880.40360736096
13047,459693.0473528796,277847.1805400591,242461.44691707953,549885.2633488966
41051,1211285.971097281,563360.4351125123,269754.71939632134,1328305.6613868899
08107,191217.28309720592,177381.78144403387,168315.07242535948,454221.83247033664
12029,195834.31598476027,128660.88365985717,109070.60222210614,210604.21048937718
23003,468611.6570980222,293712.8332905323,207959.9886341957,766174.6716016646
41061,1050075.914023121,590359.4562703716,437180.2959668415,1110562.8992535903
48469,927556.6337665811,620944.5954026949,177619.17451455494,1203147.5452992204
29203,373852.46356338286,365368.762654135,342805.7132486523,478803.60778568516
22009,745111.3179958106,382196.4405921645,220017.93842746926,903689.2942668244
28067,761707.874677343,193549.63991018472,120842.74700782895,788176.6591851439
18039,153121.33429534754,156400.84660936496,154153.21850234037,293361.3825849872
18173,558019.7701701346,311733.3834369538,264020.75788786047,574901.2099262642
31115,478072.7408157755,343893.5927904881,258790.4000695128,490798.5256253812
31039,259135.23723643372,143506.1973853042,72001.55724063428,315130.50331710855
26065,112437.22741673922,70176.54578884025,24819.57747627374,225424.35901652364
26119,269502.72658769955,260839.9756381482,256926.6522909325,397416.3377049734
40035,49527.04486837147,120204.35365219817,48963.17454153306,387005.09432575
16035,1156004.64669853,752127.8899468046,518029.41099207604,1168200.1247685587
47065,452904.77559569286,269417.6884830157,238787.68600329387,545633.9122174269
24021,198316.49360695525,62705.750409606706,42162.62922575708,213245.06635771316
17151,574393.9431030046,447075.9688736354,399105.2028223693,610812.1314022064
49015,496439.2491527131,387597.6157509108,187113.54178084515,500590.13980313926
01023,718065.5558515249,197304.09477652403,181845.04440885657,739313.3652066278
05033,204868.2799368826,265841.60003480024,204242.49242367985,516856.59345780406
08113,328483.44685165776,257882.73404433555,125315.33311627652,431811.9961759933
13313,448698.4392076863,268480.26006062474,230606.9308627391,537554.5653933844
51181,213027.6111641715,131257.1917129486,71009.30415914887,248791.95033706503
18129,546301.736786427,361681.88574617147,314448.8426281387,584555.6313208088
12015,120283.89598194856,67500.75767443502,52926.07719556926,136817.01197207108
09007,190209.01304125838,143227.91442628222,64921.51704803012,247541.32455612088
37197,36545.53819392198,58591.13720948328,36807.99629752502,137377.0390109009
01021,680052.8252540885,284658.4249390729,274622.85916583077,686371.9392859782
20071,246259.6585858535,253205.6469057534,243653.95792770243,370840.75281035434
26083,554801.8562847995,361863.14910658076,346298.9156915813,652567.5457087815
21165,357749.63788401586,165844.42360222907,151383.24051710078,397484.6116875233
37183,1823.6484927973522,47190.14096099082,5341.0412784664895,52807.32366679115
27063,261862.905895959,208815.07430124184,166000.04280814427,290260.47473782237
05139,512974.939220173,426443.1231838952,246019.02126765298,801470.8943477251
21055,599386.6770107038,416147.0688394469,367825.27407568763,639819.6595658815
37007,129951.46673705251,68020.46685193869,58753.20991166625,150104.71538666775
19007,111309.87852849124,135327.8224263757,113835.93819045214,132730.86117498286
22013,575055.3402173927,444669.58907702524,270163.64077509276,881337.701373902
21205,362128.00563450216,144169.78420022826,137635.1018095741,378444.58216781204
27163,356287.0633957279,166755.7057535077,32709.193455376197,379680.85170035437
16027,845089.930015455,567513.5085367919,528726.504389874,917691.2965742244
16031,695564.0221981939,587682.3784036019,553639.1410819284,722915.4521517388
25005,136953.62340444166,118777.58726153208,112917.58642419074,309043.5684430863
25009,57316.00631976423,34558.262055719126,24895.53118450713,327220.66687551123
17137,280374.7260010857,255806.0964444742,204779.316252904,331264.57032748044
42029,49998.525390949224,55541.013956271374,31913.784196247787,153344.84719257918
27079,310399.47828858305,184029.82729074493,68682.74999707418,313477.23214730585
53005,1182430.941709077,596701.5856284678,281415.2321572619,1249114.6280876743
53077,1239521.2928335841,588577.3599961333,201917.54230984114,1319216.1063993834
47113,626116.9958642344,499626.1508770577,389323.96991127613,716309.4572929733
31033,223456.88404342413,196423.0855625703,169724.16805488997,452670.7551886372
09011,174737.09932399,142126.8588727605,99460.73101542937,263083.04921167047
16065,711649.383572729,643718.5152909935,583131.0944636591,821127.8510843286
01017,589638.7122100128,308071.64746849216,294149.9606647902,612263.9761267008
18167,415021.9595944732,286440.4651409854,249453.50696319956,453542.8009392482
06081,649650.0275799596,428931.0928420474,318655.10650474246,780753.5237246053
51159,262420.223421127,117473.38972801561,79668.90038664777,274209.01878377853
48157,838411.9871043847,548026.189302126,197751.8660635322,1135346.0005583547
29133,560957.449710772,506556.1255372812,488029.2836248885,606220.8843552604
26137,251165.6879830107,248486.05225125948,240283.0577465745,402382.41269665235
39007,153804.71055778005,61610.471343672274,17681.52458920981,170446.90896639173
51153,243122.33020798457,41786.52916728459,32762.73715378813,258410.7115867329
17037,237921.46581709347,153207.57740766046,134707.86742874832,301673.23975264304
21119,275301.40340260864,176939.8993361614,111831.68855919907,373912.89179977466
19027,109340.8404424377,113264.53682389265,102543.00555634855,162541.9515080626
16055,1287217.4014983159,769401.3285111154,416348.01574898924,1289475.278560656
18115,413384.2450405847,90921.88845082006,42866.00391372023,440796.74876961525
19119,287612.2001442641,207648.99418888253,100292.73632366439,327878.79394623026
21007,585282.3500296767,498256.18794073863,452468.6551297339,607090.3534446765
21117,402385.5735004748,63999.329449522804,18588.928357554254,415283.20106946665
22115,700020.0865351859,440773.834571107,313728.52691899106,960956.4273618709
25013,132246.81439986502,124759.19119244344,114325.91619488434,258351.09083546617
53025,1282563.232704874,649254.7965060589,225086.65110026178,1331611.3187061697
30057,837318.0278640675,775865.9754780208,744692.3794215915,960721.0021924631
50021,140089.7756027599,137372.0089839597,125882.35880187158,340379.5446285419
21069,390816.5733692023,118691.77908706471,107204.87331655764,392741.84219881287
23015,198545.3974083698,72971.93166750937,45054.745184795254,499724.79832186055
12083,121350.55676642466,67020.43575140342,7199.73403920088,145004.88136506587
24031,197212.15881995417,54103.84629328169,32321.032133022625,223835.23021416028
47023,651616.7562666393,489783.13977349177,376960.9194872706,727796.6081742549
22119,527294.0372074074,437504.699386082,299065.00237636245,837559.3149133049
37155,132956.16471705778,89997.76847827742,46128.12731238127,154367.135102486
21163,558950.5425317911,242959.44536503562,194563.91140207133,561073.4429955848
21017,418917.22868391685,132017.3212572853,102955.70783905467,432779.0156995088
21025,312731.6469567546,190177.56519001393,148782.5369562502,394303.4452796303
22105,818539.013511549,266974.66366339487,187582.2380329919,836081.770015763
23025,306880.6006595782,164988.04316505147,122425.59634325615,602121.1721922483
26103,409737.2225427473,258008.42532835426,214585.5973793076,528036.7037284416
29095,247756.3650004218,171283.66770938173,20015.421285486045,278338.9417859667
48175,949253.5313450696,645048.4516653559,182425.98324098895,1209897.3477480544
05051,354897.70436193293,363956.6756967541,354278.5568283319,641891.8269058539
36081,138788.89501419355,115278.682016891,75128.09199206499,199313.86479433332
26131,492365.99723556207,262173.6021093241,259249.16154572208,570335.8575075303
33015,30948.951961322928,24408.018759178412,19180.222483504665,327139.08073847875
05055,462464.3108156706,453274.59157091985,428169.34717654646,596478.3960180627
31057,274652.0820570217,270521.4768037426,255373.02934666802,411754.48532787955
01027,601062.4072448426,341901.8393370246,339583.8198129477,653034.6403653909
21091,578780.4178574804,290213.2759348189,241739.3274426588,593413.31359412
26023,135697.1182202009,113863.9437930409,91863.9208402967,253057.6134501698
49035,572264.1901197816,499120.89276589325,336282.1754357151,582636.8004953474
21175,332153.5524171899,173819.51298495388,170194.10301971005,375918.88604805834
54087,224881.11928488355,207864.1754327908,199679.9212283354,252360.26694413341
37193,81222.29429382646,93769.34010187269,81487.22083218742,181912.52953327855
27159,565898.8684599869,346175.85893265356,233527.05201631095,571215.714419909
46091,561186.6120888438,407536.66296026495,356352.94748863444,587864.8387406722
23031,84296.7113386456,50159.53844654857,41987.133166066975,386400.8266613087
21019,326657.0172516916,164539.92026975052,152635.67766970018,328403.56423918717
48073,583268.7214167004,448155.8603310245,289873.49326595943,926497.8577530853
35003,329442.74526100367,296099.72011749755,205517.74977700287,524861.6417794934
20197,219845.3911833559,191193.92542302946,139958.61718256967,316120.1427788858
40103,158276.32555531882,228286.8482658833,155589.89906441406,491007.9274573669
51199,244842.2534414469,135267.62900534619,58878.90919861165,273360.2989468252
47183,618767.6822835193,501533.07769338094,466192.1654486459,675700.4913646958
39059,132278.51172227977,106071.07803004885,85300.06127563336,185441.64619606078
01019,529980.3283174259,353489.91178675706,311787.02924094157,614356.6357034108
05127,281996.50686405395,343324.16661534,281350.71010690654,596136.0339883198
05049,346546.17875813605,359005.73375172995,346202.6714305408,517523.6554630259
05021,468644.02601808705,463183.77571736806,455313.5323247346,583002.0928187484
12055,105548.14627588168,104012.21312901747,98104.97079616331,124277.31726102557
37089,218105.31496111237,63044.81411888941,11215.15166150733,306023.086306096
19085,177084.6074277795,107804.24221381788,50415.622665732844,234405.451630771
48121,449246.1453948063,409712.7459184014,327632.20034173166,770804.2904237767
06087,614948.8266867806,426733.1623149587,332867.35285615054,743684.172140083
39099,90035.08645430938,60805.69036060344,54964.11811716211,140957.58639267547
27025,406461.1057750053,203503.82480695765,74222.11034329124,430183.50475387665
31105,182924.46516790427,149381.9869575242,121535.8115255662,451898.5384314745
30009,690932.6186048264,651485.5190628641,626976.8529645097,894358.8014543699
33011,18749.013895806314,21644.94218516709,20971.640927881377,297065.8953424963
56035,530533.0950626088,471046.74802992557,424425.98719466716,687372.6417816842
16071,689965.0400214469,604287.5343221858,481615.8182416996,703084.3657295954
24011,133992.79660164032,136451.43078646125,115711.08836275636,221221.15462350036
16045,889318.2072298251,597362.0706662112,583215.2071547138,945483.1240189634
22031,583737.5811015329,445482.61748196534,335686.67840829806,905061.0351750099
05001,491348.1469714177,412965.895960092,248546.04005929094,723681.6481292873
34015,25984.79871123011,67987.24791161055,27256.774126139102,156998.07856618558
06011,704606.5056602535,376404.29410579934,211614.69139684286,844793.2612160273
12133,428892.03025641356,113929.79195532567,47862.266108615455,449527.904683603
13059,372096.8724921767,216651.2132023193,181643.862363365,441186.1903913831
13175,476405.77086650697,260560.44936174457,249487.11544826123,488485.71367146884
17169,220792.6638998232,198760.3051945971,152861.07809108304,273302.94312201807
18113,179633.21286121718,154291.9269325753,147902.77040250457,288697.42320890946
18119,416587.47039102635,239504.63090459266,201083.42809583887,461237.4039062905
20047,335077.72348390036,363461.68217870936,327625.026557014,442228.04975072213
19153,13557.41648855218,62941.905194849845,11263.816038125511,63095.890444114135
13141,405290.3603140498,267402.8059372162,244864.18296644563,459572.2969261355
51007,184386.9256534443,152374.28872269555,117182.96365526847,204317.53192326822
16019,683246.1674466288,613164.8006955025,542457.4496064135,787254.6793207811
40041,102772.6740491693,167100.80744193605,102184.4766710248,425927.55164046417
39101,197349.80694662873,64129.78378197005,31429.434098829894,243724.0478269447
01087,582264.5728196161,253332.58480584653,241613.2727570587,595683.7026201668
27129,364685.1054427372,228164.33857887497,136748.606234415,380035.42160076846
53059,1236805.5700537576,572577.6303435162,217624.47976464574,1339092.1877990307
30107,841764.5493331857,799207.299760798,777203.5977856967,1027502.931834307
48245,810459.7034138392,490564.9971289671,336037.65522585553,1040491.4001293101
50025,97860.186450854555,101415.75276328881,101345.35615491512,295539.5781280952
31013,307657.70851111144,271023.9417312959,243851.2157511588,516324.2310787301
25021,95394.40602847307,77371.84737001685,71318.98896959257,305704.3561808942
29071,401799.6923391679,353801.91385786363,308045.13091277523,411550.1999687775
13247,439599.53663727356,278155.651754097,240377.30019993064,509713.720615429
16051,756713.0601162062,684869.5398974866,612563.6362658297,844471.5790685288
36005,146305.1428339572,113615.56694592434,65959.9474107913,200756.81250009235
05011,508504.2504252398,416930.0882730566,226243.91815792926,781233.1231217859
12009,62443.621670195476,47636.27112204068,22816.743799144097,144422.82842942775
06025,320706.6017833322,314883.2589754585,308429.7543641272,341008.6254908284
48357,401659.50229595014,432796.3356444765,400702.03413788276,466878.76943398244
26061,489742.81474436226,286094.81284883845,269461.92082549544,587420.5042955577
51119,275603.8533359813,128212.03904848757,98402.88059236584,280279.50809686014
53071,1158083.7399027622,621545.4722809638,343705.46740620077,1209048.7253885895
01047,659970.2680050074,229574.96870614705,212729.86117257504,677504.9438117369
05029,329380.6325355301,356946.08665970113,328831.98896787746,584618.9248834306
51109,253615.03296159033,102393.56013034005,54697.971214960766,266228.85633436457
50011,236909.96851017317,221188.46869959423,186603.3275492165,463447.45410514355
51111,135630.7350021008,148620.39584063174,135629.7104296551,157986.60821683265
30013,981620.078438747,892678.8458312798,824232.8772849641,1136858.719483026
51115,273769.0669469401,138830.6332779324,72285.87639688271,283553.6292170359
29207,503146.72297173337,493323.59034226026,467749.7845235762,569573.2282926263
34011,64574.053580673055,98054.06513682316,59301.6452168697,186912.39726564803
12001,180446.39038933266,77334.6244745866,55968.199157689065,194536.03812705353
24039,212199.3321894598,162431.16932638368,152000.99093012352,263641.7333940337
37147,109221.5894903169,38721.344911754764,2707.1334988999165,164062.23091627346
47133,448635.88231855974,273183.81557776383,258132.34436779094,548480.5869845399
17201,208980.66519176273,131546.89400999792,108176.68402006653,287480.98864171834
47137,431088.9482210516,260717.50866335788,249256.53117255823,531592.6196910776
16009,1239837.3500382404,741680.4424951053,428043.8005418325,1244485.3901667972
37015,147412.17972078305,91601.02618668071,66483.12217658319,198292.3056434422
42001,174922.13975499469,60671.53989015974,43729.25942980337,196888.7917148389
41049,1098849.6846398418,557928.7546217927,347536.09957291576,1182404.671707712
42013,135577.43836854305,55986.94577240874,5079.324908145403,183555.58564073147
47053,606726.0211227942,507241.65615035914,428406.0542490672,686159.7277558389
25019,223924.91252242948,199550.2428435249,194378.89524915902,375331.12902334426
28001,734451.0425238176,322670.03359994356,143861.62141093926,872231.8928543171
22127,632091.4244996111,428504.3843475652,234794.0889485756,925827.7892602809
26135,237655.97560929327,226223.11288353443,224081.84837655543,364177.7844699663
27089,781598.6843876104,550201.6333290349,455245.2257310329,789389.420183457
20041,243113.20140156697,233563.40424662398,221766.05933389344,363389.05704342667
51191,165337.5292642117,98594.044913943,4712.608558250108,265705.5406734879
01109,543524.1458391524,189710.61029719876,176053.6326791796,559855.042142701
05059,389217.9730395718,375793.90458474495,341405.71379044425,673380.575544452
38083,849640.8948624387,673721.9037885119,626342.0316707107,877148.8149742548
29225,244982.16149490912,245157.44330418223,240247.9485003552,405624.1470952373
05061,362150.30803139124,379215.5061937551,361496.1562427596,680214.1030460686
37059,33907.743152671115,47903.03127713263,33855.170233982724,126601.19090017762
47157,553207.0612109087,478930.63729555026,323167.0636036843,704153.5195682242
19195,202428.49165696814,190052.916364834,166884.75260487193,203986.2149939742
17193,525131.8070353554,383399.51102056995,336756.4700472423,569483.5030488836
21177,621582.9616928422,359581.95331037766,311318.30729464954,643658.3647579106
47045,563262.7124632555,510376.91995720007,425804.5769403604,655992.9071359418
21183,601793.2180400665,320731.5694231691,272409.8061147723,618496.7410281372
21193,290657.77265795175,176757.90865387217,123993.34491238683,390418.0680032977
26127,81209.9192773817,110543.56700177812,84887.65175361338,285465.9217063064
21197,367735.99044269696,174299.01536099368,153806.7506400035,415983.3477874661
45003,314847.0137048876,201316.86714933356,201047.3118960192,351515.130911905
55093,312892.73948403326,150420.09834887637,65941.4129735437,347422.0635722812
30045,913415.4179893159,869569.6135479573,848705.1640164235,1091402.3830784566
51029,200711.8259185168,143541.80179326437,121824.28450913608,209157.98878986132
51033,277093.7441765896,90123.85024332335,35269.18522122519,280207.3345760326
51760,221894.82638899377,130434.60515624794,88254.87243438086,245247.97145784934
54015,239985.52102240894,205238.40750860018,165629.84563910757,250947.87621229442
47179,200390.3076307719,79461.82294155082,63180.798827063656,300761.0516047673
37061,107898.97207478914,43554.05171578296,4930.80642635492,157190.23977755796
16043,731250.3595228017,667134.5073757664,621599.661827562,853391.71164768
05081,394573.2596998349,401373.2632204977,393917.524961178,720433.0463546661
47167,551541.7694703345,489759.3219998734,359172.59464863484,683996.8079160873
20125,19126.437681149222,85132.38991340152,11757.54169468279,354803.0264694633
20191,162776.40719430323,212506.9303421103,156030.09337542212,444602.0324583823
47083,664730.1477966239,454537.3757156482,421922.8268764871,697387.6144164314
42031,95175.98231180182,101241.39340256,95111.94592307512,172622.87660327365
47085,670821.4166309588,462813.35136207147,446339.80736877746,706830.3609291225
45037,305591.1613283745,191811.47810064058,191662.0506967243,352985.70323506516
55089,173132.09602084412,63754.8921743767,19210.708070801596,309741.2862146191
56005,496841.0867126919,454695.37383386353,427417.5543207365,726485.617841681
47155,294468.9133964211,118910.41597534505,89341.77558414017,390877.4980465975
16001,820229.7804091542,582993.2178101218,532333.0167293695,887195.8816139941
01037,651699.0372722611,298610.87471238617,294888.1147994493,661006.4401510669
39097,276394.2934157131,39051.7925606921,27845.886303414132,288512.8063643193
12061,100528.41549768097,87442.51858917474,45118.22693673242,132104.55885131465
17075,295110.48006597726,265448.41673259815,244851.84355307647,358756.8814392576
01067,478133.29296568973,177927.5122658384,153765.63812481138,493251.5533902306
05091,446203.11708379514,421112.20828362246,364171.96704459284,765916.1659856816
48039,875970.1546131197,553610.1462745375,242905.26656096915,1140684.18850831
31119,325759.81586830225,199111.07008925246,117767.62362115517,381836.5180813858
38021,634810.9961279292,479303.2463666649,434701.45267787756,663400.4910616657
37005,87553.18037589666,94986.27608235546,80551.66549582242,187677.55817295058
26029,267659.4590041667,248993.20288466604,243672.92140655962,426777.5450830313
26153,360484.41299231315,273939.6222550843,234432.5438862571,499628.83542025666
48171,809711.1676698232,583020.4994346094,127325.2063202753,1009172.4672575084
48467,500954.4788008685,436868.51288573764,303910.4980477804,847362.3618664738
48161,598195.2091522394,457940.75673829566,210324.169355722,927981.9787197944
51053,170625.2763133414,146471.2444313471,130337.2989645899,199312.46318093862
41057,1261450.4274410945,594296.3731861294,301737.3511525521,1393181.868151699
42035,213475.77424979283,120712.20730772962,107876.70197140909,227331.40822829274
25003,154702.13305290625,147320.5559592564,128755.55287155308,261094.97727538494
41017,1007492.6432947421,492040.5057737701,457316.3031009012,1145360.9874143207
51141,61694.52304030337,72260.98614195053,62049.53144118404,140428.1028832801
48177,863282.3609096992,574182.1030525324,93763.74702018146,1127541.0973145529
16067,757698.1738018905,623032.4965613403,597359.007493914,772583.8460906042
42067,199069.38308660768,64907.96586759264,43029.98845537247,205049.78107488403
