GEOID,year,gini,earn,home,rent,pct_white,pct_black,household_size,median_age,education,pct_foreign,pct_foreign_lat,pct_moved_dom,pct_moved_int,unemployment,population,density
46093,2015,0.4305,27586,162700,772,90.31879003828513,1.8422349418141846,2.4904182006985747,36.2,11.398354876615747,1.5389863917213147,0.3032485500928699,4.461544293241348,0.720215306470566,2.1672340778875694,26381,2.9214114663714
46093,2016,0.3971,27255,166200,795,90.07451564828614,1.810730253353204,2.519478081291655,36.2,11.657973174366617,1.6467958271236962,0.3390461997019374,4.742921013412817,0.7004470938897169,1.4209732475986347,26840,2.97224077015308
46117,2012,0.4466,29033,109700,671,87.58503401360545,0,2.3186119873817033,43.5,11.938775510204081,0.3401360544217687,0,1.7346938775510203,0,2.9690461149715732,2940,0.748970817791241
46117,2013,0.4459,30451,110900,649,88.5367498314228,0,2.3299293008641007,40.7,11.429534726904922,0.37086985839514497,0,2.3937963587322995,0,2.8852056476365866,2966,0.755594369241095
46117,2014,0.4435,30534,131300,641,87.76809651474531,0,2.4399018806214228,39.1,10.556300268096514,0.30160857908847183,0,1.9101876675603215,0,2.1753039027511196,2984,0.760179904860225
46117,2015,0.4391,31447,124100,671,89.33153274814315,0,2.3359621451104102,40.1,10.63470627954085,0.2025658338960162,0.2025658338960162,0.675219446320054,0,1.314924391847469,2962,0.754575361325733
46117,2016,0.4469,31238,142100,681,89.3387314439946,0,2.2817551963048497,41.1,9.143049932523617,1.1133603238866396,0.5060728744939271,0.641025641025641,0,1.2281835811247577,2964,0.755084865283414
48051,2012,0.4188,22824,91100,647,79.45804195804196,11.48018648018648,2.7268393453043065,41.6,5.611888111888112,7.56993006993007,0,5.4720279720279725,0.09906759906759907,6.230573608363945,17160,9.76844754759867
48051,2013,0.4216,22049,87800,673,83.04168362304517,11.319109354107319,2.7486417385746247,42.9,5.592698098947736,6.435672344631126,0,4.226498459391896,0.06976338584965991,8.067515376913175,17201,9.79178707845249
48051,2014,0.429,23323,91400,684,81.73009979113483,11.812485495474588,2.7608521544129423,43.4,6.451612903225806,6.294964028776978,0,4.0612671153399855,0.03481086098862845,6.979455048812473,17236,9.81171106820575
48051,2015,0.4362,NA,93100,712,78.71971317874285,12.253512982131499,2.7016091235744413,42.6,6.945006650089631,6.933441276817209,6.123865147747644,5.331637078586712,0.08095761290695656,6.861657887441088,17293,9.84415870866106
48051,2016,0.4375,25743,98500,750,78.26835850031578,12.327036803123386,2.7277995301487863,43,6.614227478899926,7.027616696331171,6.01136820347936,3.8468163288740884,0.24114371016822644,5.2952592181868585,17417,9.91474655807262
49031,2012,0.4087,16337,158500,621,97.29252501471454,0.17657445556209533,3.0448028673835124,42.2,6.768687463213655,1.5891701000588583,0,3.0606238964096524,0,9.137055837563452,1699,0.855649783440635
49031,2013,0.3953,17861,152800,625,97.37576772752652,0.2233389168062535,3.142105263157895,39.6,6.532663316582915,1.786711334450028,0,2.2892238972640984,0,8.51063829787234,1791,0.901982791137244
49031,2014,0.4224,16604,142800,625,97.34513274336283,0.20822488287350338,3.4488330341113107,40,6.454971369078605,1.5616866215512752,0,2.290473711608537,0,9.339080459770114,1921,0.967453345491148
